"date","Plate.SN","well","treatment","dose","units","wllq","wllq_notes","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20201209","MW71-7217","A2","DMSO","0.00000","uM","1","",13.106945,11.145804,0.266492,314.304677,7.997389,311.970667,94.5,82,87,84.991039,1.68869,32.118469,433.83125,0.465918,584.172043,0.945745,0.035271
"20201209","MW72-8203","A2","DMSO","0.00000","uM","1","",16.374448,14.950529,0.491046,339.447625,15.079781,228.184406,90,68,69.5,81.916667,2.029831,23.359631,401.410038,0.970214,496.625,0.735859,0.028926
"20201209","MW72-8207","A2","DMSO","0.00000","uM","1","",20.676785,18.898567,0.642219,402.470956,42.477613,207.991487,103.5,75.5,203,78.971795,2.437178,28.582213,590.008046,0.749636,625.012821,0.897342,0.042455
"20201118","MW71-7107","B2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",7.694728,19.99875,0.349913,299.703167,4.27965,248.173467,66,34,46,55.078947,0.707375,22.145638,407.725,0.340424,291.327068,0.504086,0.007582
"20201118","MW71-7108","B2","DMSO","0.00000","uM","1","Momentarily misdosed on DIV5, then aspirated and redosed;  Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",4.047779,2.22526,0.139989,177.853607,1.642821,231.715929,59,15.5,16.5,63.166667,0.880327,27.584005,682.4325,0.173777,453,0.550981,0.004821
"20201118","MW71-7109","B2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",8.454145,10.573385,0.56053,229.964594,5.174437,180.580063,69,36,33.5,59.285714,1.064597,19.052663,527.546154,0.418381,455.142857,0.672429,0.013269
"20201209","MW71-7211","B2","DMSO","0.00000","uM","1","",6.597008,4.493407,0.261483,281.02425,28.82565,380.6029,69,31.5,45,90.342105,1.601911,63.765949,1377.616667,0.236744,650.078947,1.488565,0.023385
"20201209","MW71-7213","B2","DMSO","0.00000","uM","1","",2.365842,2.306,0.029169,144.1212,1.03125,97.79655,42,15,27,49.012821,1.037381,80.892575,951.34375,0.465359,399.423077,1.54361,0.018129
"20201209","MW71-7214","B2","DMSO","0.00000","uM","1","",12.375902,7.79,0.279884,328.285333,20.112,100.8515,30,15.5,27,48.205128,0.938593,70.770669,724.00625,0.395455,303.846154,1.513255,0.021145
"20201209","MW71-7215","B2","DMSO","0.00000","uM","1","",6.308831,10.450238,0.448423,339.68975,5.133875,252.155786,49.5,33,47,55.456522,1.062472,54.065382,413.488636,0.282444,384.847826,1.080199,0.01976
"20201209","MW71-7217","B2","DMSO","0.00000","uM","1","",8.823623,5.849,0.286262,245.7568,8.263,105.2237,81,26.5,53,82.961538,1.531453,62.948164,1664.141667,0.25936,654.634615,1.828108,0.033428
"20201209","MW72-8203","B2","DMSO","0.00000","uM","1","",9.840942,14.598726,0.669186,288.450969,7.948344,207.986979,68,40,25,84.166667,1.574192,23.93145,1862.821875,0.072247,640.5,0.598871,0.013611
