"date","Plate.SN","well","DIV","trt","dose","units","file.name","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","mi","wllq","wllq_notes"
"20170201","MW1145-22","A2",5,"Picoxystrobin",0,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.591589631118308,0.624,0.0361555875910345,55.2165,0.456,71.412,5,4,11,8.45454545454546,0.151352813852814,5.52254456483747,70.275,0.0463958148405056,14.3636363636364,0.0832631425961768,9.76485316297876e-05,1,""
"20170201","MW1145-22","A2",7,"Picoxystrobin",0,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.860528577747222,1.54615384615385,0.0305108917239853,68.464,0.440076923076923,36.9917692307692,13,13,23,13.7826086956522,0.317562111801242,9.79452054794521,36.7590909090909,0.0736583348871481,43.5217391304348,0.207904606415399,0.00291633173773615,1,""
"20170201","MW1145-22","A2",9,"Picoxystrobin",0,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.799793088521046,2.1975,0.01958929542819,80.067625,0.2895625,32.4114375,16,16,43,14.2325581395349,0.223997338256059,22.419032734219,19.1892857142857,0.0754090906869531,60.046511627907,0.370122863701871,0.00940144600296885,1,""
"20170201","MW1145-22","A3",12,"Picoxystrobin",0.03,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.23748302146035,3.072,0.0298444091374975,87.3942666666667,0.515,20.4764,15,15,132,10.1742424242424,0.114078314887974,27.3231871083259,6.70076335877863,0.0724572509477204,34.6818181818182,0.395013940373481,0.0114799643504434,1,""
"20170201","MW1145-22","A3",5,"Picoxystrobin",0.03,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.286524440315699,0.342857142857143,0.068923064129669,42.111,0.333,85.2183333333333,7,3,0,NA,NA,0,NA,NA,NA,0.0190571678108032,0,1,""
"20170201","MW1145-22","A3",7,"Picoxystrobin",0.03,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.479837846193177,1.01076923076923,0.0425705557912605,51.0116666666667,0.467,53.4923333333333,13,9,17,12,0.173552966641202,8.64175977653631,51.60625,0.0549094522551591,29.1176470588235,0.104336469681406,0.000459262095147094,1,""
"20170201","MW1145-22","A3",9,"Picoxystrobin",0.03,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.79377918894078,1.948,0.0344076235517186,80.2858666666667,0.581933333333333,33.003,15,15,33,14.0909090909091,0.221460015153197,15.968659639959,23.865625,0.0517437513907567,51.8787878787879,0.300907412535859,0.00551942850050452,1,""
"20170201","MW1145-22","A4",12,"Picoxystrobin",0.1,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.406111616494456,1.875,0.0521863886844199,75.6835,0.3635,17.3815,4,2,0,NA,NA,0,NA,NA,NA,0.0513014116656915,3.54376689786148e-05,1,""
"20170201","MW1145-22","A4",5,"Picoxystrobin",0.1,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.914080428810477,0.5775,0.0643461945268923,44.1675,0.54775,52.109,8,4,4,5.75,0.191666666666667,0.665658093797277,272.35,0.0228217732293818,11,0.0273090539309122,3.84628101212231e-05,1,""
"20170201","MW1145-22","A4",7,"Picoxystrobin",0.1,"uM","ON_20170201_MW1145-22_07_00(000).h5",1.03557451807562,1.48,0.0414387617056845,54.738,0.472,27.909,3,2,0,NA,NA,0,NA,NA,NA,0.0610876327837233,0,1,""
"20170201","MW1145-22","A4",9,"Picoxystrobin",0.1,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.289192433311801,1.23818181818182,0.0346974884118082,71.1231,0.2641,49.1706,11,10,24,10.2916666666667,0.174825148809524,19.6995561625128,34.7108695652174,0.0444061385428075,24.0416666666667,0.203291964896004,0.0015451702072738,1,""
"20170201","MW1145-22","A5",12,"Picoxystrobin",0.3,"uM","ON_20170201_MW1145-22_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A5",5,"Picoxystrobin",0.3,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.311684619700761,0.09,NA,0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,-0.000772147378405777,0,1,""
"20170201","MW1145-22","A5",7,"Picoxystrobin",0.3,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.112224277173431,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A5",9,"Picoxystrobin",0.3,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.469683374675206,0.891428571428571,0.0436380271197006,46.2652,0.271,58.538,7,5,10,8.7,0.116357142857143,4.45818418483567,90.5166666666667,0.0443909985478883,13.7,0.0964689418603456,0,1,""
"20170201","MW1145-22","A6",12,"Picoxystrobin",1,"uM","ON_20170201_MW1145-22_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A6",5,"Picoxystrobin",1,"uM","ON_20170201_MW1145-22_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A6",7,"Picoxystrobin",1,"uM","ON_20170201_MW1145-22_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A6",9,"Picoxystrobin",1,"uM","ON_20170201_MW1145-22_09_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A7",12,"Picoxystrobin",3,"uM","ON_20170201_MW1145-22_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A7",5,"Picoxystrobin",3,"uM","ON_20170201_MW1145-22_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A7",7,"Picoxystrobin",3,"uM","ON_20170201_MW1145-22_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A7",9,"Picoxystrobin",3,"uM","ON_20170201_MW1145-22_09_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A8",12,"Picoxystrobin",10,"uM","ON_20170201_MW1145-22_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A8",5,"Picoxystrobin",10,"uM","ON_20170201_MW1145-22_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A8",7,"Picoxystrobin",10,"uM","ON_20170201_MW1145-22_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","A8",9,"Picoxystrobin",10,"uM","ON_20170201_MW1145-22_09_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","B1",12,"Mancozeb",20,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.3231266465576,4.23375,0.0270516539707291,80.1675625,0.3765,19.3664375,16,16,122,11.655737704918,0.144332436688994,29.2237442922374,7.29462809917355,0.0773140988292673,45.6393442622951,0.368399846152077,0.0132482506421551,1,""
"20170201","MW1145-22","B1",5,"Mancozeb",20,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.743376151799677,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","B1",7,"Mancozeb",20,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.39635646407646,1.37142857142857,0.0507432399880603,61.045,0.344666666666667,42.189,7,6,6,8.66666666666667,0.171944444444445,2.44428468727534,134.69,0.0220584241067686,11.3333333333333,0.0710507311179902,0.00010364958866264,1,""
"20170201","MW1145-22","B1",9,"Mancozeb",20,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.674683739120298,1.92,0.0243167828449861,82.8749285714286,0.358071428571429,34.9590714285714,14,14,31,13.741935483871,0.214294985928051,20.1890535651768,28.79,0.0943511668365382,55.8064516129032,0.353545549295126,0.00599778469665434,1,""
"20170201","MW1145-22","B2",12,"Mancozeb",0,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.08303838481814,3.256,0.0182826208503696,82.3747333333333,0.272666666666667,23.2627333333333,15,15,51,13.3921568627451,0.202082771531301,26.0398199918178,17.586,0.0972953841168941,74.8823529411765,0.406559422441399,0.0106661955845204,1,""
"20170201","MW1145-22","B2",5,"Mancozeb",0,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.27823824874535,0.36,0.0571447999999971,28.3505,0.375,69.8015,5,2,0,NA,NA,0,NA,NA,NA,0.00688219276483047,1.31461982092566e-05,1,""
"20170201","MW1145-22","B2",7,"Mancozeb",0,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.651325057798634,1.52181818181818,0.0446948321808522,69.9066666666667,0.652888888888889,36.6524444444444,11,9,19,11.2631578947368,0.272675438596491,10.9776493842177,46.1527777777778,0.0686697505529229,38,0.132482780947907,0.00171746364343059,1,""
"20170201","MW1145-22","B2",9,"Mancozeb",0,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.806445878126006,2.364,0.0229955213793746,86.3155,0.324357142857143,24.7607142857143,15,14,46,13.1086956521739,0.2061295995671,20.3869319218836,18.7211111111111,0.0830886205089926,48.5652173913044,0.332927837019334,0.00837049551886174,1,""
"20170201","MW1145-22","B3",12,"Mancozeb",0.03,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.953542853297773,2.34375,0.0219052404434835,90.3196875,0.4473125,26.178125,16,16,30,15.8666666666667,0.235122113997114,23.4651518461875,30.3362068965517,0.031181332774218,107.4,0.441130308299131,0.0114401510839256,1,""
"20170201","MW1145-22","B3",5,"Mancozeb",0.03,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.47679514016775,1.36363636363636,0.0455902732842063,57.4617777777778,0.359555555555556,48.2445555555556,11,9,14,10.5,0.225505952380952,4.95194316757209,67.6807692307692,0.0363319434026913,16.9285714285714,0.0830444807424748,0.000415807255929115,1,""
"20170201","MW1145-22","B3",7,"Mancozeb",0.03,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.750638745029465,1.3875,0.0341614681758697,75.1791875,0.7405625,45.512625,16,16,17,15.2941176470588,0.37889822595705,11.45341844759,50.85625,0.0770049080110023,72.8235294117647,0.267130772337619,0.00511217665447292,1,""
"20170201","MW1145-22","B3",9,"Mancozeb",0.03,"uM","ON_20170201_MW1145-22_09_00(000).h5",1.42185437959297,2.3,0.0257853033973936,81.0594285714286,0.613714285714286,24.5927857142857,15,14,31,14.5806451612903,0.299192530140111,11.226882000521,27.785,0.0894438751434385,69.5161290322581,0.352928057362938,0.0101587209889332,1,""
"20170201","MW1145-22","B4",12,"Mancozeb",0.1,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.949482663059907,2.752,0.0230455466214337,79.4639230769231,0.369,23.6336153846154,15,13,47,14.2765957446809,0.172306077492248,27.0375262217388,17.4663043478261,0.0285913075562839,74.0425531914894,0.34883122379198,0.00983301511051435,1,""
"20170201","MW1145-22","B4",5,"Mancozeb",0.1,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.397800691097585,0.39,0.0435876056338049,55.333,0.258,71.635,2,1,0,NA,NA,0,NA,NA,NA,0.0141155105425765,0,1,""
"20170201","MW1145-22","B4",7,"Mancozeb",0.1,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.616122392996707,1.23,0.0409352332260706,58.916375,0.403125,49.5255,8,8,12,9.25,0.230555555555556,5.89390962671906,70.4045454545455,0.0749594447029083,22.5,0.144723190460791,0.000589381044138392,1,""
"20170201","MW1145-22","B4",9,"Mancozeb",0.1,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.692620278943988,1.63285714285714,0.0258821759833035,80.4657,0.3508,31.5608,14,10,39,11.1282051282051,0.243948135198135,15.6485929993137,22.9763157894737,0.0874275535159736,35.0769230769231,0.20868608364449,0.005070981209487,1,""
"20170201","MW1145-22","B5",12,"Mancozeb",0.3,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.18817608179373,3.61714285714286,0.0272758040660629,87.5806153846154,0.467692307692308,20.3838461538462,14,13,59,12.6101694915254,0.18363914569423,23.6980729479229,14.5112068965517,0.0339695449697276,60.2372881355932,0.327070016652376,0.00889064642334322,1,""
"20170201","MW1145-22","B5",5,"Mancozeb",0.3,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.135563364005322,0.06,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00130486237316764,0,1,""
"20170201","MW1145-22","B5",7,"Mancozeb",0.3,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.71103153829602,1.045,0.0436518359572913,61.705,0.5079,54.1692,12,10,15,11.2666666666667,0.250083333333333,7.27202273314389,60.8464285714286,0.0429834201147594,37.5333333333333,0.120826446329773,0.000733199530245698,1,""
"20170201","MW1145-22","B5",9,"Mancozeb",0.3,"uM","ON_20170201_MW1145-22_09_00(000).h5",1.04095423153768,2.31,0.0322886522285657,69.9992142857143,0.412285714285714,26.6502142857143,14,14,29,12.9310344827586,0.285360221674877,10.1905487804878,29.4160714285714,0.0581097165351659,46.1034482758621,0.211942668626013,0.00411626570089505,1,""
"20170201","MW1145-22","B6",12,"Mancozeb",1,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.737778695902377,2.545,0.0305243814835341,83.0144545454545,0.409363636363636,27.1399090909091,12,11,43,11.7441860465116,0.156985762945065,25.5156894611826,20.4357142857143,0.0316927600053713,47.4651162790698,0.34638056736004,0.0049058497280047,1,""
"20170201","MW1145-22","B6",5,"Mancozeb",1,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.306962125462871,1.23,0.0545875407757913,58.554,0.350333333333333,40.0193333333333,4,3,0,NA,NA,0,NA,NA,NA,0.0273268348947192,0,1,""
"20170201","MW1145-22","B6",7,"Mancozeb",1,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.527787442152274,0.9,0.0413344072279865,61.6408571428571,0.464714285714286,57.4021428571429,8,8,8,8.5,0.24015625,5.3705138135812,101.571428571429,0.0411623874173599,26,0.099121908229901,0.000404253286378296,1,""
"20170201","MW1145-22","B6",9,"Mancozeb",1,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.572445462125266,1.566,0.0329067866272254,74.1963,0.3722,36.0872,10,10,24,10.25,0.245647321428571,13.719512195122,32.7260869565217,0.048663511729379,30,0.23979956335137,0.00263667524536843,1,""
"20170201","MW1145-22","B7",12,"Mancozeb",3,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.63874278006509,2.976,0.0295279968777885,79.0471428571429,0.747214285714286,24.0200714285714,15,14,45,14.4888888888889,0.192614550572884,16.6297518419744,19.1636363636364,0.0493250053203619,81.7555555555556,0.31949523150144,0.0101667845991832,1,""
"20170201","MW1145-22","B7",5,"Mancozeb",3,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.643370391467882,0.915,0.0657774550067912,40.83075,0.43325,69.84,4,4,0,NA,NA,0,NA,NA,NA,0.0426584849191534,1.33371558991707e-05,1,""
"20170201","MW1145-22","B7",7,"Mancozeb",3,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.441321212394887,0.943636363636364,0.0366357725249256,70.4465,0.4829,62.5624,11,10,12,12.0833333333333,0.256240079365079,9.67741935483871,72.6863636363636,0.0383578092094466,36,0.180259906069705,0.00180412372655864,1,""
"20170201","MW1145-22","B7",9,"Mancozeb",3,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.887382529949894,1.56857142857143,0.0294408056769534,78.0968333333333,0.65075,36.3996666666667,14,12,29,12.9655172413793,0.296528804050356,14.2793791574279,31.0446428571429,0.105379102395703,55.5172413793103,0.261399270998204,0.00705141038588418,1,""
"20170201","MW1145-22","B8",12,"Mancozeb",10,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.9733345445941,2.988,0.0383754118614252,75.0730714285714,0.469928571428571,27.2901428571429,15,14,85,10.9764705882353,0.138886355474591,23.0932363856699,10.5005952380952,0.05955703398985,35.8705882352941,0.291671440996295,0.00723055034815446,1,""
"20170201","MW1145-22","B8",5,"Mancozeb",10,"uM","ON_20170201_MW1145-22_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","B8",7,"Mancozeb",10,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.351117540463408,0.925714285714286,0.0374616654407899,75.85175,0.4365,42.267,7,4,8,7,0.182083333333333,5.30079932688263,122.721428571429,0.0411588097379847,15.75,0.0995033258908073,0.00079917506215477,1,""
"20170201","MW1145-22","B8",9,"Mancozeb",10,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.502308585300733,1.50923076923077,0.0423080691558873,69.954,0.4457,30.6864,13,10,39,11.5384615384615,0.172055883930884,19.4463087248322,22.6592105263158,0.0583691950813948,29.7179487179487,0.209124947811874,0.00333615320649013,1,""
"20170201","MW1145-22","C1",12,"Boscalid",20,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.755625940334503,2.01375,0.0437775445185816,77.64,0.6322,32.9511333333333,16,15,59,13.1864406779661,0.110274276100547,31.5963606286187,14.7525862068966,0.033810487889124,58.271186440678,0.35995684912305,0.0078564297694408,1,""
"20170201","MW1145-22","C1",5,"Boscalid",20,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.126118375529542,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00125627519378952,0,1,""
"20170201","MW1145-22","C1",7,"Boscalid",20,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.42457567568694,1.08,0.0564939828338466,74.7875,0.4775,28.78775,9,4,3,7.66666666666667,0.149305555555555,0.728699551569507,144.775,0.0453733228442212,8.66666666666667,0.0491125640679548,5.10043822776474e-05,1,""
"20170201","MW1145-22","C1",9,"Boscalid",20,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.417260001054817,1.292,0.0453533849895229,83.8935454545455,0.580181818181818,36.9717272727273,15,11,36,13.1111111111111,0.153561347988431,23.9014883061658,22.5271428571429,0.0444661307854763,37.4722222222222,0.263544187822871,0.00442465994794602,1,""
"20170201","MW1145-22","C2",12,"Boscalid",0,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.49132130031095,4.3575,0.0218046675980914,78.09,0.311875,19.693125,16,16,78,13.4615384615385,0.159501008251008,26.500582072177,11.3818181818182,0.0465857006082583,72.9615384615385,0.396603345574249,0.0133886459613225,1,""
"20170201","MW1145-22","C2",5,"Boscalid",0,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.333828752345659,0.591428571428571,0.0396354743171489,54.02325,0.2735,85.1195,7,4,10,11.3,0.121142857142857,6.85449957947855,82.3166666666667,0.0135670709146196,16.3,0.0577325730987865,5.17601476787075e-05,1,""
"20170201","MW1145-22","C2",7,"Boscalid",0,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.39452574272323,0.852,0.0287328682967055,77.1615333333333,0.4694,66.5651333333333,15,15,12,15.25,0.31375,18.0545182972367,70.8363636363636,0.0664240376503702,80.5833333333333,0.278894450422265,0.00263163388514532,1,""
"20170201","MW1145-22","C2",9,"Boscalid",0,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.968612833089481,2.10375,0.0228684382102053,90.5995625,0.554125,31.306625,16,16,31,15.3548387096774,0.28231581366662,17.8878692285632,28.6416666666667,0.075499337234593,80.4838709677419,0.437811729432401,0.011610627955538,1,""
"20170201","MW1145-22","C3",12,"Boscalid",0.03,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.722223120988773,2.105,0.0221845428152017,87.2846,0.3584,25.4099,12,10,38,11.9473684210526,0.170186142439432,27.1788990825688,23.1094594594595,0.0348567025167734,56.1315789473684,0.351917809878906,0.00689822533639289,1,""
"20170201","MW1145-22","C3",5,"Boscalid",0.03,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.478638680699119,0.6,0.033073759512938,58.517,0.381,76.589,4,4,6,6.16666666666667,0.174583333333333,4.07944176060118,133.77,0.0388327968489408,12.6666666666667,0.09245094005504,0,1,""
"20170201","MW1145-22","C3",7,"Boscalid",0.03,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.556676860038504,1.10666666666667,0.0319054014382783,75.04375,0.479375,54.274125,9,8,14,9.07142857142857,0.298809523809524,8.39360070129301,63.3807692307692,0.042533250298471,27.3571428571429,0.199721943302575,0.00183543167919945,1,""
"20170201","MW1145-22","C3",9,"Boscalid",0.03,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.927476396321674,1.92,0.0236968808006215,80.7096,0.3693,29.6054,11,10,36,10.4166666666667,0.24193287037037,16.6272570937231,23.9414285714286,0.0849960116874667,42.9722222222222,0.306874416656782,0.00768451167898883,1,""
"20170201","MW1145-22","C4",12,"Boscalid",0.1,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.35303872081856,3.832,0.020703200332077,89.2502,0.372466666666667,16.3158666666667,15,15,76,13.4210526315789,0.229875429760298,24.2863392759488,11.454,0.0578607015109448,58.4342105263158,0.404200595910997,0.0116855013097331,1,""
"20170201","MW1145-22","C4",5,"Boscalid",0.1,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.320240668084704,0.468,0.0416575869380829,59.992,0.3035,58.5705,5,2,2,7,0.0949999999999999,1.32575757575758,33.9,0.00707106781186558,10.5,0.0321786323743952,1.68877090722629e-05,1,""
"20170201","MW1145-22","C4",7,"Boscalid",0.1,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.839830193038794,1.68,0.0334455891388052,64.5598333333333,0.468833333333333,58.3495833333333,12,12,13,12.7692307692308,0.305630341880342,6.53194975423266,71.3833333333333,0.0744134563499694,46,0.184886948455823,0.00179570242506164,1,""
"20170201","MW1145-22","C4",9,"Boscalid",0.1,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.877631189862856,1.992,0.0258694282281577,79.7216666666667,0.486733333333333,36.5674,15,15,26,14.2692307692308,0.305853937728938,13.3068939330014,35.058,0.105641648337509,60.6538461538462,0.306962110522244,0.00651975763948018,1,""
"20170201","MW1145-22","C5",12,"Boscalid",0.3,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.593095976170231,2.09571428571429,0.0228307337225066,81.0580714285714,0.258214285714286,29.8467142857143,14,14,30,15.1,0.17000493025493,28.2729436656969,27.3637931034483,0.0286626544516208,71.2666666666667,0.37069104095836,0.00739824071721451,1,""
"20170201","MW1145-22","C5",5,"Boscalid",0.3,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.431691532098916,0.81,0.0435292146596861,77.061,0.346,37.466,2,1,0,NA,NA,0,NA,NA,NA,0.00124609323160341,0,1,""
"20170201","MW1145-22","C5",7,"Boscalid",0.3,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.644567358300072,0.864,0.0418020760428823,65.5748333333333,0.524666666666667,48.5646666666667,10,6,12,10.3333333333333,0.237063492063492,4.21514078570224,71.5227272727273,0.0415195480449272,20.8333333333333,0.102712262276388,0.000442648336194719,1,""
"20170201","MW1145-22","C5",9,"Boscalid",0.3,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.461881163002409,1.22307692307692,0.0249232340819593,73.959,0.278916666666667,46.9879166666667,13,12,24,11.9166666666667,0.221519510582011,18.2170542635659,34.995652173913,0.0287528010902235,41.125,0.284445467580387,0.00374252939714045,1,""
"20170201","MW1145-22","C6",12,"Boscalid",1,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.832593628709108,2.795,0.0275489119890568,87.15525,0.391416666666667,29.5876666666667,12,12,41,10.5365853658537,0.170541235525992,20.26100420261,20.31,0.0833237385414798,44.6829268292683,0.330578789004605,0.00559883823360367,1,""
"20170201","MW1145-22","C6",5,"Boscalid",1,"uM","ON_20170201_MW1145-22_05_00(000).h5",2.17494009136408,3.6,0.0580746977289233,64.1216666666667,1.01266666666667,28.5886666666667,3,3,0,NA,NA,0,NA,NA,NA,0.110483316273958,9.17470287264965e-05,1,""
"20170201","MW1145-22","C6",7,"Boscalid",1,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.858904616386753,0.7,0.0413168415520591,59.1975,1.2055,62.1005,6,4,5,6.4,0.242083333333333,2.22595548089038,172,0.0628531688408257,21.2,0.0984720071843961,0.00173841696366911,1,""
"20170201","MW1145-22","C6",9,"Boscalid",1,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.550889868248655,1.254,0.0296560682799124,78.08275,0.462,39.002375,10,8,26,9.23076923076923,0.242307692307692,14.2601075482972,29.884,0.0880103553542005,27.5384615384615,0.212455017734943,0.00332192465328217,1,""
"20170201","MW1145-22","C7",12,"Boscalid",3,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.720926823079306,1.645,0.0397911635524717,83.7150909090909,0.619181818181818,36.2300909090909,12,11,35,13.2285714285714,0.140688337456195,24.3578387953942,23.9632352941176,0.0563390533432607,55,0.359299812994537,0.00620010563172725,1,""
"20170201","MW1145-22","C7",5,"Boscalid",3,"uM","ON_20170201_MW1145-22_05_00(000).h5",0.277793778699431,0.18,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","C7",7,"Boscalid",3,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.698457233972462,1.764,0.0598113633247153,62.992,0.6174,43.687,5,5,6,7.5,0.153888888888889,2.41502683363148,153.63,0.0450822293970409,13.5,0.0587616021942927,0.00046697281214883,1,""
"20170201","MW1145-22","C7",9,"Boscalid",3,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.494950374861272,1.65818181818182,0.0295619913251069,81.1076,0.3628,35.711,11,10,26,9.92307692307692,0.201752518315018,14.7530989636253,30.492,0.0984636942623634,27.9230769230769,0.26881110356418,0.00274231894228051,1,""
"20170201","MW1145-22","C8",12,"Boscalid",10,"uM","ON_20170201_MW1145-22_12_00(000).h5",0.707143737143952,2.1,0.0457842635210252,69.0588571428571,0.446285714285714,38.4957857142857,14,14,50,13.14,0.135101695526695,25.6487359394142,17.8234693877551,0.0342452720640367,46.06,0.270754315418054,0.00457898238741053,1,""
"20170201","MW1145-22","C8",5,"Boscalid",10,"uM","ON_20170201_MW1145-22_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20170201","MW1145-22","C8",7,"Boscalid",10,"uM","ON_20170201_MW1145-22_07_00(000).h5",0.603899946967918,1.095,0.0442332273551228,64.39125,0.85125,59.1085,4,4,8,7.25,0.198385416666667,5.46637744034707,111.707142857143,0.0378996151480859,15.75,0.126995450641513,0.0001967859515652,1,""
"20170201","MW1145-22","C8",9,"Boscalid",10,"uM","ON_20170201_MW1145-22_09_00(000).h5",0.343704314733597,1.04666666666667,0.0507056833699546,80.40425,0.70175,59.370125,9,8,19,10.5789473684211,0.181891186299081,17.5755584756899,40.8138888888889,0.0471441603228264,28.1578947368421,0.226345809917815,0.00192562026973173,1,""
"20170201","MW1145-22","D1",12,"Glycerol",20,"uM","ON_20170201_MW1145-22_12_00(000).h5",1.65861317516306,5.2275,0.0172106937459932,87.63475,0.2611875,11.914,16,16,84,14.8333333333333,0.155392712446284,34.9355216881594,10.5512048192771,0.049714979357423,99.3333333333333,0.486247666314331,0.0182859381611464,1,""
