date,Plate.SN,DIV,well,trt,dose,units,file.name,Mutual Information
20140730,MW1007-104,12,D3,Bisindolymaleimide 1,0.1,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0172531590115519
20140730,MW1007-104,12,D4,Bisindolymaleimide 1,0.3,uM,ON_20140730_MW1007-104_12_00_001.h5,0.00942672002132105
20140730,MW1007-104,12,D5,Bisindolymaleimide 1,1,uM,ON_20140730_MW1007-104_12_00_001.h5,0.00711458751394477
20140730,MW1007-104,12,D6,Bisindolymaleimide 1,3,uM,ON_20140730_MW1007-104_12_00_001.h5,0.00533062661842547
20140730,MW1007-104,12,D7,Bisindolymaleimide 1,10,uM,ON_20140730_MW1007-104_12_00_001.h5,0
20140730,MW1007-104,12,D8,Bisindolymaleimide 1,0,uM,ON_20140730_MW1007-104_12_00_001.h5,0.00807504594245101
20140730,MW1007-104,12,E1,Glyphosate,0,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0193100764763993
20140730,MW1007-104,12,E2,Glyphosate,0.1,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0245373002272918
20140730,MW1007-104,12,E3,Glyphosate,0.3,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0244997663706506
20140730,MW1007-104,12,E4,Glyphosate,1,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0229445724446831
20140730,MW1007-104,12,E5,Glyphosate,3,uM,ON_20140730_MW1007-104_12_00_001.h5,0.00663511862713731
20140730,MW1007-104,12,E6,Glyphosate,10,uM,ON_20140730_MW1007-104_12_00_001.h5,0.00829142873225289
20140730,MW1007-104,12,E7,Glyphosate,30,uM,ON_20140730_MW1007-104_12_00_001.h5,0
20140730,MW1007-104,12,E8,Glyphosate,100,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0215376662549875
20140730,MW1007-104,12,F1,Sodium Orthovanadate,0,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0204937980238337
20140730,MW1007-104,12,F2,Sodium Orthovanadate,0.01,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0239101515958559
20140730,MW1007-104,12,F3,Sodium Orthovanadate,0.03,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0284644400836012
20140730,MW1007-104,12,F4,Sodium Orthovanadate,0.1,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0317012485627032
20140730,MW1007-104,12,F5,Sodium Orthovanadate,0.3,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0312059853262379
20140730,MW1007-104,12,F6,Sodium Orthovanadate,1,uM,ON_20140730_MW1007-104_12_00_001.h5,0.0241811626436688
20140730,MW1007-104,12,F7,Sodium Orthovanadate,3,uM,ON_20140730_MW1007-104_12_00_001.h5,0
20140730,MW1007-104,12,F8,Sodium Orthovanadate,10,uM,ON_20140730_MW1007-104_12_00_001.h5,0.01146051743827
