"date","Plate.SN","well","treatment","dose","units","wllq_by_well","wllq_notes_by_well","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20210915","MW75-9217","A2","DMSO","0","uM","1","",14.789176,9.234375,0.350693,359.433896,15.402042,243.606427,85,35,64.5,64,2.307178,49.754031,380.244531,0.476433,686.371212,1.460504,0.051269
"20210915","MW75-9218","A2","DMSO","0","uM","1","",16.762942,12.751209,0.648682,393.833158,28.912858,376.704858,103.5,59.5,91,91.333333,3.27552,43.039751,1008.635795,0.371911,778.180952,1.812462,0.074549
"20210915","MW75-9219","A2","DMSO","0","uM","1","",14.480408,22.892212,0.652777,435.723866,18.162223,194.155777,97.5,58,87.5,95.625,2.935011,40.260374,1411.894186,0.403463,759.894481,1.36757,0.047497
"20210915","MW75-9220","A2","DMSO","0","uM","1","",12.528377,9.79275,0.275294,347.028625,20.270469,373.732781,86.5,72,83.5,92.944444,2.393838,27.308985,1239.433446,0.631141,644.320175,1.535625,0.0701
"20210915","MW75-9301","A2","DMSO","0","uM","1","",10.128794,7.406875,0.312072,269.417937,10.526969,216.218187,76,28.5,89,88.166667,2.621583,54.898596,785.240116,0.605912,671.068182,1.597499,0.056853
"20210915","MW75-9302","A2","DMSO","0","uM","1","",14.59031,15.769821,0.55354,567.293406,53.048031,192.476375,102,74.5,99,96,2.603464,54.048468,1018.476923,0.328521,762.296429,1.906315,0.079169
"20210929","MW75-9306","A2","DMSO","0","uM","1","Hot water shut off in building; ",14.161977,17.263125,0.235956,521.398031,5.522312,536.552281,116,98.5,194,124.201923,3.002472,78.186445,906.072156,0.870385,909.051768,2.641551,0.135333
"20210929","MW75-9307","A2","DMSO","0","uM","1","Hot water shut off in building; ",17.44025,23.702143,0.20889,600.444448,4.860948,290.844042,131,111,311,122.22243,3.009447,82.282211,526.170052,1.513313,801.73583,2.98124,0.162578
"20210929","MW75-9308","A2","DMSO","0","uM","1","Hot water shut off in building; ",23.862809,26.749375,0.349252,540.724469,11.295406,245.201625,133.5,121,287,130.180726,3.096839,58.028041,544.536139,1.776206,782.728223,2.435329,0.161756
"20210929","MW75-9309","A2","DMSO","0","uM","1","Hot water shut off in building; ",20.96374,24.654375,0.247309,578.623524,6.716538,277.57017,136,118.5,221,128.864341,4.331911,63.728991,537.910641,1.701205,929.257353,2.702413,0.178744
"20210929","MW75-9310","A2","DMSO","0","uM","1","Hot water shut off in building; ",23.429345,34.2875,0.346303,603.873344,6.522937,158.220344,133.5,108.5,363.5,126.047701,2.536123,69.162647,631.65078,1.353211,803.458765,2.854314,0.206996
"20210929","MW75-9311","A2","DMSO","0","uM","1","Hot water shut off in building; ",19.423756,24.908125,0.272867,550.435996,5.033326,291.83667,126,113.5,429,117.841276,2.468794,74.375242,547.82771,1.39696,610.252926,2.756763,0.176764
"20211110","MW78-6208","A2","DMSO","0","uM","1","Hot water shut off in building; ",0.449167,1.0125,0.049452,74.803,0.459,128.9145,6,4.5,15,15,0.15361,29.279279,142.841667,0.032887,39,0.284005,0
"20211110","MW78-6209","A2","DMSO","0","uM","1","Hot water shut off in building; ",6.301816,1.155,0.197496,131.4945,11.448,2.4375,30.5,1.5,3,22.5,0.795,1.31306,720.225,0.135234,215.25,0.13853,0.000687
"20211110","MW78-6210","A2","DMSO","0","uM","1","Hot water shut off in building; ",2.82785,1.644545,0.044833,55.02585,0.5988,86.21835,23.5,15,18,19.5,0.250064,13.740804,105.531818,0.022975,113.625,0.182145,0.003366
"20211110","MW78-6211","A2","DMSO","0","uM","1","Hot water shut off in building; ",4.112147,4.782692,0.272725,129.83735,2.08265,254.11435,24.5,17.5,12,23.25,0.338505,6.545837,170.55,0.142384,128.4375,0.247835,0.001787
"20211110","MW78-6212","A2","DMSO","0","uM","1","Hot water shut off in building; ",5.767652,11.147143,0.602763,197.371038,4.511442,173.592096,44,26.5,22.5,21.5,0.284853,10.334799,86.860714,0.04659,145.7,0.153654,0.004222
"20211110","MW78-6213","A2","DMSO","0","uM","1","Hot water shut off in building; ",5.957633,6.432,0.35285,171.35075,7.0895,71.323,32.5,11.5,9,24,0.451071,3.491649,201.15,0.192597,167.25,0.064741,0.001199
"20211124","MW78-6214","A2","DMSO","0","uM","1","Hot water shut off in building; ",6.01719,8.808,0.247149,235.8586,4.5161,111.715867,56.5,30,98,50.5,1.306055,36.313373,482.745982,0.252507,307.131579,0.913051,0.023166
"20211124","MW78-6215","A2","DMSO","0","uM","1","Hot water shut off in building; ",6.547928,9.263839,0.60891,261.579906,4.034594,131.399844,70.5,28.5,80,88.57971,2.021368,39.597803,1548.466667,0.594357,555.036232,0.6847,0.023869
"20211124","MW78-6216","A2","DMSO","0","uM","1","Hot water shut off in building; ",7.240801,9.858667,0.207254,274.45965,2.67735,73.31455,51,27.5,60.5,54.076389,1.078273,48.638809,334.486538,0.332682,352.125,1.234883,0.022852
"20211124","MW78-6217","A2","DMSO","0","uM","1","Hot water shut off in building; ",12.860205,17.5065,0.420735,401.5611,24.5506,76.4578,67,37,71,58.056818,2.678145,19.804733,1335.601744,0.212912,262.920455,0.81458,0.033523
"20211124","MW78-6218","A2","DMSO","0","uM","1","Hot water shut off in building; ",10.358106,9.935357,0.356124,393.082808,62.177185,251.843492,73,59,89.5,85.003216,1.763594,41.598274,541.734544,0.280587,544.59883,1.019747,0.027974
"20211124","MW78-6219","A2","DMSO","0","uM","1","Hot water shut off in building; ",15.684393,17.272083,0.449454,346.544656,23.0805,117.535438,84.5,52,62,91.9375,3.637195,19.028003,579.099731,1.321027,729.796875,0.903991,0.042315
"20211208","MW78-6303","A2","DMSO","0","uM","1","Hot water shut off in building; ",12.428195,19.222738,0.51052,226.96075,16.598625,86.28855,53.5,27,24.5,49.884615,0.703719,6.844533,1145.09375,0.244964,282.865385,0.11992,0.004331
"20211208","MW78-6304","A2","DMSO","0","uM","1","Hot water shut off in building; ",17.216948,40.230667,0.572587,354.3221,5.917,56.0958,56.5,39,308.5,38.151382,0.572222,17.513814,414.368561,0.201456,104.549623,0.271522,0.013093
"20211208","MW78-6305","A2","DMSO","0","uM","1","Hot water shut off in building; ",5.642373,12.122357,0.241569,316.819,2.7165,130.948625,51,32.5,97.5,43.399074,0.621218,40.722681,138.289777,0.160508,170.489815,0.456194,0.007225
"20211208","MW78-6306","A2","DMSO","0","uM","1","Hot water shut off in building; ",16.74647,31.799712,0.450361,300.278675,5.855387,107.19995,79,54,97.5,18.276923,0.47693,13.880657,19.414453,0.218709,111.692308,0.345267,0.020231
"20211208","MW78-6307","A2","DMSO","0","uM","1","Hot water shut off in building; ",17.199306,27.343322,0.334982,368.006511,16.113556,109.599778,78.5,57,149.5,60.732509,1.062365,15.194988,284.748099,0.333463,241.159432,0.355617,0.009815
"20211208","MW78-6308","A2","DMSO","0","uM","1","Hot water shut off in building; ",18.94313,33.146299,0.516825,363.935471,27.762897,76.222041,80.5,53,71,32.829545,0.702879,8.976489,374.643605,0.326303,138.909091,0.238369,0.013715
"20220119","MW78-6312","A2","DMSO","0","uM","1","",10.79576,10.515,0.402778,286.129406,6.837437,218.409781,84,48,80,87.758242,3.023228,25.185885,1442.758553,1.764762,549.879121,1.362459,0.054183
"20220119","MW78-6313","A2","DMSO","0","uM","1","",16.27708,17.80125,0.378235,367.996471,8.240832,250.404692,86.5,64.5,85,83.727941,2.303596,23.133904,1106.395455,1.169666,501.122549,1.260697,0.045436
"20220119","MW78-6314","A2","DMSO","0","uM","1","",6.767008,5.090625,0.144892,258.64876,4.142708,200.586448,69.5,39,63,90.354839,1.908493,37.246814,404.6275,0.558286,549.564516,1.142282,0.040484
"20220119","MW78-6315","A2","DMSO","0","uM","1","",9.576852,8.869,0.302191,401.699625,7.9445,288.960656,84,63.5,47.5,88.956349,2.540587,25.13145,1107.089423,1.697327,691.349206,1.40365,0.056211
"20220119","MW78-6316","A2","DMSO","0","uM","1","",10.926443,8.606875,0.275978,290.168415,6.900577,351.399378,90.5,53.5,60.5,93.477778,3.032024,35.51225,857.386897,1.573318,723.830556,1.518413,0.054559
"20220119","MW78-6317","A2","DMSO","0","uM","1","",8.7448,14.11444,0.295484,396.455038,5.883375,242.44775,69,49,67,79.367273,1.360263,35.011702,238.215625,0.583054,470.894545,1.121709,0.031505
"20220223","MW78-7106","A2","DMSO","0","uM","1","",10.618023,6.585455,0.328156,251.534011,30.236443,142.601364,45,26.5,28,53.058824,1.481232,14.14934,73.289062,0.325597,315.735294,0.650903,0.034871
"20220223","MW78-7107","A2","DMSO","0","uM","1","",13.178683,11.651212,0.617744,261.790312,19.509656,186.027625,69.5,47,17.5,64,2.646591,10.440884,126.408333,0.20407,429.4,0.57202,0.018591
"20220223","MW78-7108","A2","DMSO","0","uM","1","",22.400529,17.783409,0.902712,456.757125,40.408313,157.6165,88.5,59.5,48,64,1.926511,27.088059,512.233654,0.181142,429.666667,0.70501,0.027221
"20220223","MW78-7109","A2","DMSO","0","uM","1","",14.779628,12.601875,0.499159,293.451456,9.817554,170.9735,93,49,47,90,3.125026,24.265053,688.95,0.374208,547.92,0.78301,0.024321
"20220223","MW78-7110","A2","DMSO","0","uM","1","",9.671186,5.724375,0.708601,178.796938,9.012969,267.972312,57,36,32,60.25,1.399576,21.780048,969.122059,0.292819,370.416667,0.653874,0.01966
"20220223","MW78-7111","A2","DMSO","0","uM","1","",10.025947,8.46625,1.094389,214.483396,8.012979,329.903031,65,38,41,61.5,1.620389,30.756178,1301.31413,0.249006,444.625,0.819348,0.019584
"20220316","MW78-7112","A2","DMSO","0","uM","1","",15.481806,13.844375,0.257315,405.878406,6.484338,159.400494,106.5,74,134,96,2.445683,44.027501,424.179448,0.573489,669.546849,2.114382,0.095086
"20220316","MW78-7113","A2","DMSO","0","uM","1","",15.506185,14.530308,0.373284,477.797397,5.629679,310.123333,94.5,85.5,148.5,91.525,2.406802,80.458376,344.552297,0.505233,899.981818,2.04533,0.09168
"20220316","MW78-7114","A2","DMSO","0","uM","1","",18.14638,15.28125,0.239631,372.808406,19.476006,206.720737,118.5,84,135.5,117,3.806984,43.856003,412.410702,0.550524,814.48913,1.649664,0.095326
"20220316","MW78-7115","A2","DMSO","0","uM","1","",16.408692,25.2165,0.444362,523.926987,7.326108,289.301038,106.5,99,130,94.832323,2.647819,45.151121,317.307031,0.703952,596.027273,1.626672,0.064844
"20220316","MW78-7116","A2","DMSO","0","mg/ml","1","",12.223392,11.102,0.410774,388.4203,5.530669,429.889194,116.5,79,123.5,95.596154,3.100117,65.156663,696.732353,0.343304,990.349359,1.829936,0.078308
"20220316","MW78-7117","A2","DMSO","0","mg/ml","1","",14.134854,15.601663,0.44128,480.158071,11.59421,310.570897,126.5,88,136,127.393829,3.624595,47.768043,923.709073,0.463037,550.6098,1.574395,0.061887
"20220330","MW78-7118","A2","DMSO","0","mg/ml","1","",16.153566,6.904327,0.422527,242.419344,26.886188,267.611344,92.5,53,36,88,3.46463,18.957168,1037.44375,0.847796,726.961538,0.899527,0.039969
"20220330","MW78-7119","A2","DMSO","0","mg/ml","1","",14.115979,11.693963,1.056487,288.218847,13.367681,296.945017,107.5,57,41,109,4.521899,14.711745,1218.705,0.141529,513.892857,0.724282,0.038105
"20220330","MW78-7120","A2","DMSO","0","mg/ml","1","",9.818509,8.386125,0.487224,269.210362,8.806473,207.764665,84,45.5,46,84,3.17009,18.969758,526.1325,0.508638,533.428571,0.996879,0.040917
"20220413","MW78-7202","A2","DMSO","0","mg/ml","1","",13.687395,10.923571,0.652393,419.810031,72.384219,83.208531,78.5,36,33.5,59,1.179511,13.49234,1798.6375,0.120201,290.052632,0.405436,0.012562
"20220413","MW78-7203","A2","DMSO","0","mg/ml","1","",10.633042,13.098,0.607707,229.381067,18.629767,204.452567,58,34,24,59.166667,1.212633,17.195337,872.7725,0.208454,350.045455,0.508268,0.009109
"20220413","MW78-7204","A2","DMSO","0","mg/ml","1","",14.984494,20.318,0.772977,316.2815,19.2971,350.911183,92.5,50,62,61.868421,1.909099,20.424563,796.369595,0.116484,441.131579,0.569355,0.024361
"20220413","MW78-7205","A2","DMSO","0","mg/ml","1","",13.792132,10.519792,0.54602,241.115219,8.252281,165.423938,74.5,42,39.5,61.5,1.875195,21.625455,929.085227,0.397999,492.619565,0.526385,0.017922
"20220413","MW78-7206","A2","DMSO","0","mg/ml","1","",14.307589,9.1,1.083007,263.80875,12.394406,451.819469,75,33.5,54,53.262821,1.222349,16.036658,255.878,0.242878,180.551282,0.500286,0.013796
"20220413","MW78-7207","A2","DMSO","0","mg/ml","1","",7.111957,9.8025,0.717155,248.084,7.020125,88.562125,56,25,42.5,48.73,1.516024,40.645934,1624.94375,0.24886,335.67,0.72129,0.015623
"20220601","MW78-7214","A2","DMSO","0","uM","1","",5.254247,6.678462,0.488596,135.250393,4.411143,75.948607,62.5,20.5,12,54,0.702625,8.132631,1015.075,0.367507,387.666667,0.137959,0.002534
"20220601","MW78-7215","A2","DMSO","0","uM","1","",16.202312,23.551818,0.545594,255.233064,25.226243,100.759379,64.5,36.5,12.5,30,0.645764,4.262133,404.875,0.448329,267.5,0.182665,0.006997
"20220601","MW78-7216","A2","DMSO","0","uM","1","",10.991018,20.052571,0.53751,247.192083,6.412417,122.418167,84,44.5,19,41,0.929085,6.501907,371.068333,0.77005,300.25,0.160725,0.00539
"20220601","MW78-7217","A2","DMSO","0","uM","1","",10.192585,12.298625,0.488875,263.540133,7.556083,197.321733,94,53.5,38,78.5,4.21325,17.929012,608.270833,0.508947,640.04386,0.743638,0.026267
"20220601","MW78-7218","A2","DMSO","0","uM","1","",14.982146,11.33725,0.806526,325.042581,23.276048,428.198838,90,48.5,31,62.071429,2.891488,11.419891,606.600641,0.595068,450.321429,0.936694,0.03369
"20220601","MW78-7219","A2","DMSO","0","uM","1","",24.198028,7.892485,0.846995,205.9137,14.202617,452.791917,63,31,24,57.181818,1.967113,23.774164,752.2425,0.301578,470.954545,0.652495,0.015108
"20220615","MW78-7220","A2","DMSO","0","uM","1","",15.904838,23.669,0.55894,524.638737,9.410575,256.410506,116,90.5,103,114.741071,4.254435,41.17192,459.550707,0.444483,652.684524,1.934931,0.0878
"20220615","MW78-7301","A2","DMSO","0","uM","1","",12.032467,9.835682,0.413639,509.977927,18.512115,332.448573,121,88,80,123.307692,4.188852,41.748477,1456.416667,1.006588,778.015038,2.083913,0.078188
"20220615","MW78-7302","A2","DMSO","0","uM","1","",14.890799,16.389011,0.471811,505.337583,8.439613,269.682696,123,95.5,150,119.169872,3.488193,47.182242,831.221847,1.107962,554.521154,2.281405,0.105668
"20220615","MW78-7303","A2","DMSO","0","uM","1","",10.653446,9.042,0.159753,443.09025,7.358317,239.70615,114.5,76,108.5,116.305556,3.273786,48.331003,1223.845833,0.65138,645.303571,2.235267,0.076152
"20220615","MW78-7304","A2","DMSO","0","uM","1","",15.056322,13.663413,0.307707,521.549335,12.713494,498.771975,126,116.5,108.5,116.583333,4.319415,36.672474,781.184951,1.525489,583.338235,2.119748,0.091017
"20220615","MW78-7305","A2","DMSO","0","uM","1","",13.803542,15.1785,0.425525,518.463367,9.9025,320.555725,122,90,106,124.916667,5.217429,37.01479,462.957772,0.774303,657.729167,2.020817,0.080947
"20210915","MW75-9217","B2","DMSO","0","uM","1","",6.419068,7.20675,0.341627,273.341313,4.144969,283.694219,86.5,36,98,93.567797,2.268113,46.847284,673.984483,0.152694,677.813559,1.636802,0.04777
"20210915","MW75-9218","B2","DMSO","0","uM","1","",15.560174,19.55325,0.780662,440.561269,13.201581,189.329694,114,56.5,143.5,93.640244,3.601063,41.869025,893.420602,0.448344,799.72561,1.347716,0.050808
"20210915","MW75-9219","B2","DMSO","0","uM","1","",13.478667,12.13226,0.323698,348.274938,5.474604,235.406406,97.5,48.5,104,95.290909,2.943993,50.48934,1094.913889,0.41584,792.542857,1.709202,0.050406
"20210915","MW75-9220","B2","DMSO","0","uM","1","",17.192026,24.640089,0.661427,442.405406,10.421254,355.250015,111.5,81.5,219.5,87.399606,3.1514,34.382817,1546.539881,1.266193,595.26378,1.560233,0.066912
"20210915","MW75-9301","B2","DMSO","0","uM","1","",12.323358,17.161875,0.412077,372.578365,8.218438,238.438365,83,70,147.5,85.629747,1.548746,48.526979,1105.680021,0.400937,572.427215,1.191997,0.042995
"20210915","MW75-9302","B2","DMSO","0","uM","1","",10.072292,9.014856,0.221998,224.182031,4.303812,218.700594,97.5,33,122,95.630435,3.497274,48.064493,1034.697426,0.470508,865.833333,1.571806,0.059605
"20210929","MW75-9306","B2","DMSO","0","uM","1","Hot water shut off in building; ",15.450799,22.747644,0.2742,586.488938,5.35075,218.950688,128.5,106,247.5,130.688651,2.914374,70.173902,622.515684,1.087047,734.014604,2.549401,0.130467
"20210929","MW75-9307","B2","DMSO","0","uM","1","Hot water shut off in building; ",15.046564,19.609821,0.298655,611.199677,8.350115,386.816375,131,111,160.5,127.155182,3.902725,62.479312,640.529924,0.999193,973.940196,2.588565,0.117177
"20210929","MW75-9308","B2","DMSO","0","uM","1","Hot water shut off in building; ",14.514293,17.89976,0.317715,563.860219,6.827813,311.246813,128.5,108.5,254,128.339169,3.266326,93.956041,669.275142,1.193245,993.541317,2.748185,0.125774
"20210929","MW75-9309","B2","DMSO","0","uM","1","Hot water shut off in building; ",20.546162,26.026875,0.250576,599.076951,7.147897,280.317147,136,131,246.5,120.028666,3.896872,62.566214,449.661685,1.89424,798.179018,2.593835,0.165966
"20210929","MW75-9310","B2","DMSO","0","uM","1","Hot water shut off in building; ",20.891973,17.525625,0.261044,590.973996,21.72761,325.230104,136,119,165,130.03529,4.353288,45.83163,557.246111,1.836311,869.933827,2.518968,0.131245
"20210929","MW75-9311","B2","DMSO","0","uM","1","Hot water shut off in building; ",17.374688,20.415,0.282846,564.946281,6.538563,272.88225,136,116,239,128.332845,3.734428,67.448344,517.195502,1.809106,779.194963,2.626931,0.132158
"20211110","MW78-6208","B2","DMSO","0","uM","1","Hot water shut off in building; ",2.303501,2.259,0.170339,31.956,1.461375,35.680875,15,6,7.5,21.6,0.352089,3.852207,245.55,0.089366,107.7,0.11049,0.000496
"20211110","MW78-6209","B2","DMSO","0","uM","1","Hot water shut off in building; ",3.791064,4.264038,0.28085,129.8185,21.60425,143.20675,29.5,11.5,7.5,24,0.586571,4.033361,261.84375,0.082753,177,0.121825,0.001854
"20211110","MW78-6210","B2","DMSO","0","uM","1","Hot water shut off in building; ",5.931436,8.586429,0.1785,85.36875,3.1605,6.779625,20.5,6,3,21,0.468109,1.858757,492.15,0.003853,162,0.038433,0.000288
"20211110","MW78-6211","B2","DMSO","0","uM","1","Hot water shut off in building; ",4.76021,5.799286,0.473338,94.83275,3.124375,79.75075,39.5,8,6,23.25,0.69572,4.548439,159.175,0.165446,190.5,0.106226,0.002604
"20211110","MW78-6212","B2","DMSO","0","uM","1","Hot water shut off in building; ",6.2655,2.4525,0.099784,39.649313,0.986438,52.552688,39,12,6,24,0.875004,4.679391,388.175,0.071353,209.625,0.0865,0.002479
"20211110","MW78-6213","B2","DMSO","0","uM","1","Hot water shut off in building; ",4.942013,3.433125,0.488175,61.614667,3.921,190.025167,48.5,16,9,24,0.91627,5.499271,220.68,0.296506,232.5,0.133087,0.003518
"20211124","MW78-6214","B2","DMSO","0","uM","1","Hot water shut off in building; ",6.703866,6.302182,0.156239,267.722464,4.963821,219.538071,52,46,94,54.391304,1.14145,35.741153,228.397222,0.254457,316.869565,0.841247,0.020283
"20211124","MW78-6215","B2","DMSO","0","uM","1","Hot water shut off in building; ",6.063779,14.537644,0.385004,354.8606,3.9637,191.702967,68.5,38,125,71.621469,1.457292,59.535498,598.399843,0.480212,383.822034,0.819749,0.017138
"20211124","MW78-6216","B2","DMSO","0","uM","1","Hot water shut off in building; ",4.341403,7.886932,0.145964,261.681531,2.816,194.271875,55.5,49,80,57.74026,0.842405,55.547397,211.686029,0.227262,337.736364,0.843997,0.018987
"20211124","MW78-6217","B2","DMSO","0","uM","1","Hot water shut off in building; ",10.691022,17.628,0.308565,331.022022,17.472482,218.371058,84,58,136.5,85.787179,2.112379,44.38687,514.423828,0.3085,547.647436,0.869811,0.029736
"20211124","MW78-6218","B2","DMSO","0","uM","1","Hot water shut off in building; ",13.85061,20.634375,0.282304,326.787696,4.929826,135.096397,106,77,180.5,85.823621,2.862263,40.13737,298.113636,1.24487,468.745338,1.02386,0.043765
"20211124","MW78-6219","B2","DMSO","0","uM","1","Hot water shut off in building; ",25.455381,24.576875,0.379203,411.075438,39.050812,138.573313,95.5,72,162.5,84.035764,2.392562,21.745576,286.519516,1.019608,412.460963,0.842332,0.053594
"20211208","MW78-6303","B2","DMSO","0","uM","1","Hot water shut off in building; ",9.447231,24.301055,0.451601,245.305267,4.155683,193.988883,47,24.5,34.5,45,0.649492,8.715564,462.575,0.262964,192.692308,0.163871,0.003137
"20211208","MW78-6304","B2","DMSO","0","uM","1","Hot water shut off in building; ",11.406026,14.07,0.271158,188.310375,8.166375,145.627375,51.5,28,106.5,41.61612,0.615305,11.145675,422.21875,0.332896,143.870219,0.272013,0.006474
"20211208","MW78-6305","B2","DMSO","0","uM","1","Hot water shut off in building; ",4.613832,8.332286,0.356971,123.024464,2.348929,117.146286,40,26,34,56.357143,0.641565,18.072761,64.395,0.102731,274.142857,0.246796,0.007235
"20211208","MW78-6306","B2","DMSO","0","uM","1","Hot water shut off in building; ",11.047326,24.633125,0.446631,274.356625,5.353156,145.41275,66,40.5,56,55.647059,0.936139,14.484968,517.740909,0.336084,315.25,0.31022,0.010426
"20211208","MW78-6307","B2","DMSO","0","uM","1","Hot water shut off in building; ",7.7026,25.124286,0.421973,242.599731,3.435974,64.61941,42,27,37,55.625,0.627375,20.474814,621.62598,0.098045,241,0.353683,0.006021
"20211208","MW78-6308","B2","DMSO","0","uM","1","Hot water shut off in building; ",10.313668,8.791607,0.47486,181.926513,10.321872,278.691244,49,29,35.5,52.977941,0.676866,12.594281,539.990625,0.18259,361.352941,0.344262,0.006626
"20220119","MW78-6312","B2","DMSO","0","uM","1","",8.990906,9.518625,0.360967,420.260781,9.49401,244.092875,81.5,43,59,88.008571,2.576186,36.833509,1166.027083,2.020929,852.665714,1.377653,0.046457
"20220119","MW78-6313","B2","DMSO","0","uM","1","",7.89794,9.721875,0.246409,363.627793,5.25195,324.475095,87,62.5,87.5,89.986842,2.127604,48.535305,531.067314,0.867652,621.516082,1.461799,0.046904
"20220119","MW78-6314","B2","DMSO","0","uM","1","",9.338212,12.849,0.354596,426.284323,9.384969,266.791854,84,70,127,79.306667,1.613577,40.510381,431.860136,0.763209,444.2525,1.649991,0.058378
"20220119","MW78-6315","B2","DMSO","0","uM","1","",8.840156,8.715,0.357289,338.088344,6.514719,242.122156,90.5,66,83,90.975,1.823052,46.579866,626.991379,0.752151,749.633333,1.787981,0.067914
"20220119","MW78-6316","B2","DMSO","0","uM","1","",6.956778,5.254821,0.284143,306.533135,7.167882,315.300306,94.5,50.5,73,91.021505,2.661143,37.776068,1265.4275,0.770839,617.96595,1.42373,0.04251
"20220119","MW78-6317","B2","DMSO","0","uM","1","",13.893799,11.689615,0.320048,378.929969,8.640031,272.472562,95,72,93.5,78.992857,1.711243,34.128018,594.677093,0.6908,518.728571,1.115361,0.043583
"20220223","MW78-7106","B2","DMSO","0","uM","1","",6.895481,6.906305,0.399104,287.050813,7.444156,245.100667,70.5,35.5,29,62.3125,1.880417,22.89038,1748.485,0.63255,560.84375,0.929821,0.023955
"20220223","MW78-7107","B2","DMSO","0","uM","1","",16.193331,12.695429,0.613203,267.495286,27.53975,189.019929,66,30,34,71,2.3336,19.116955,1074.126471,0.551707,580.083333,0.76317,0.021323
"20220223","MW78-7108","B2","DMSO","0","uM","1","",9.906758,10.824625,0.399282,313.186031,7.782226,240.554125,86.5,52.5,71.5,88.908333,2.680513,28.626113,1433.064286,0.409218,696.783333,0.9901,0.038997
"20220223","MW78-7109","B2","DMSO","0","uM","1","",9.612095,19.746375,0.444227,326.187465,5.728076,173.824493,84,54.5,70,87.708333,2.456325,18.043619,1098.713571,0.566455,495.833333,0.815083,0.022227
"20220223","MW78-7110","B2","DMSO","0","uM","1","",10.687139,11.901375,0.567709,314.287906,9.599469,129.754375,84,40.5,52,92.4,2.580383,15.368655,1172.496591,0.804127,483.35942,0.855062,0.033278
"20220223","MW78-7111","B2","DMSO","0","uM","1","",9.683095,8.369625,0.42775,247.586229,18.422573,308.047927,84,43,39,84,2.424868,20.396582,647,0.297109,597.791667,0.770784,0.020865
"20220316","MW78-7112","B2","DMSO","0","uM","1","",6.870922,11.281875,0.141806,489.162022,3.188094,327.54629,96.5,80,157.5,89.97861,1.484438,105.295105,356.925371,0.297739,566.36631,2.000324,0.061108
"20220316","MW78-7113","B2","DMSO","0","uM","1","",12.307276,19.031846,0.332686,503.804812,6.615233,349.796311,122.5,108.5,145.5,116.961698,3.483273,70.424278,701.199657,0.903993,863.402519,1.606153,0.068442
"20220316","MW78-7114","B2","DMSO","0","uM","1","",10.447109,16.528929,0.497839,601.628031,7.434125,351.826906,104.5,70.5,179,92.857983,2.259359,61.495679,409.535714,0.417621,630.762465,1.901273,0.062965
"20220316","MW78-7115","B2","DMSO","0","uM","1","",7.142948,11.667857,0.786155,400.71075,6.268214,345.339321,77,60.5,122,75.3875,1.073288,72.356439,529.158865,0.219883,329.4625,1.090264,0.019568
"20220316","MW78-7116","B2","DMSO","0","uM","1","",19.837667,30.30375,0.508766,440.913156,7.664009,252.417796,126,106.5,141,110.981061,3.806495,39.376853,1295.671461,1.748665,672.966288,1.293743,0.072505
"20220316","MW78-7117","B2","DMSO","0","mg/ml","1","",17.805814,25.133304,0.479371,454.597909,7.693213,248.243256,131,88.5,136,121.858254,3.879902,36.648759,1057.702091,1.08752,765.57271,1.392128,0.074401
"20220330","MW78-7118","B2","DMSO","0","mg/ml","1","",16.788241,11.547589,0.400395,316.473796,14.748175,191.487504,94.5,64,53,93.724138,4.480722,16.636654,846.50625,0.602309,597.683908,0.916998,0.041629
"20220330","MW78-7119","B2","DMSO","0","mg/ml","1","",11.160202,8.511125,0.486383,243.638457,9.756843,240.039757,92.5,50,32.5,92.678571,3.955241,13.469594,1382.156731,0.969041,724.785714,0.978055,0.03317
"20220330","MW78-7120","B2","DMSO","0","mg/ml","1","",9.374831,7.157143,0.32677,295.250716,19.060141,253.941039,82.5,51,57.5,86.129032,3.98942,21.749663,1907.86,0.604425,677.043011,1.028299,0.034366
"20220413","MW78-7202","B2","DMSO","0","mg/ml","1","",5.263425,4.22875,0.216365,164.958438,2.63725,120.097406,80,26.5,26.5,60.329545,1.423457,19.944797,726.844167,0.477162,428.431818,0.617982,0.010245
"20220413","MW78-7203","B2","DMSO","0","mg/ml","1","",9.001269,7.531394,0.404704,184.691687,3.834812,381.693635,71,42.5,19.5,64,1.681752,14.481376,1082.214286,0.19304,543.479167,0.37251,0.007115
"20220413","MW78-7204","B2","DMSO","0","mg/ml","1","",8.076713,11.47125,0.486353,224.083518,7.704129,213.288737,84,45.5,56.5,54.846774,2.089314,13.591991,463.976667,1.146071,331.532258,0.597872,0.016706
"20220413","MW78-7205","B2","DMSO","0","mg/ml","1","",10.295515,11.878636,0.410536,239.563375,6.761705,224.254929,83.5,55.5,45,62.5,2.050617,18.274577,676.8625,0.380464,546.94,0.453346,0.017165
"20220413","MW78-7206","B2","DMSO","0","mg/ml","1","",7.994845,5.630501,0.383259,229.073683,3.624275,406.343581,73,41.5,40,71.75,1.76381,17.50025,1043.546429,0.294213,420.772727,0.388712,0.009781
