"date","Plate.SN","well","treatment","dose","units","wllq_by_well","wllq_notes_by_well","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20220316","MW78-7117","E6","9163 A5","1","mg/ml","1","",20.90988,21.187511,0.465521,496.221131,24.324258,335.466258,111.5,94.5,142.5,85.274306,3.692319,32.214133,295.227688,1.353461,520.545139,1.215446,0.05017
"20220316","MW78-7115","F6","9163 A5","1","mg/ml","1","",8.835802,16.847308,0.522757,479.855103,5.163949,278.608718,80.5,63.5,126,79.439394,2.147442,62.222939,930.041468,0.36426,489.157576,1.618155,0.045258
"20220413","MW78-7202","A6","9163 A6","1","mg/ml","1","",9.226644,22.52175,0.477845,374.85374,5.153094,121.585573,56.5,41,44.5,59.767857,1.623052,18.33983,46.738889,0.184485,321.910714,0.434408,0.013741
"20220413","MW78-7203","B6","9163 A6","1","mg/ml","1","",8.681968,6.258482,0.397381,224.726552,10.139885,381.221833,77.5,37.5,38.5,59.973684,1.526511,30.709447,766.366667,0.234855,450.296053,0.527245,0.010592
"20220413","MW78-7204","C6","9163 A6","1","mg/ml","1","",5.139948,3.694364,0.224289,119.5601,3.3278,246.8196,58,25,18.5,62.833333,1.219012,16.102798,1156.828125,0.420147,455.5,0.308692,0.007082
"20220413","MW78-7204","A6","9163 A7","1","mg/ml","1","",15.344386,21.785625,0.619202,301.850094,11.925781,104.6185,95.5,53,39.5,62.304348,2.401097,8.426768,1045.904545,0.280737,346.73913,0.311476,0.013998
"20220413","MW78-7202","B6","9163 A7","1","mg/ml","1","",12.940007,16.5125,0.581218,212.436409,8.865881,196.034531,90.5,53.5,39,63.785714,1.561424,13.22174,868.7525,0.144466,468.5,0.325836,0.009237
"20220413","MW78-7203","C6","9163 A7","1","mg/ml","1","",16.161795,7.359846,0.571449,270.2822,6.5456,197.2922,69.5,29,23,60,1.81452,21.142935,1310.615909,0.269133,526.75,0.565821,0.009055
"20220413","MW78-7207","A6","9163 B1","1","mg/ml","1","",7.788041,5.749675,0.386735,283.257952,26.803571,130.799774,83,30.5,68,90.923077,2.322036,47.861808,748.010526,0.155057,653.910256,1.020317,0.026326
"20220413","MW78-7205","B6","9163 B1","1","mg/ml","1","",10.69713,13.3185,0.440263,291.417019,9.298385,186.758312,83.5,47.5,25.5,59.625,1.804431,13.953086,772.335227,0.187985,491.916667,0.463081,0.011674
"20220413","MW78-7206","C6","9163 B1","1","mg/ml","1","",11.57489,17.60829,0.727771,356.361823,16.090708,284.253885,73,51,26,69.454545,2.822943,20.655387,758.82,0.208361,472.681818,0.57074,0.008165
"20220413","MW78-7206","A6","9163 B2","1","mg/ml","1","",10.273826,13.484337,0.729599,419.373187,24.08125,148.044219,81.5,43,32.5,61.5,1.434388,16.228818,66.398684,0.062335,367.275,0.370843,0.011662
"20220413","MW78-7207","B6","9163 B2","1","mg/ml","1","",10.061776,16.795429,0.344967,307.740194,4.801137,289.867133,95.5,70.5,53.5,85.35,3.185008,21.489052,1042.964662,0.541734,540.133333,0.654764,0.016467
"20220413","MW78-7205","C6","9163 B2","1","mg/ml","1","",11.126708,12.716375,0.598083,173.975192,5.265301,242.216955,84,42.5,20,61.45,1.771167,10.668213,1136.358333,0.337621,565.65,0.297378,0.005937
"20220413","MW78-7205","D6","9163 B3","1","mg/ml","1","",1.887838,1.677429,0.142331,228.4787,1.1924,263.94,36.5,11.5,19,40.909091,1.117955,70.680787,117.3675,0.059608,294.318182,0.671184,0.000359
"20220413","MW78-7206","E6","9163 B3","1","mg/ml","1","",2.845448,3.252,0.264719,262.195333,2.029833,319.9995,50,18,28.5,53,1.088404,41.839771,1022.491346,0.145281,325.357143,0.855483,0.004477
"20220413","MW78-7207","F6","9163 B3","1","mg/ml","1","",6.422228,4.37,0.72843,159.028,4.69575,372.74075,45.5,15.5,38,39.886364,0.980971,56.811048,1124.825,0.527981,239.5,1.018453,0.016174
"20220413","MW78-7206","D6","9163 B5","1","mg/ml","1","",6.300988,9.279351,0.309412,187.1515,2.4365,129.549583,45.5,18.5,17.5,56.3,0.903806,52.44127,122.075,0.038411,322.6,0.67187,0.004839
"20220413","MW78-7207","E6","9163 B5","1","mg/ml","1","",4.904683,6.547597,0.273621,320.4025,3.6585,343.226333,70,29,33,57.166667,1.385271,52.894572,647.732813,0.126857,561.245098,0.955429,0.015425
"20220413","MW78-7205","F6","9163 B5","1","mg/ml","1","",4.496945,4.152,0.328356,187.1281,2.57,130.4363,23.5,10,37.5,26.25,0.761128,51.312477,456.266071,0.229595,121.316667,1.051481,0.008107
"20220330","MW78-7118","A6","9163 B6","1","mg/ml","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220330","MW78-7119","B6","9163 B6","1","mg/ml","1","",8.975421,10.17125,0.424241,416.558146,7.332625,314.995052,95.5,52.5,42.5,92.857143,2.975869,25.158203,979.159936,0.780023,757.119048,0.921531,0.025464
"20220330","MW78-7120","C6","9163 B6","1","mg/ml","1","",7.247093,7.856875,0.229243,230.90375,3.359365,134.928429,80,34.5,28.5,93,2.715992,24.097748,673.201667,0.164416,704.863636,0.724909,0.016071
"20220330","MW78-7119","A6","9163 B8","1","mg/ml","1","",22.953375,15.612286,0.450807,359.0807,16.0976,214.6736,79,53,46.5,63.857143,2.142332,22.388217,431.2875,0.463959,529.02381,1.005189,0.03609
"20220330","MW78-7120","B6","9163 B8","1","mg/ml","1","",11.561818,8.78625,0.392504,235.249865,5.966188,195.820219,101,51,39,95.205882,3.400138,21.355002,1466.601562,0.346239,871.127451,0.92219,0.03229
"20220330","MW78-7118","C6","9163 B8","1","mg/ml","1","",12.96115,13.843661,0.508052,280.539433,9.7856,203.908633,78,41,21.5,94,2.257073,12.755567,669.673214,0.265042,751.916667,0.890896,0.025905
"20220223","MW78-7109","D5","Acetamenophin","1","uM","1","",8.166899,8.791394,0.339377,257.674167,7.287524,300.815143,78,52,34.5,77.133333,2.888272,18.469823,1097.361667,0.725208,513.166667,0.949197,0.017405
"20220330","MW78-7118","D5","Acetamenophin","1","uM","1","",9.813513,11.511875,0.427088,325.213698,9.101042,190.083146,90.5,47.5,29.5,63.769231,1.901888,15.280656,509.16875,0.389174,475.855769,0.846534,0.025684
"20220223","MW78-7110","E5","Acetamenophin","1","uM","1","",10.955952,13.812952,0.381864,308.191017,22.518567,266.42265,78,49.5,50,73.030303,2.03877,16.270408,435.575,0.610172,375.80303,0.720724,0.024531
"20220330","MW78-7119","E5","Acetamenophin","1","uM","1","",17.179955,24.518304,0.966312,377.631424,10.587764,178.734906,97,67.5,42.5,90.386364,4.154503,16.532198,635.819643,0.563906,728.590909,0.837106,0.036769
"20220223","MW78-7111","F5","Acetamenophin","1","uM","1","",9.68548,6.913125,0.572319,267.706583,12.345865,212.52301,72.5,40,27.5,64,3.058993,14.678355,1358.641071,0.52196,453.15,0.810754,0.027586
"20220330","MW78-7120","F5","Acetamenophin","1","uM","1","",10.894923,6.908077,0.454906,263.315308,8.950798,234.558019,73,33.5,61,74,2.576858,34.015002,979.606891,0.638395,492.888889,1.061678,0.035856
"20220330","MW78-7120","D5","Bisphenol A","1","uM","1","",12.219111,11.433289,0.503441,282.622423,11.204949,124.915654,86.5,38,66.5,78.531532,2.709321,17.640981,1633.497917,0.832045,452.621622,0.718759,0.022334
"20220330","MW78-7118","E5","Bisphenol A","1","uM","1","",8.88828,6.449625,0.46324,272.146813,7.346885,194.129563,84,43,38,95.71875,2.773017,23.144832,1694.341667,0.744605,748.84375,0.992752,0.032874
"20220330","MW78-7119","F5","Bisphenol A","1","uM","1","",22.056485,19.285536,0.905796,507.420357,51.777706,164.926835,90.5,54,42,88.798246,4.506074,11.652088,1445.445833,1.148172,652.535088,0.910845,0.046101
"20210929","MW75-9307","D4","7126 B6","1.001","uM","1","Hot water shut off in building; ",10.746564,13.482583,0.332258,591.216917,7.989927,410.111954,115,102.5,111,119.93869,3.246129,65.805438,781.898296,1.470503,800.082143,2.409996,0.075178
"20210929","MW75-9308","E4","7126 B6","1.001","uM","1","Hot water shut off in building; ",16.168546,20.859107,0.261532,563.874365,6.559892,322.002132,131,118.5,171,126.368017,4.056109,66.139529,514.345882,1.399604,945.00396,2.438261,0.121144
"20210929","MW75-9306","F4","7126 B6","1.001","uM","1","Hot water shut off in building; ",17.985663,20.241875,0.417996,529.002129,8.227621,305.967661,126,113.5,142,135.525641,3.895463,56.827445,1031.568318,1.222991,965.404429,2.514181,0.11913
"20210929","MW75-9309","A4","7126 B7","1.001","uM","1","Hot water shut off in building; ",17.743219,23.4975,0.213982,658.503438,6.258,336.743375,136,136,234.5,132.452126,3.51785,82.144926,436.934265,1.397579,968.437942,3.191871,0.169925
"20210929","MW75-9310","B4","7126 B7","1.001","uM","1","Hot water shut off in building; ",20.354863,24.205625,0.254947,573.967979,7.577333,275.183375,133.5,136,250,131.001849,3.821154,52.778663,406.06554,1.565471,697.566368,2.357171,0.139557
"20210929","MW75-9311","C4","7126 B7","1.001","uM","1","Hot water shut off in building; ",16.26783,19.150625,0.31555,603.357329,9.62591,293.79773,133.5,112,159.5,128.137086,3.606748,55.432453,524.591667,1.641657,804.802098,2.452786,0.107921
"20211110","MW78-6208","A4","7126 C1","1.001","uM","0","(7126 C1) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",1.47019,0.66,0.043701,81.702,0.53775,164.912,18.5,9,16.5,16.772727,0.190564,12.580645,116.43,0.027205,53.181818,0.136079,0.00069
"20220615","MW78-7220","A4","7126 C1","1.001","uM","1","",13.344591,14.938661,0.405517,487.821562,8.351375,341.484292,131,100.5,86,125.407895,4.352431,35.819337,2211.182986,0.876981,710.330495,1.979955,0.081079
"20211110","MW78-6209","B4","7126 C1","1.001","uM","0","(7126 C1) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",14.270501,45.047143,0.839027,285.81275,18.24475,70.829,38,13.5,6,24,0.568389,2.126883,137.85,0.105691,167.625,0.076292,0.001089
"20220615","MW78-7301","B4","7126 C1","1.001","uM","1","",14.510016,22.90125,0.370859,550.550469,8.134667,372.02501,133.5,133.5,115.5,123.037112,4.359942,35.484668,720.467565,0.782837,532.324899,1.992488,0.079668
"20211110","MW78-6210","C4","7126 C1","1.001","uM","0","(7126 C1) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",2.67329,3.902727,0.112517,61.8744,1.908,40.9206,19,7.5,9,23.75,0.436243,4.972477,193.14,0.139877,135.5,0.147533,0.001767
"20220615","MW78-7302","C4","7126 C1","1.001","uM","1","",16.032434,20.980982,0.351694,523.807969,9.187821,433.508014,131,123.5,94.5,132.110501,4.711015,37.610054,893.892881,0.701848,838.416972,1.782588,0.065878
"20211110","MW78-6209","A4","7126 C3","1.001","uM","0","(7126 C3) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",9.266772,7.521429,0.180241,94.390875,6.179625,38.82975,15,6,3,22.5,0.175446,0.856515,723.825,0.00947,87.75,0.027024,4e-05
"20220615","MW78-7301","A4","7126 C3","1.001","uM","1","",12.193694,18.531875,0.325752,554.141906,5.069344,319.708875,126,108.5,165,129.76596,3.355761,69.188219,259.763352,0.682035,713.711669,2.548254,0.094028
"20211110","MW78-6210","B4","7126 C3","1.001","uM","0","(7126 C3) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",3.508192,2.1675,0.620444,43.755,3.2485,105.41525,25.5,5.5,1.5,22.5,0.161012,0.970222,0,0,79.5,0.013099,0.000242
"20220615","MW78-7302","B4","7126 C3","1.001","uM","1","",14.331337,20.963365,0.330244,538.850781,7.947156,410.166469,128.5,121,135.5,119.832981,4.374535,50.521769,642.016071,0.70903,782.75,1.702929,0.060587
"20211110","MW78-6208","C4","7126 C3","1.001","uM","0","(7126 C3) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",6.897649,10.659231,0.670521,165.833,5.61975,23.40975,29.5,8.5,3,22.5,0.189844,1.060554,948.45,0.016573,168.75,0.019005,0.000385
"20220615","MW78-7220","C4","7126 C3","1.001","uM","1","",10.291655,13.563077,0.445109,553.42501,9.371943,457.15699,122.5,101.5,92.5,118.899015,4.116998,56.163022,1034.064385,0.615492,753.211207,1.771284,0.047288
"20211110","MW78-6212","A4","7126 C9","1.001","uM","0","(7126 C9) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",19.828019,8.480769,0.411475,495.871,20.582714,198.299429,36,15,4.5,23.5,1.031944,1.245781,321.975,0.060012,157.5,0.045547,0.000923
"20220615","MW78-7304","A4","7126 C9","1.001","uM","1","",20.323012,23.005,0.462399,545.483392,21.665736,339.550365,126,115,74,122.538462,5.519696,27.220399,1102.95625,1.109127,926.639011,1.970286,0.097919
"20211110","MW78-6213","B4","7126 C9","1.001","uM","0","(7126 C9) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",9.946245,26.869286,0.493136,158.59125,4.2475,65.17875,40.5,11,9,24,0.614921,4.671924,198.18,0.237174,194.5,0.089576,0.002596
"20220615","MW78-7305","B4","7126 C9","1.001","uM","1","",21.77522,30.37875,0.363034,534.444344,10.482312,333.209563,136,136,106.5,130.559524,5.424288,23.758756,673.617727,0.675607,705.067857,1.847883,0.094371
"20211110","MW78-6211","C4","7126 C9","1.001","uM","0","(7126 C9) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",6.490894,11.417143,0.538058,238.872375,7.455125,33.642313,38,14.5,10.5,23.785714,0.546263,3.71517,172.875,0.061617,135.428571,0.109206,0.003041
"20220615","MW78-7303","C4","7126 C9","1.001","uM","1","",11.346908,15.629196,0.31597,547.525813,6.842401,394.453943,131,126,105,123.84375,4.121207,45.699923,608.328016,0.78812,673.9375,1.891571,0.062295
"20211124","MW78-6214","E5","7126 D5","1.001","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211124","MW78-6215","D4","7126 D6","1.001","uM","1","Hot water shut off in building; ",6.100811,6.336875,0.347653,277.3255,4.858094,330.713031,81.5,53,65,89.222857,1.756302,47.197127,566.705208,0.267934,620.482857,1.333853,0.033925
"20211124","MW78-6216","E4","7126 D6","1.001","uM","1","Hot water shut off in building; ",7.449645,22.158,0.414439,358.907452,3.82025,171.412643,59,32.5,97.5,74.082418,1.432677,54.350245,341.304412,0.198343,370.630495,0.818063,0.019214
"20211124","MW78-6218","A4","7126 D9","1.001","uM","1","Hot water shut off in building; ",13.581521,10.748625,0.365841,399.260892,55.998324,208.50844,89,62.5,109.5,80.707447,2.672861,26.163227,195.606187,1.623803,446.829027,1.128128,0.050364
"20211124","MW78-6219","B4","7126 D9","1.001","uM","1","Hot water shut off in building; ",11.341079,20.535375,0.43282,364.901656,9.023268,128.438004,86.5,49.5,90,92.533333,2.150009,29.028517,604.271591,0.395357,602.133333,1.066314,0.036194
"20211124","MW78-6217","C4","7126 D9","1.001","uM","1","Hot water shut off in building; ",5.472166,8.464375,0.215782,368.881177,4.258198,322.098531,73.5,51,100,87.733766,1.654365,78.939141,521.574878,0.213757,604.248918,1.407899,0.027756
"20211208","MW78-6303","A4","7126 E1","1.001","uM","1","Hot water shut off in building; ",10.963096,5.495844,0.275159,132.326312,6.218687,87.084812,36,14.5,28.5,19.736842,0.415735,3.273745,68.1625,0.189448,96,0.075877,0.001851
"20211208","MW78-6304","B4","7126 E1","1.001","uM","1","Hot water shut off in building; ",1.742787,1.22,0.05072,116.7735,0.6195,86.369357,21,10.5,21,15.214286,0.289659,20.129403,84.969231,0.150366,60,0.267169,0.001483
"20211208","MW78-6305","C4","7126 E1","1.001","uM","1","Hot water shut off in building; ",8.726689,17.865,0.279154,215.804667,2.015083,64.764083,37,18.5,50.5,41.055556,0.496409,11.488249,553.778526,0.075601,127.291667,0.236453,0.001826
"20211208","MW78-6307","D4","7126 E12","1.001","uM","1","Hot water shut off in building; ",7.81301,10.603636,0.334276,210.316,12.061346,91.655692,52,32,35,61.72549,0.706533,26.054366,760.95625,0.168959,251.77451,0.200085,0.003582
"20211208","MW78-6308","E4","7126 E12","1.001","uM","1","Hot water shut off in building; ",5.395917,2.475,0.092516,118.415692,8.527577,203.607154,46.5,21.5,36,51.192982,0.467689,20.587605,613.866667,0.133135,263.192982,0.378787,0.006586
"20211208","MW78-6306","F4","7126 E12","1.001","uM","1","Hot water shut off in building; ",15.663174,19.3885,0.522712,235.699,14.876517,121.902483,71,43.5,28,59.25,1.131638,10.131471,669.893939,0.415785,334.75,0.221817,0.005327
"20211208","MW78-6306","A4","7126 E7","1.001","uM","1","Hot water shut off in building; ",4.116278,3.826538,0.292406,85.955591,1.970591,278.498727,42.5,19,37,43.108696,0.44094,21.912295,56.942045,0.017109,134.73913,0.270776,0.004209
"20211208","MW78-6307","B4","7126 E7","1.001","uM","1","Hot water shut off in building; ",12.900938,16.430143,0.672942,269.5935,33.825667,146.385833,43.5,23,14.5,48.4375,0.515494,3.554801,112.435714,0.063446,213.5625,0.102616,0.001867
"20211208","MW78-6308","C4","7126 E7","1.001","uM","1","Hot water shut off in building; ",4.701033,5.45125,0.253735,175.120846,1.628654,68.893423,41,22,38.5,53.0625,0.551049,28.657869,50.990217,0.061201,173.5,0.28473,0.005768
"20211208","MW78-6307","A4","7126 E9","1.001","uM","1","Hot water shut off in building; ",18.547292,17.790375,0.496196,364.758615,24.660833,120.413875,84,40,57,56.364286,1.295708,8.426424,1171.047222,0.744776,168.389286,0.261945,0.008466
"20211208","MW78-6308","B4","7126 E9","1.001","uM","1","Hot water shut off in building; ",11.418522,9.930692,0.497786,192.054615,5.067038,190.975673,52,26.5,27.5,46.7,0.636676,12.013395,677.469643,0.122911,208.95,0.189894,0.004969
"20211208","MW78-6306","C4","7126 E9","1.001","uM","1","Hot water shut off in building; ",2.590798,2.020714,0.304957,91.083,1.86495,240.05625,37,17.5,19.5,55.291667,0.450145,26.357705,932.501786,0.09357,229.25,0.226281,0.001971
"20220119","MW78-6312","A4","7126 F1","1.001","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6313","B4","7126 F1","1.001","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6314","C4","7126 F1","1.001","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6312","D4","7126 F4","1.001","uM","1","",5.201159,7.861429,0.382769,403.529714,4.787589,261.238298,72.5,53,52.5,79.983553,1.371657,52.910594,1463.92619,0.351897,559.309211,1.512534,0.023335
"20220119","MW78-6313","E4","7126 F4","1.001","uM","1","",5.680526,10.580905,0.243946,418.572,4.451536,242.978107,78,50,80.5,80.778571,1.837229,53.97006,761.048775,0.571584,505.358929,1.250018,0.026944
"20220119","MW78-6314","F4","7126 F4","1.001","uM","1","",6.080873,4.836429,0.117173,319.533668,3.972238,267.796084,61.5,47,110.5,73.116987,1.079969,83.666772,730.236613,0.357426,448.117788,1.366859,0.038234
"20220119","MW78-6314","D4","7126 F5","1.001","uM","1","",7.235032,10.481786,0.284245,436.964625,6.09425,163.243219,75.5,36,77.5,87.517857,1.47531,47.755615,820.02131,0.507373,503.678571,1.316727,0.024161
"20220119","MW78-6312","E4","7126 F5","1.001","uM","1","",5.242919,4.674,0.229335,333.389746,7.078738,496.272223,84,59,95.5,83.979532,1.68237,65.908234,427.147708,0.61413,537.078947,1.623502,0.045164
"20220119","MW78-6313","F4","7126 F5","1.001","uM","1","",8.580003,5.348571,0.290767,286.42011,7.116659,316.003995,74.5,41,58.5,82.028571,1.458317,42.878978,622.245192,0.480788,621.03961,1.148275,0.033939
"20211027","MW75-9317","A4","7126 H9","1.001","uM","1","Hot water shut off in building; ",3.960039,2.592,0.037792,105.1599,1.2795,54.107,34.5,22.5,44.5,50,0.754148,26.304327,46.780556,0.097739,243.928571,0.488393,0.018878
"20211027","MW75-9315","B4","7126 H9","1.001","uM","1","Hot water shut off in building; ",12.244056,18.744107,0.807857,470.496875,16.014375,69.452375,67,36,141.5,63.093407,1.766482,28.368549,227.575833,0.577996,682.653846,1.325682,0.065243
"20211027","MW75-9316","C4","7126 H9","1.001","uM","1","Hot water shut off in building; ",6.032433,6.349125,0.205184,224.051156,3.821875,181.812969,69,34,57.5,62.05,1.115442,28.197493,387.713578,0.31525,449.65,1.108526,0.029023
"20210915","MW75-9220","D4","7126 A10","1.002","uM","1","",9.359031,10.050143,0.724477,433.698182,11.558063,308.121065,111.5,58,97.5,106.59375,2.612817,44.027264,648.107092,0.74061,704.166667,1.769147,0.052589
"20210915","MW75-9301","E4","7126 A10","1.002","uM","1","",11.38455,17.2925,0.253183,347.742687,5.048188,311.288781,95.5,66,252,92.318046,2.473081,55.213128,730.689443,0.696677,628.608128,1.733626,0.079749
"20210915","MW75-9302","F4","7126 A10","1.002","uM","1","",13.638569,14.9175,0.484424,496.920552,7.087042,238.610979,108.5,72.5,111,96,2.725366,46.085796,669.772078,0.408942,868.088333,1.708764,0.078596
"20210915","MW75-9219","D4","7126 A5","1.002","uM","1","",5.576214,5.79171,0.196624,375.020973,3.923844,327.136768,90,45.5,57.5,88.75,2.646347,50.005547,1026.835,0.252118,623.929487,1.571641,0.032738
"20210915","MW75-9217","E4","7126 A5","1.002","uM","1","",7.968197,6.455625,0.311488,262.966906,7.251344,304.347469,90,38,70.5,93.708333,2.784589,50.185179,1309.906964,0.53051,734.666667,1.46811,0.033148
"20210915","MW75-9218","F4","7126 A5","1.002","uM","1","",17.078342,13.84875,0.703503,367.945198,30.210052,179.611167,90,46,105.5,93,2.666704,39.615066,1907.33,0.532115,743.002049,1.324617,0.057965
"20210929","MW75-9311","A4","7126 B8","1.002","uM","1","Hot water shut off in building; ",13.992489,19.51625,0.332433,571.620406,6.182844,309.887719,118.5,101,317.5,118.725095,2.155625,101.198904,838.239837,1.376624,645.339015,2.7725,0.141553
"20210929","MW75-9309","B4","7126 B8","1.002","uM","1","Hot water shut off in building; ",14.956846,14.34,0.256693,603.002156,7.531781,404.115375,131,111,215.5,124.151786,3.552544,71.679731,552.511775,1.697163,813.186782,2.778433,0.134162
"20210929","MW75-9310","C4","7126 B8","1.002","uM","1","Hot water shut off in building; ",17.088844,19.171875,0.274586,536.512411,7.899009,303.486429,136,113.5,146.5,129.001126,4.911259,43.975439,714.63886,1.683483,796.290244,2.596627,0.130568
"20211110","MW78-6212","D4","7126 C12","1.002","uM","0","(7126 C12) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",7.495502,10.534103,0.810492,103.979333,5.415333,214.2905,48,20.5,6,18.75,0.734001,1.422814,390.775,0.341483,117.375,0.06238,0.001497
"20220615","MW78-7305","D4","7126 C12","1.002","uM","1","",12.856669,15.977321,0.351056,553.317353,8.992858,444.366462,126.5,106.5,76,121.553571,4.766454,45.122428,923.833608,0.830673,823.503571,2.072286,0.059212
"20211110","MW78-6213","E4","7126 C12","1.002","uM","0","(7126 C12) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",4.077635,5.31,0.13134,75.961667,4.777833,23.133,41.5,13.5,9,24,0.826253,3.846937,196.11,0.147402,220.5,0.137057,0.00366
"20220615","MW78-7303","E4","7126 C12","1.002","uM","1","",11.363838,13.69875,0.255715,589.785594,6.325479,439.386281,136,126,110,128.75,4.242084,63.407251,650.544643,0.596183,867.928571,2.470842,0.075225
"20211110","MW78-6211","F4","7126 C12","1.002","uM","0","(7126 C12) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",5.15711,6.462115,0.087709,63.7782,1.07085,42.36135,29.5,15,25.5,19.588235,0.306602,3.029806,72.35625,0.062469,59.735294,0.076436,0.001489
"20220615","MW78-7304","F4","7126 C12","1.002","uM","1","",12.285893,8.706161,0.376506,522.55383,27.517185,426.47606,131,98.5,77,127.666667,5.41687,41.509581,1288.235369,1.049861,796.185224,2.204133,0.081297
"20211110","MW78-6211","A4","7126 C7","1.002","uM","0","(7126 C7) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",11.22517,18.05,0.460808,219.450521,6.638938,34.961,53.5,19.5,16.5,15.818182,0.325179,2.027804,121.3575,0.110449,72.136364,0.044049,0.00078
"20220615","MW78-7303","A4","7126 C7","1.002","uM","1","",9.697312,10.13225,0.463386,540.872617,7.456238,447.171942,116.5,99,122,110.791775,3.662993,75.040278,318.696324,0.676781,742.835498,2.077618,0.066059
"20211110","MW78-6212","B4","7126 C7","1.002","uM","0","(7126 C7) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",7.523617,6.899196,0.331227,104.690375,2.749875,129.363812,53.5,17,10.5,21.642857,0.769103,2.372552,200.95,0.361868,143.142857,0.080287,0.003363
"20220615","MW78-7304","B4","7126 C7","1.002","uM","1","",15.602373,27.60875,0.382866,551.671192,8.938308,389.801952,133.5,128.5,96.5,117.417208,4.381184,25.763871,706.194443,0.883677,632.483766,1.596961,0.067032
"20211110","MW78-6213","C4","7126 C7","1.002","uM","0","(7126 C7) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",7.063243,4.483,0.135294,89.933143,14.965929,27.9315,37.5,10.5,10.5,19.714286,0.719789,2.267634,218.7125,0.413287,164.785714,0.090189,0.003137
"20220615","MW78-7305","C4","7126 C7","1.002","uM","1","",15.510411,23.225625,0.379381,524.165854,9.339083,401.284938,136,126,70.5,128.642857,5.616498,21.474028,881.348264,1.483185,599.230159,1.703509,0.0618
"20211110","MW78-6213","A4","7126 C8","1.002","uM","0","(7126 C8) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",5.931984,11.801538,0.496335,213.584125,4.767875,98.89925,36.5,20.5,15,20.55,0.274261,5.626207,135.25,0.036057,104.85,0.125071,0.001659
"20220615","MW78-7305","A4","7126 C8","1.002","uM","1","",15.235267,16.771587,0.466884,514.60062,12.250246,331.27554,128.5,105,80,128.454545,4.366021,40.405333,1270.571688,0.606452,787.643939,2.071854,0.074861
"20211110","MW78-6211","B4","7126 C8","1.002","uM","0","(7126 C8) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",6.18224,11.117885,0.407623,143.2304,3.3193,40.1829,37.5,10,9,23.75,0.531181,4.771609,192.705,0.186468,169.75,0.116098,0.002451
"20220615","MW78-7303","B4","7126 C8","1.002","uM","1","",10.302057,12.714107,0.343822,516.636369,6.548359,413.891456,131,119,123.5,117.74053,3.50727,43.542144,619.463393,0.924842,524.062861,1.598472,0.050088
