"date","Plate.SN","well","DIV","treatment","dose","units","file.name","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","mi","wllq_by_well","wllq_notes_by_well"
"20210915","MW75-9217","B5",12,"7126 A2","0.6022","uM","NFA_20210915_MW75-9217_12_00(000).h5",2.25708794782425,1.6125,0.0166996077032347,93.325125,1.3658125,41.0744375,16,16,37,14.2432432432432,0.298387655887656,11.7285090148299,23.0680555555556,0.168538838912858,103.027027027027,0.533579848467889,0.0304777124920114,1,""
"20210915","MW75-9217","B5",5,"7126 A2","0.6022","uM","NFA_20210915_MW75-9217_05_00(000).h5",1.81965389168152,0.42,0.169797647058824,3,1.203,66.815,3,1,0,NA,NA,0,NA,NA,NA,0.00182046037402186,1.77488927916025e-06,1,""
"20210915","MW75-9217","B5",7,"7126 A2","0.6022","uM","NFA_20210915_MW75-9217_07_00(000).h5",1.4703755983725,2.03333333333333,0.102503764898895,31.8083333333333,1.10066666666667,17.2046666666667,9,3,1,16,0.275,0.806650753148407,NA,NA,98,0.0275878553934108,0.000154949960349995,1,""
"20210915","MW75-9217","B5",9,"7126 A2","0.6022","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",1.37657321541762,1.09125,0.0154830256701305,79.3868461538462,0.864692307692308,62.2066153846154,16,13,17,13.4117647058824,0.383307656395892,6.84765605288389,53.89375,0.302423921639057,79.8235294117647,0.427620494564347,0.0158440813143208,1,""
"20210915","MW75-9217","B6",12,"7126 A2","2.007","uM","NFA_20210915_MW75-9217_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B6",5,"7126 A2","2.007","uM","NFA_20210915_MW75-9217_05_00(000).h5",0.290003866718223,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B6",7,"7126 A2","2.007","uM","NFA_20210915_MW75-9217_07_00(000).h5",1.42222727903033,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B6",9,"7126 A2","2.007","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B7",12,"7126 A2","6.022","uM","NFA_20210915_MW75-9217_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B7",5,"7126 A2","6.022","uM","NFA_20210915_MW75-9217_05_00(000).h5",0.160002133361778,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B7",7,"7126 A2","6.022","uM","NFA_20210915_MW75-9217_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B7",9,"7126 A2","6.022","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B8",12,"7126 A2","20.07","uM","NFA_20210915_MW75-9217_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B8",5,"7126 A2","20.07","uM","NFA_20210915_MW75-9217_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B8",7,"7126 A2","20.07","uM","NFA_20210915_MW75-9217_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","B8",9,"7126 A2","20.07","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C1",12,"7126 A3","0.05","uM","NFA_20210915_MW75-9217_12_00(000).h5",1.54048926055582,1.9725,0.0140991024473552,97.940875,0.6149375,28.0054375,16,16,33,16,0.327044853294853,22.4000360636523,25.5375,0.0810010038470997,150.575757575758,0.624673640654453,0.024534906187728,1,""
"20210915","MW75-9217","C1",5,"7126 A3","0.05","uM","NFA_20210915_MW75-9217_05_00(000).h5",0.357623815936593,0.0342857142857143,NA,0,NA,NA,7,0,0,NA,NA,0,NA,NA,NA,-0.000396548433761778,3.80685855755347e-09,1,""
"20210915","MW75-9217","C1",7,"7126 A3","0.05","uM","NFA_20210915_MW75-9217_07_00(000).h5",1.4970760300077,1.47818181818182,0.0979547882672878,29.8585,0.988,31.0565,11,2,1,16,0.316666666666666,0.750418760469012,NA,NA,112,0.0120851752793126,0.000100412972239302,1,""
"20210915","MW75-9217","C1",9,"7126 A3","0.05","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0.881293050613282,0.82875,0.021681600980786,79.9485625,0.8141875,69.4078125,16,16,10,16,0.521751984126984,12.9660282178608,77.95,0.0842597316950783,164.5,0.406422177721882,0.00861332818438613,1,""
"20210915","MW75-9217","C2",12,"DMSO","0","uM","NFA_20210915_MW75-9217_12_00(000).h5",1.07673831244277,1.56,0.0179825163195766,85.8471875,0.6214375,39.9193125,16,16,25,15.64,0.269657947607948,21.9606578523057,36.1020833333333,0.0598076276293406,136.2,0.449706175155308,0.0131425870932301,1,""
"20210915","MW75-9217","C2",5,"DMSO","0","uM","NFA_20210915_MW75-9217_05_00(000).h5",1.56039117558604,1.44,0.110092071005916,19.851,0.61,14.183,3,1,0,NA,NA,0,NA,NA,NA,-0.00167281062385693,2.08468841939036e-07,1,""
"20210915","MW75-9217","C2",7,"DMSO","0","uM","NFA_20210915_MW75-9217_07_00(000).h5",1.50478312811779,1.746,0.0909475522938063,38.4793333333333,0.936666666666667,36.639,10,3,3,16,0.335399831649832,2.13517997547428,284.1,0.0732095383543278,98.6666666666667,0.0622794987341569,0.000568945570504834,1,""
"20210915","MW75-9217","C2",9,"DMSO","0","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",1.02834888636234,0.9825,0.038122406044697,54.3922857142857,1.23357142857143,77.726,16,7,7,16,0.514118381618382,6.72115644420427,141.3,0.191966963009779,142.142857142857,0.351687503085381,0.00794766883322981,1,""
"20210915","MW75-9217","C3",12,"7126 A3","0.15","uM","NFA_20210915_MW75-9217_12_00(000).h5",1.15833570148632,2.4,0.0179289684680294,87.836875,0.406625,25.090875,16,16,39,15.025641025641,0.272162698412698,24.5263788968825,21.9684210526316,0.0600284446787828,104.897435897436,0.437661473240699,0.013448646084012,1,""
