"date","Plate.SN","well","treatment","dose","units","wllq","wllq_notes","CCTE_Shafer_MEA_dev_firing_rate_mean","CCTE_Shafer_MEA_dev_burst_rate","CCTE_Shafer_MEA_dev_per_burst_interspike_interval","CCTE_Shafer_MEA_dev_per_burst_spike_percent","CCTE_Shafer_MEA_dev_burst_duration_mean","CCTE_Shafer_MEA_dev_interburst_interval_mean","CCTE_Shafer_MEA_dev_active_electrodes_number","CCTE_Shafer_MEA_dev_bursting_electrodes_number","CCTE_Shafer_MEA_dev_network_spike_number","CCTE_Shafer_MEA_dev_network_spike_peak","CCTE_Shafer_MEA_dev_spike_duration_mean","CCTE_Shafer_MEA_dev_per_network_spike_spike_percent","CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean","CCTE_Shafer_MEA_dev_network_spike_duration_std","CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean","CCTE_Shafer_MEA_dev_correlation_coefficient_mean","CCTE_Shafer_MEA_dev_mutual_information_norm"
"20180815","MW1207-25","A4","1475830","0.30000","uM","1","",12.415628,21.126,0.317492,419.638421,9.778897,140.98229,65,47.5,334.5,37.877231,0.580975,40.250838,128.922266,0.249236,102.007628,0.538664,0.014242
"20180815","MW1207-26","B4","1475830","0.30000","uM","1","",19.513847,20.146779,0.821079,413.28531,107.61102,172.163127,71,50,89.5,52.436047,1.021286,25.851352,234.259325,0.436012,195.098837,0.465135,0.009109
"20180815","MW1207-24","C4","1475830","0.30000","uM","1","",8.039182,13.2675,0.584126,208.726818,3.51113,297.612942,53.5,38.5,112.5,41.190152,0.664713,19.837724,206.018182,0.223191,109.399242,0.25908,0.004142
"20180815","MW1207-24","D4","1475831","0.30000","uM","1","",14.731208,25.433571,0.789038,387.83925,9.748375,242.34325,40.5,35,142,41.126838,0.689946,22.151458,156.481095,0.323049,113.683824,0.489292,0.00855
"20180815","MW1207-25","E4","1475831","0.30000","uM","1","",3.539769,7.205476,0.202658,239.029236,2.234621,179.283632,47.5,37,114,50.098039,0.599069,60.835572,180.249357,0.20128,155.95098,0.728321,0.00978
"20180815","MW1207-26","F4","1475831","0.30000","uM","1","",13.300678,18.984,0.478732,360.8601,9.3554,140.987208,68,56.5,86,65,1.161817,30.97273,211.113961,0.241258,236.416667,0.55389,0.010692
"20180815","MW1207-26","D4","1475833","0.30000","uM","1","",5.116619,10.52625,0.175327,222.901655,2.183236,147.797309,66,50,128,51.59498,0.960746,31.055153,209.640909,0.324862,177.172999,0.450576,0.009966
"20180815","MW1207-24","E4","1475833","0.30000","uM","1","",6.593749,13.802571,0.445738,338.0275,4.36575,198.841125,58.5,40,105.5,45.767477,0.707776,42.603668,187.039716,0.149185,152.00228,0.519236,0.009052
"20180815","MW1207-25","F4","1475833","0.30000","uM","1","",4.991042,8.457,0.245804,194.807609,3.228423,148.582551,55.5,37,57,57.388889,0.644055,27.971835,300.715341,0.153422,239.958937,0.475678,0.007571
"20180815","MW1207-25","D4","1475836","0.30000","uM","1","",5.60515,10.751374,0.294673,273.77419,3.913679,331.73669,59.5,53,101.5,48.673077,0.797643,26.96844,191.985833,0.384391,173.277592,0.597138,0.011389
"20180815","MW1207-26","E4","1475836","0.30000","uM","1","",4.507175,8.181,0.204002,195.486761,2.239017,151.127415,57.5,42,82.5,46.688095,0.890585,23.594422,208.754746,0.295203,132.34881,0.379379,0.006465
"20180815","MW1207-24","F4","1475836","0.30000","uM","1","",8.335776,14.359333,0.450433,267.667495,3.293317,183.727274,58,43.5,65,52.454545,0.697929,29.085286,238.85625,0.199958,170.314545,0.472854,0.005869
"20180801","MW1207-21","A5","1475812","1.00000","uM","0","Fungal contamination; ",7.016109,12.373542,0.261725,188.7524,3.0108,128.045,79.5,47.5,69.5,37.511364,0.734856,14.270047,199.570833,0.22733,162.253247,0.258281,0.005035
"20180801","MW1207-22","A5","1475812","1.00000","uM","1","",12.47077,19.18725,0.410227,327.471,7.02825,396.627406,76.5,74.5,164,50.981971,1.159866,23.335177,371.373956,0.38748,167.163061,0.450286,0.013143
"20180801","MW1207-23","A5","1475812","1.00000","uM","1","",9.4792,15.680769,0.60875,296.973466,5.072253,278.830881,73.5,56,97,37.220036,0.979629,17.267953,190.308929,0.376322,159.440966,0.236815,0.00944
"20180801","MW1207-21","B5","1475816","1.00000","uM","0","Fungal contamination; ",5.021443,7.714727,0.224306,212.952322,2.422433,211.181,64.5,45,71,29.539185,0.704387,15.264414,248.813393,0.208977,91.924765,0.20274,0.00223
"20180801","MW1207-22","B5","1475816","1.00000","uM","1","",7.894904,12.5325,0.371858,311.170094,5.196205,233.792192,80,63,105.5,29.548319,1.043436,11.760047,154.330907,0.371917,105.355042,0.162478,0.005798
"20180801","MW1207-23","B5","1475816","1.00000","uM","1","",6.614829,12.089762,0.345169,272.092214,3.020357,268.711071,51.5,42.5,48,28.204545,0.778226,8.981313,405.625,0.293195,115.606061,0.086941,0.002513
"20180801","MW1207-21","C5","1475817","1.00000","uM","0","Fungal contamination; ",3.96724,5.682667,0.167747,252.101512,1.709925,264.111863,55.5,45,45.5,26.110294,0.810987,19.766551,369.397321,0.225564,101.661765,0.183997,0.002097
"20180801","MW1207-22","C5","1475817","1.00000","uM","1","",5.158259,9.371538,0.343566,255.2259,3.29395,333.2308,64.5,51.5,50.5,29.993506,0.628162,9.353498,296.738095,0.077599,89.327922,0.141734,0.003022
"20180801","MW1207-23","C5","1475817","1.00000","uM","1","",5.108586,7.161518,0.274282,300.02501,2.840688,304.134823,68,41,39,31.71875,0.730981,8.628198,428.855,0.149146,121.53125,0.103635,0.002676
"20180801","MW1207-21","D5","1475818","1.00000","uM","0","Fungal contamination; ",4.367872,6.236394,0.17672,222.998977,2.358452,231.699622,60.5,51.5,84,31.50271,1.097155,23.14371,270.235,0.290407,156.579946,0.203179,0.006732
"20180801","MW1207-22","D5","1475818","1.00000","uM","1","",5.821653,7.615625,0.246383,310.165333,3.790567,301.824283,66.5,53.5,52.5,32.247222,0.974616,17.703811,300.425,0.276285,166.908333,0.235137,0.007651
"20180801","MW1207-23","D5","1475818","1.00000","uM","1","",5.051902,7.432571,0.332176,325.524456,3.509067,370.552144,63.5,47,45.5,30.261029,0.908818,9.91919,388.870982,0.284964,136.477941,0.139197,0.003707
"20180801","MW1207-21","E5","1475820","1.00000","uM","0","Fungal contamination; ",3.180321,6.252857,0.237861,286.082393,2.494286,326.948,48,35.5,87.5,42.711538,0.857412,45.517147,1043.329825,0.237191,166.75,0.278841,0.007237
"20180801","MW1207-22","E5","1475820","1.00000","uM","1","",4.379845,7.720364,0.241174,324.978427,2.761536,309.523773,60,54,73.5,29.640523,0.965785,21.072965,273.818466,0.319301,139.820261,0.221293,0.005465
"20180801","MW1207-23","E5","1475820","1.00000","uM","1","",7.817193,15.663409,0.503715,229.756267,4.175788,218.784076,57.5,48.5,83.5,28.248869,0.73832,11.522815,219.963826,0.314124,107.13914,0.135095,0.004329
"20180801","MW1207-21","F5","1475823","1.00000","uM","0","Fungal contamination; ",3.241179,4.623143,0.192387,279.4293,2.08275,484.438367,48.5,39.5,56,40.1875,0.672396,47.729412,322.253727,0.181328,162.5,0.45765,0.006146
"20180801","MW1207-22","F5","1475823","1.00000","uM","1","",8.370827,15.660667,0.353028,294.212298,3.847821,200.07344,55.5,44.5,79,47.909091,1.254913,24.670224,215.453906,0.344282,240.727273,0.424734,0.009457
"20180801","MW1207-23","F5","1475823","1.00000","uM","1","",8.808223,15.439817,0.477756,275.245932,6.324267,201.038119,66.5,53.5,67.5,40.3,0.886437,12.334404,270.847629,0.334104,168.594444,0.204999,0.005374
"20180815","MW1207-24","A5","1475827","1.00000","uM","1","",5.489925,9.3555,0.17787,212.236929,2.555821,139.627393,59,46,118,47.852184,0.821168,32.101453,134.41087,0.360066,161.06215,0.539583,0.00862
"20180815","MW1207-25","B5","1475827","1.00000","uM","1","",2.372402,5.470714,0.14184,204.55633,1.276784,244.052705,40.5,26.5,68,38.742424,0.534566,36.537532,253.096154,0.143058,99.005051,0.424935,0.004237
"20180815","MW1207-26","C5","1475827","1.00000","uM","1","",7.535184,15.602246,0.446684,241.148633,3.744408,202.815458,73,54.5,167.5,48.396154,0.910695,22.065799,181.983708,0.27572,144.947436,0.37908,0.009883
"20180815","MW1207-26","A5","1475829","1.00000","uM","1","",14.457445,20.332714,0.381931,296.366716,9.822517,180.330053,89,64.5,441.5,45.050752,0.841413,26.756481,132.953526,0.338653,127.932441,0.377969,0.015507
"20180815","MW1207-24","B5","1475829","1.00000","uM","1","",3.668359,7.86375,0.325033,273.154789,2.492244,306.068778,61,47,73,57.965812,0.560609,42.404439,225.332532,0.103116,192.606838,0.518891,0.004871
"20180815","MW1207-25","C5","1475829","1.00000","uM","1","",3.163291,5.644125,0.172629,238.309967,2.063835,150.559319,59,37,96,45.076923,0.70219,48.208501,164.966729,0.224556,147.628205,0.566121,0.007194
"20180815","MW1207-25","A5","1475830","1.00000","uM","1","",9.124786,16.770623,0.403006,322.183922,4.313542,199.745251,66.5,53,142,42.418546,0.874827,30.030144,141.567652,0.277996,141.327068,0.560036,0.013493
"20180815","MW1207-26","B5","1475830","1.00000","uM","1","",8.543187,13.5925,0.469073,287.184,4.761125,182.453642,73,56.5,100,54.79375,1.042377,22.806333,166.689744,0.183671,162.6,0.506644,0.007326
"20180815","MW1207-24","C5","1475830","1.00000","uM","1","",5.740256,12.669273,0.7874,311.616654,6.395981,147.881115,58,46.5,104.5,42.786337,0.956813,35.032476,155.781548,0.349932,149.81686,0.522677,0.009241
"20180815","MW1207-24","D5","1475831","1.00000","uM","1","",8.573583,15.198,0.444205,276.283661,5.126643,149.390607,53,37.5,92,47.512685,0.639336,25.43073,207.583929,0.201383,149.824524,0.457328,0.006897
"20180815","MW1207-25","E5","1475831","1.00000","uM","1","",10.566195,13.9095,0.433455,278.395182,5.409294,151.586545,65,49,111.5,49.219512,0.895797,27.480688,131.128257,0.40342,213.365854,0.583994,0.015599
"20180815","MW1207-26","F5","1475831","1.00000","uM","1","",9.800715,21.831779,0.53302,244.557983,4.516538,165.246721,68.5,60.5,723.5,54.46361,0.633576,52.69733,38.283274,0.317483,106.398556,0.467798,0.017969
"20180815","MW1207-26","D5","1475833","1.00000","uM","1","",11.287793,14.657077,0.415581,419.830562,17.434538,153.391392,73.5,59,91,56.170455,1.17162,27.524676,222.41531,0.184049,235.363636,0.653964,0.010222
"20180815","MW1207-24","E5","1475833","1.00000","uM","1","",10.65728,18.457,0.493197,262.594848,4.127241,153.894339,67,45,172.5,49.128333,0.581215,21.693489,241.285606,0.203913,149.496667,0.367446,0.010463
"20180815","MW1207-25","F5","1475833","1.00000","uM","1","",5.271566,8.579286,0.214394,181.437111,2.245385,162.641803,52,39.5,90.5,42.285714,0.57136,31.632414,250.950915,0.220476,151.646104,0.449028,0.008615
"20180815","MW1207-25","D5","1475836","1.00000","uM","1","",5.745285,12.307879,0.19772,246.548227,2.260148,173.37642,45.5,36.5,78.5,47.442513,0.640928,29.298812,232.4125,0.157733,141.05615,0.52537,0.006229
"20180815","MW1207-26","E5","1475836","1.00000","uM","1","",11.598279,27.579464,0.894889,400.054469,6.68224,148.748083,76,58.5,72.5,54.481818,1.018783,17.54982,231.600862,0.407259,221.022727,0.377133,0.009871
"20180815","MW1207-24","F5","1475836","1.00000","uM","1","",6.470237,7.2,0.205604,189.538418,2.218087,190.59512,56,39.5,91,47.170455,0.62737,29.452292,247.316021,0.20122,136.034091,0.375595,0.005544
"20180801","MW1207-21","A7","1475812","10.00000","uM","0","Fungal contamination; ",4.278605,6.196286,0.148114,252.462336,1.952845,263.067291,69.5,50,86,31.768908,0.938865,29.720645,197.341608,0.273034,145.817227,0.351912,0.00562
"20180801","MW1207-22","A7","1475812","10.00000","uM","1","",8.760082,18.5575,0.328756,344.114956,3.630692,177.807569,82,64,183,44.564655,1.155264,23.075853,573.083647,0.380845,137.583812,0.348182,0.012517
"20180801","MW1207-23","A7","1475812","10.00000","uM","1","",11.319347,6.038333,0.746904,282.562143,37.641679,383.354393,47,18,65.5,29.375,0.579537,9.451365,371.637231,0.205515,83.703125,0.111893,0.0035
"20180801","MW1207-21","B7","1475816","10.00000","uM","0","Fungal contamination; ",2.411005,4.379286,0.132928,208.1855,1.758821,256.241714,38,36,98,28.928571,0.634719,51.513699,176.332364,0.236797,106.392857,0.263601,0.004238
"20180801","MW1207-22","B7","1475816","10.00000","uM","1","",3.727724,4.978615,0.326717,324.554958,3.276742,428.88745,65,56.5,109.5,31.78125,0.903,64.489254,171.675646,0.266863,163.041667,0.489701,0.007723
"20180801","MW1207-23","B7","1475816","10.00000","uM","1","",9.50588,15.8675,0.403028,285.727646,3.85826,272.091109,55,47.5,120.5,29.75188,0.612498,20.876695,185.788049,0.14323,95.530075,0.192971,0.004973
"20180801","MW1207-21","C7","1475817","10.00000","uM","0","Fungal contamination; ",4.80842,6.461333,0.230749,279.684976,2.633131,353.130964,47,40.5,43,34.625,0.975789,16.594285,353.119444,0.261534,174.875,0.241548,0.005632
"20180801","MW1207-22","C7","1475817","10.00000","uM","1","",7.378886,15.013125,0.403885,285.400677,4.305052,332.536812,70,50,35,35.1,0.951744,7.372118,547.777679,0.297298,169.1,0.142948,0.004394
"20180801","MW1207-23","C7","1475817","10.00000","uM","1","",8.852014,17.771299,0.484465,279.368457,5.068442,203.802851,52.5,41.5,39,31.727273,1.041269,10.773104,354.043125,0.413237,129.89899,0.270321,0.004295
"20180801","MW1207-21","D7","1475818","10.00000","uM","0","Fungal contamination; ",3.660098,4.768846,0.153775,237.998625,2.597125,217.90825,55.5,45.5,70.5,31.862847,1.115029,25.043573,315.59375,0.458542,144.9375,0.270216,0.00972
"20180801","MW1207-22","D7","1475818","10.00000","uM","1","",4.147794,7.224375,0.199719,191.369587,2.486667,205.968123,60,43.5,44,32.71875,0.977118,13.361632,333.712857,0.337677,131.25,0.187837,0.003449
"20180801","MW1207-23","D7","1475818","10.00000","uM","1","",4.541876,8.3145,0.300862,206.20625,2.458536,80.408107,46.5,26,43.5,35.627193,0.573248,21.140321,438.870833,0.0856,149.530702,0.182843,0.002392
"20180801","MW1207-21","E7","1475820","10.00000","uM","0","Fungal contamination; ",6.119221,7.158333,0.325295,226.452661,2.777902,341.363402,49.5,43,67.5,34.671429,0.763913,21.054254,401.044853,0.261696,162.461905,0.268053,0.005746
"20180801","MW1207-22","E7","1475820","10.00000","uM","1","",4.06521,6.764769,0.236799,264.598635,2.955853,327.886675,71,47.5,117.5,31.188961,0.758372,27.758967,180.280342,0.308611,121.114935,0.26071,0.007898
"20180801","MW1207-23","E7","1475820","10.00000","uM","1","",2.716241,4.122,0.136322,166.3405,1.7386,282.6998,49,35,86.5,31.147436,0.555077,39.831121,208.317798,0.163365,112.333333,0.25611,0.005148
"20180801","MW1207-21","F7","1475823","10.00000","uM","0","Fungal contamination; ",5.994372,7.356429,0.337336,263.087286,3.503345,316.667405,58,44.5,73.5,55.888889,1.144345,33.303036,742.631944,0.231017,197.833333,0.428006,0.011306
"20180801","MW1207-22","F7","1475823","10.00000","uM","1","",8.317401,6.609808,0.229868,325.425042,2.749692,394.452975,75,56.5,90,33.738889,0.903944,19.253864,159.507353,0.215828,132.177778,0.26532,0.006068
"20180801","MW1207-23","F7","1475823","10.00000","uM","1","",5.28901,6.627078,0.322298,272.85544,4.59706,303.588631,56.5,38,67.5,35.877778,0.832522,20.194074,299.378448,0.319462,176.016667,0.294338,0.00772
"20180815","MW1207-24","A7","1475827","10.00000","uM","1","",8.345728,18.15375,0.457991,224.942667,3.203222,166.839711,55,47,383.5,44.373431,0.552251,38.728763,221.910528,0.176324,125.410042,0.320897,0.008723
"20180815","MW1207-25","B7","1475827","10.00000","uM","1","",4.106998,5.963846,0.209844,236.40525,2.503,189.554875,38,28,78,35.336336,0.500138,29.372398,212.530208,0.253375,82.944444,0.372786,0.004105
"20180815","MW1207-26","C7","1475827","10.00000","uM","1","",14.136328,29.7625,0.416182,326.609921,5.347758,183.363994,82.5,71.5,158.5,64.665344,1.358098,17.386767,165.847861,0.389725,193.94709,0.403544,0.013743
"20180815","MW1207-26","A7","1475829","10.00000","uM","1","",9.680531,18.375268,0.341178,264.016447,3.096599,163.227341,78,60.5,288.5,42.73563,0.605823,23.220364,171.898867,0.266398,121.66082,0.338713,0.010912
"20180815","MW1207-24","B7","1475829","10.00000","uM","1","",2.857383,6.336923,0.270824,207.715284,1.738534,191.812636,39,26.5,65.5,40.886161,0.47057,23.331852,357.028629,0.093698,86.671875,0.315801,0.00287
"20180815","MW1207-25","C7","1475829","10.00000","uM","1","",8.297321,14.374,0.333167,255.207323,3.465838,285.640531,77,57,575,34.322418,0.440156,53.473439,68.087446,0.266243,97.572088,0.60576,0.019559
"20180815","MW1207-25","A7","1475830","10.00000","uM","1","",9.644778,18.787768,0.367457,260.158127,3.585618,222.995078,70.5,62.5,518.5,52.665242,0.597537,56.388499,182.522923,0.199846,211.594017,0.69398,0.026694
"20180815","MW1207-26","B7","1475830","10.00000","uM","1","",3.092523,6.335208,0.248241,204.807883,2.01285,216.245033,50.5,40,105,53.376667,0.531816,44.449387,208.640724,0.127715,135.11,0.471768,0.006377
"20180815","MW1207-24","C7","1475830","10.00000","uM","1","",10.559514,21.056458,0.366297,307.62361,3.964928,111.663264,84.5,61,174,48.911499,0.84018,27.191048,138.174412,0.27548,174.662145,0.376373,0.012964
"20180815","MW1207-24","D7","1475831","10.00000","uM","1","",6.250525,11.058,0.530582,413.269665,4.642994,531.1485,60,48,89,50.119048,0.726612,62.776301,193.957912,0.285421,203.744048,0.746671,0.014019
"20180815","MW1207-25","E7","1475831","10.00000","uM","1","",8.969814,13.674923,0.249642,316.920642,2.790625,220.337733,65.5,54.5,129,44.875,0.754422,26.159549,149.391738,0.284097,143.518849,0.525287,0.011856
"20180815","MW1207-26","F7","1475831","10.00000","uM","1","",13.17049,20.249538,0.343189,316.0208,6.850692,162.976658,70,58.5,201,62.641379,1.251466,35.851154,568.615455,0.445175,209.017241,0.677424,0.021248
"20180815","MW1207-26","D7","1475833","10.00000","uM","1","",7.704386,12.122769,0.236275,209.197308,2.050038,98.177615,57,32,99.5,43.862126,0.64619,27.535203,188.279258,0.1769,118.23588,0.308744,0.004431
"20180815","MW1207-24","E7","1475833","10.00000","uM","1","",7.294384,13.326,0.225426,216.98135,2.320863,162.816488,60.5,45,207,43.699187,0.602013,26.591769,272.438986,0.285319,126.096206,0.375979,0.006209
"20180815","MW1207-25","F7","1475833","10.00000","uM","1","",5.916051,9.651333,0.319019,254.705937,3.030988,258.328588,55.5,46.5,108,48.913462,0.596357,35.847689,201.040241,0.161426,160.439103,0.703987,0.010017
"20180815","MW1207-25","D7","1475836","10.00000","uM","1","",8.944978,18.335,0.523385,349.085083,7.204,220.454583,44.5,30.5,67.5,44.616667,0.555734,32.358997,287.243642,0.18088,108.811111,0.361368,0.003941
"20180815","MW1207-26","E7","1475836","10.00000","uM","1","",12.9169,15.487768,0.459308,314.786323,29.414615,119.290656,71.5,58,200,41.562929,0.634927,32.250726,110.128651,0.241812,121.162929,0.383224,0.009632
"20180815","MW1207-24","F7","1475836","10.00000","uM","1","",6.657446,11.860714,0.990453,255.320518,5.816589,321.855696,65.5,40,87.5,40.175,0.630162,24.998142,288.542532,0.20655,120.695833,0.32442,0.006226
"20180801","MW1207-21","A6","1475812","3.00000","uM","0","Fungal contamination; ",6.720184,10.190571,0.311239,244.9979,2.693725,269.811117,68,56.5,63.5,45,0.790403,20.380995,320.225893,0.208268,208.642241,0.36546,0.007327
"20180801","MW1207-22","A6","1475812","3.00000","uM","1","",7.269093,10.182351,0.355023,230.83752,5.51396,294.052469,77,55.5,111,50.794837,1.147971,22.09142,169.096667,0.311148,171.686141,0.345631,0.010334
"20180801","MW1207-23","A6","1475812","3.00000","uM","1","",6.051793,7.1375,0.127109,246.380107,1.658179,145.884786,48.5,41,123,46.949686,0.935538,37.69489,705.142033,0.427269,140.022013,0.570514,0.011346
"20180801","MW1207-21","B6","1475816","3.00000","uM","0","Fungal contamination; ",4.551308,7.2495,0.213635,402.744469,3.201219,344.661719,61.5,48,112.5,45.598039,1.210732,50.395095,813.570091,0.346526,231.252451,0.50732,0.014187
"20180801","MW1207-22","B6","1475816","3.00000","uM","1","",4.794216,8.532857,0.247338,328.513984,2.322913,282.703401,70.5,53.5,132.5,30.945455,0.755447,45.076997,132.52288,0.217421,147.238636,0.359777,0.008127
"20180801","MW1207-23","B6","1475816","3.00000","uM","1","",6.087124,10.333091,0.258814,155.874527,3.034688,170.827545,62.5,41,97.5,27.175,0.643853,12.881884,206.050568,0.162096,80.833333,0.08627,0.001837
"20180801","MW1207-21","C6","1475817","3.00000","uM","0","Fungal contamination; ",5.238434,7.928,0.254431,305.071857,3.265982,326.269786,53.5,45.5,100.5,36.946864,1.084338,26.754362,667.377981,0.426109,141.057491,0.289044,0.006409
"20180801","MW1207-22","C6","1475817","3.00000","uM","1","",11.569982,16.314261,0.339743,291.200014,4.70105,238.49255,83.5,65.5,133.5,38.443548,1.475375,10.143847,105.027857,0.529805,127.409946,0.146424,0.006914
"20180801","MW1207-23","C6","1475817","3.00000","uM","1","",3.109133,6.972885,0.325221,315.470214,2.323929,289.4595,45.5,19.5,20,23.05,0.502708,6.809,2112.475,0.053113,71.75,0.046764,0.000799
"20180801","MW1207-21","D6","1475818","3.00000","uM","0","Fungal contamination; ",7.648936,8.841429,0.17672,218.780031,2.39825,180.290813,61,49,81,26.889706,1.364076,11.716575,216.438636,0.478067,96.522059,0.24692,0.006969
"20180801","MW1207-22","D6","1475818","3.00000","uM","1","",3.833652,8.004107,0.219311,341.743174,2.717076,366.662192,75,65,81,24.545977,1.308772,21.645089,189.3875,0.400954,110.62069,0.257929,0.006893
"20180801","MW1207-23","D6","1475818","3.00000","uM","1","",3.363902,3.395833,0.258366,194.938591,2.573091,151.927,44.5,19,43.5,24.416667,0.662495,26.442469,479.475,0.207038,112.811404,0.168645,0.002211
"20180801","MW1207-21","E6","1475820","3.00000","uM","0","Fungal contamination; ",2.884667,3.609375,0.193613,197.87375,4.2559,241.680575,49,32.5,78,28.869792,0.688285,26.02536,223.341202,0.206605,109.546875,0.249967,0.002876
"20180801","MW1207-22","E6","1475820","3.00000","uM","1","",4.454083,7.8975,0.230825,336.062094,2.959406,435.807375,61,53,124,42.495006,1.129096,32.445224,148.136178,0.479791,149.390122,0.474073,0.012817
"20180801","MW1207-23","E6","1475820","3.00000","uM","1","",4.011656,7.9825,0.198196,258.585303,2.185591,188.778263,51.5,39,85,24.72967,0.711531,21.746904,198.688235,0.217067,86.435165,0.249175,0.001902
"20180801","MW1207-21","F6","1475823","3.00000","uM","0","Fungal contamination; ",4.983256,7.144154,0.129997,231.2044,1.6611,208.09815,63,47.5,83.5,38.969457,0.811351,34.367062,215.521591,0.347225,179.116516,0.576673,0.010668
"20180801","MW1207-22","F6","1475823","3.00000","uM","1","",9.920962,14.835433,0.27644,309.941927,3.581542,224.065156,90,76,136,53.800595,1.460078,17.913113,415.925,0.509483,192.668155,0.297956,0.014998
"20180801","MW1207-23","F6","1475823","3.00000","uM","1","",6.299298,9.700714,0.312132,184.6755,4.698083,112.064,48,33,53,43.414773,0.653055,16.415462,316.571429,0.115309,189.909091,0.249641,0.004602
"20180815","MW1207-24","A6","1475827","3.00000","uM","1","",7.391293,15.223125,0.410193,181.443656,3.995156,125.757625,59.5,36.5,110.5,49.835253,0.504448,15.865353,307.399658,0.133519,116.831797,0.270055,0.00512
"20180815","MW1207-25","B6","1475827","3.00000","uM","1","",7.770325,14.399693,0.474121,264.303982,4.259911,161.846098,61.5,45.5,122.5,49.711538,0.584531,22.632923,231.28342,0.229635,143.192308,0.392781,0.0074
"20180815","MW1207-26","C6","1475827","3.00000","uM","1","",7.21909,15.108857,0.425232,247.30297,3.412298,239.39081,71.5,59,119,55.084203,0.878101,25.696636,218.01125,0.227205,182.57228,0.408619,0.008003
"20180815","MW1207-26","A6","1475829","3.00000","uM","1","",13.19317,22.924583,0.410649,400.302781,37.458875,92.844208,79.5,67.5,377,39.307111,0.61947,34.381108,64.262726,0.32078,120.826008,0.489971,0.016721
"20180815","MW1207-24","B6","1475829","3.00000","uM","1","",6.027461,12.222,0.304087,350.082429,2.854714,168.363321,54,40.5,94,45.445591,0.539642,35.48503,203.938958,0.167901,145.381801,0.572001,0.009963
"20180815","MW1207-25","C6","1475829","3.00000","uM","1","",7.150401,14.397381,0.323364,266.653694,3.181694,340.248611,49.5,42.5,124,40.344262,0.997897,26.845213,183.806667,0.358895,157.001261,0.491145,0.013512
"20180815","MW1207-25","A6","1475830","3.00000","uM","1","",9.76545,17.088,0.388994,313.376874,4.58705,141.169852,81,63.5,520,63.594863,1.227117,54.886163,424.836869,0.371328,185.80937,0.728164,0.027585
"20180815","MW1207-26","B6","1475830","3.00000","uM","1","",13.711915,28.012857,0.460724,335.346888,6.064006,122.034312,87.5,59.5,384,53.654658,1.15136,31.167294,661.96892,0.420927,157.528882,0.435827,0.015255
"20180815","MW1207-24","C6","1475830","3.00000","uM","1","",2.875996,6.984276,0.271036,310.600283,2.124687,282.835561,61,43,87.5,49.357143,0.696343,57.455855,196.386199,0.168669,166.471429,0.658023,0.007957
"20180815","MW1207-24","D6","1475831","3.00000","uM","1","",8.219396,18.512679,0.220194,244.908571,3.241821,104.602143,67,56,464,35.145994,0.683893,41.025568,57.013325,0.349423,97.725924,0.520205,0.01646
"20180815","MW1207-25","E6","1475831","3.00000","uM","1","",8.251984,20.938364,0.460666,322.701922,3.8839,208.459656,52,47,76.5,46.589744,0.735342,40.144894,199.698429,0.142747,183.153846,0.718249,0.009774
"20180815","MW1207-26","F6","1475831","3.00000","uM","1","",14.509995,35.167231,0.762504,442.007064,6.808005,138.227879,72,66,240,55.520833,1.053838,35.316172,559.670489,0.388068,154.722222,0.640465,0.017579
"20180815","MW1207-26","D6","1475833","3.00000","uM","1","",8.72851,15.699375,0.533846,368.305226,5.435421,343.853796,85,67.5,310.5,62.389464,1.063489,36.866402,419.388793,0.419724,170.59125,0.605191,0.016798
"20180815","MW1207-24","E6","1475833","3.00000","uM","1","",4.936496,7.40642,0.196367,207.682125,2.93625,146.00925,63.5,38,87,53.378788,0.801405,27.230906,189.359487,0.252641,168.833333,0.383874,0.006693
"20180815","MW1207-25","F6","1475833","3.00000","uM","1","",5.945229,8.907429,0.576809,205.464044,4.13372,241.463522,56,41,130,41.921429,0.511931,28.097904,244.344203,0.174711,115.321429,0.411503,0.007768
"20180815","MW1207-25","D6","1475836","3.00000","uM","1","",4.778457,8.227,0.196157,217.416464,2.422782,187.476079,58.5,43.5,365,41.761212,0.509529,43.951573,221.433594,0.274606,138.569697,0.474908,0.010435
"20180815","MW1207-26","E6","1475836","3.00000","uM","1","",4.687493,7.4745,0.178496,203.92805,2.134217,174.90275,48.5,40,104.5,47.990385,0.648215,30.440249,199.90656,0.193864,140.252404,0.521075,0.007319
"20180815","MW1207-24","F6","1475836","3.00000","uM","1","",9.870918,15.499375,0.210054,207.495125,2.409885,142.804417,82.5,61.5,349.5,40.812176,0.62165,33.033754,95.015659,0.23956,119.196351,0.429227,0.011155
"20180801","MW1207-21","A8","1475812","30.00000","uM","0","Fungal contamination; ",12.192957,11.199692,0.462808,335.167182,52.732864,185.233864,57,33,38.5,43.619318,0.844025,11.074117,425.183214,0.180839,149.3125,0.189493,0.001775
"20180801","MW1207-22","A8","1475812","30.00000","uM","1","",6.664107,9.662,0.22867,208.0778,2.270491,191.766945,72.5,50,55.5,25.919192,0.900884,7.010961,310.709821,0.213123,89.393939,0.122556,0.003284
