"date","Plate.SN","well","DIV","trt","dose","units","file.name","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","mi","wllq","wllq_notes"
"20180801","MW1207-21","B1",9,"1475816",0.03,"uM","ON_20180801_MW1207-21_09_00(000).h5",1.38617184302944,2.60727272727273,0.0455891319948548,61.0667,0.5806,73.5584,11,10,8,10.5,0.109499007936508,2.70016605299256,113.507142857143,0.0172924825934162,46.75,0.0864634832268196,0.000103291733348221,0,"Fungal contamination; "
"20180801","MW1207-21","B2",12,"1475816",0,"uM","ON_20180801_MW1207-21_12_00(000).h5",1.29063606786698,3.14142857142857,0.0415375187054628,72.9897692307692,0.587230769230769,23.3370769230769,14,13,50,6.76,0.237816666666667,8.01811727261599,17.1459183673469,0.0594149933931604,26.2,0.0643869005863014,0.00233513687049118,0,"Fungal contamination; "
"20180801","MW1207-21","B2",5,"1475816",0,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B2",7,"1475816",0,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.445933893278152,0.04,NA,0,NA,NA,3,0,1,8,0.0733333333333334,0.809418690213392,NA,NA,11,0.0083188436002292,3.5537170327074e-06,0,"Fungal contamination; "
"20180801","MW1207-21","B2",9,"1475816",0,"uM","ON_20180801_MW1207-21_09_00(000).h5",0.433669866186568,0.564,0.022905426173609,51.4178571428571,0.257714285714286,96.1875714285714,10,7,16,6.125,0.112864583333333,9.27731932983246,55.74,0.0224231583950033,23.1875,0.0630305151669846,2.12100732090159e-06,0,"Fungal contamination; "
"20180801","MW1207-21","B3",12,"1475816",0.1,"uM","ON_20180801_MW1207-21_12_00(000).h5",1.26416779037137,2.4825,0.0362265363700648,73.4606875,0.7768125,32.98025,16,16,53,6.07547169811321,0.253238993710692,7.44891232696111,16.8307692307692,0.0869414268849837,25.5849056603774,0.0669509573627653,0.0028565753919042,0,"Fungal contamination; "
"20180801","MW1207-21","B3",5,"1475816",0.1,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B3",7,"1475816",0.1,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.480841924375715,0.705,0.113154934497816,22.379,0.648,21.986,4,1,0,NA,NA,0,NA,NA,NA,0.00501335041155185,0,0,"Fungal contamination; "
"20180801","MW1207-21","B3",9,"1475816",0.1,"uM","ON_20180801_MW1207-21_09_00(000).h5",1.21821411591816,1.87384615384615,0.0502049274105352,39.5256363636364,0.673,50.4824545454545,13,11,24,6.45833333333333,0.191433531746032,3.44012787546042,36.5347826086957,0.0966645231302607,20.625,0.0221488377793502,0.000450440623913337,0,"Fungal contamination; "
"20180801","MW1207-21","B4",12,"1475816",0.3,"uM","ON_20180801_MW1207-21_12_00(000).h5",1.29357257841372,1.89428571428571,0.0365572762524658,59.2461666666667,0.753166666666667,31.9576666666667,14,12,39,6.51282051282051,0.33045405982906,7.6256710590532,19.3697368421053,0.0959850757060875,32.0512820512821,0.0599906553708492,0.00254400220027603,0,"Fungal contamination; "
"20180801","MW1207-21","B4",5,"1475816",0.3,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B4",7,"1475816",0.3,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.504453457346216,0.15,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.0211432985789628,0,0,"Fungal contamination; "
"20180801","MW1207-21","B4",9,"1475816",0.3,"uM","ON_20180801_MW1207-21_09_00(000).h5",1.54433238139545,2.22666666666667,0.0691820473379116,38.6745,1.3025,44.1958333333333,9,6,12,6.75,0.120277777777778,2.23147638877976,73.5909090909091,0.0215924817786255,23.6666666666667,0.0217496735245029,0.000178310261663039,0,"Fungal contamination; "
"20180801","MW1207-21","B5",12,"1475816",1,"uM","ON_20180801_MW1207-21_12_00(000).h5",0.857111872988332,2.448,0.0414427881955815,67.6367333333333,0.4544,42.679,15,15,29,6.96551724137931,0.216637931034483,6.63511187607573,31.3339285714286,0.0617723446007295,26.5862068965517,0.0741752656428157,0.00124395760432203,0,"Fungal contamination; "
"20180801","MW1207-21","B5",5,"1475816",1,"uM","ON_20180801_MW1207-21_05_00(000).h5",0.303411384226307,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B5",7,"1475816",1,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.13722467396973,0.01,NA,0,NA,NA,6,0,0,NA,NA,0,NA,NA,NA,0.0122537562267514,0,0,"Fungal contamination; "
"20180801","MW1207-21","B5",9,"1475816",1,"uM","ON_20180801_MW1207-21_09_00(000).h5",1.08111908736749,1.60909090909091,0.0648568824641195,44.5988888888889,0.696333333333333,58.865,11,9,11,7.63636363636364,0.151772186147186,2.12469845982557,80.725,0.0465274118916316,20.8181818181818,0.0267879261433491,0.000145819033141962,0,"Fungal contamination; "
"20180801","MW1207-21","B6",12,"1475816",3,"uM","ON_20180801_MW1207-21_12_00(000).h5",1.39132068117394,2.475,0.0364380361140405,73.7831875,0.8466875,29.9559375,16,16,51,8.50980392156863,0.281344537815126,12.4382330920888,16.674,0.0750715401208815,48.8627450980392,0.11664763003316,0.00654641947286652,0,"Fungal contamination; "
"20180801","MW1207-21","B6",5,"1475816",3,"uM","ON_20180801_MW1207-21_05_00(000).h5",0.131144847394521,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B6",7,"1475816",3,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.230448561792082,0.276,0.0393369565217391,78.095,0.3145,65.53,5,2,3,6,0.0972222222222222,2.63381478334749,296.325,0.0150077140658225,10.3333333333333,0.0450062100049227,0,0,"Fungal contamination; "
"20180801","MW1207-21","B6",9,"1475816",3,"uM","ON_20180801_MW1207-21_09_00(000).h5",0.670227167009321,1.194,0.0321214142413823,54.351875,0.520875,67.467125,10,8,12,8.33333333333333,0.237708333333333,10.5880462724936,78.3636363636364,0.0815613691918206,54.9166666666667,0.0969342729814955,0.00174701866866071,0,"Fungal contamination; "
"20180801","MW1207-21","B7",12,"1475816",10,"uM","ON_20180801_MW1207-21_12_00(000).h5",0.66936567435679,1.72285714285714,0.035543987301384,68.808,0.439214285714286,37.8191428571429,14,14,42,7.38095238095238,0.230537131519274,15.3926945968024,21.0292682926829,0.0807226122457324,31.4047619047619,0.102071969544601,0.00207127047407804,0,"Fungal contamination; "
"20180801","MW1207-21","B7",5,"1475816",10,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B7",7,"1475816",10,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.0944461318820007,0.06,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B7",9,"1475816",10,"uM","ON_20180801_MW1207-21_09_00(000).h5",0.487225816866027,0.67,0.0318449865945189,41.9894,0.44,79.8052,6,6,14,7.14285714285714,0.115565476190476,11.3698630136986,57.9153846153846,0.0462852450434278,23.7142857142857,0.0441971060897072,0.000452291314023613,0,"Fungal contamination; "
"20180801","MW1207-21","B8",12,"1475816",30,"uM","ON_20180801_MW1207-21_12_00(000).h5",0.9333341629637,1.928,0.0315400224172982,64.0294,0.573466666666667,41.9830666666667,15,15,22,10.7272727272727,0.283345508658009,9.70243748021526,40.1642857142857,0.0956084091026895,55.7272727272727,0.121814264110264,0.0033102820694918,0,"Fungal contamination; "
"20180801","MW1207-21","B8",5,"1475816",30,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","B8",7,"1475816",30,"uM","ON_20180801_MW1207-21_07_00(000).h5",2.50337806035468,1.05,0.0748480892146858,69.7293333333333,11.9106666666667,28.8943333333333,4,3,0,NA,NA,0,NA,NA,NA,0.017151405949838,2.55521085068544e-07,0,"Fungal contamination; "
"20180801","MW1207-21","B8",9,"1475816",30,"uM","ON_20180801_MW1207-21_09_00(000).h5",2.43634276112027,3.41076923076923,0.0676435589296931,32.5621666666667,0.91525,50.2258333333333,13,12,18,9.5,0.187354497354497,2.03475159948257,48.3558823529412,0.0560216852145516,32.3333333333333,0.0288499408159556,0.000856942568492114,0,"Fungal contamination; "
"20180801","MW1207-21","C1",12,"1475817",0.03,"uM","ON_20180801_MW1207-21_12_00(000).h5",1.27177890824792,3.516,0.045195689861587,74.4947333333333,0.659733333333333,26.6016666666667,15,15,42,7.19047619047619,0.279146825396825,6.52136006974717,20.759756097561,0.0984939930650235,26.7142857142857,0.0671028867983233,0.00182387824715987,0,"Fungal contamination; "
"20180801","MW1207-21","C1",5,"1475817",0.03,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","C1",7,"1475817",0.03,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.196987646496744,0.145714285714286,0.0467482352941175,30.216,0.199,105.231,7,1,0,NA,NA,0,NA,NA,NA,0.0333736694722459,0,0,"Fungal contamination; "
"20180801","MW1207-21","C1",9,"1475817",0.03,"uM","ON_20180801_MW1207-21_09_00(000).h5",0.449077387267242,1.05,0.0441672272895357,63.2402727272727,0.410181818181818,91.3874545454545,12,11,8,7.75,0.195260416666667,4.89779396883222,115.935714285714,0.0737262665268768,30.25,0.062262327201617,1.28712761624378e-05,0,"Fungal contamination; "
"20180801","MW1207-21","C2",12,"1475817",0,"uM","ON_20180801_MW1207-21_12_00(000).h5",2.13415004517041,3.952,0.0487604594940965,68.1576666666667,0.939866666666667,21.3143333333333,15,15,44,7.18181818181818,0.324820075757576,4.3799417394923,20.0883720930233,0.124820329456906,28.7045454545455,0.0591875074194286,0.00390457317832571,0,"Fungal contamination; "
"20180801","MW1207-21","C2",5,"1475817",0,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","C2",7,"1475817",0,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.129631945720393,0.14,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.00369942907478294,0,0,"Fungal contamination; "
"20180801","MW1207-21","C2",9,"1475817",0,"uM","ON_20180801_MW1207-21_09_00(000).h5",1.47882043421806,2.98714285714286,0.0623542605177443,42.1501818181818,0.710909090909091,36.3941818181818,14,11,21,6.47619047619048,0.232202380952381,3.46935492519706,41.8275,0.148177888053301,30.8095238095238,0.0259817003720765,0.000851315277856102,0,"Fungal contamination; "
"20180801","MW1207-21","C3",12,"1475817",0.1,"uM","ON_20180801_MW1207-21_12_00(000).h5",0.822593323786658,1.868,0.0314548963546343,71.5235714285714,0.458785714285714,33.5985714285714,15,14,36,8.08333333333333,0.221733630952381,11.2655843573415,25.0071428571429,0.0579011659308026,34.8888888888889,0.0925400094353427,0.00292707956661646,0,"Fungal contamination; "
"20180801","MW1207-21","C3",5,"1475817",0.1,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","C3",7,"1475817",0.1,"uM","ON_20180801_MW1207-21_07_00(000).h5",1.59447293236084,2.12,0.116861885057471,27.132,1.082,8.505,3,1,0,NA,NA,0,NA,NA,NA,0.00251396134176712,1.10129642780232e-06,0,"Fungal contamination; "
"20180801","MW1207-21","C3",9,"1475817",0.1,"uM","ON_20180801_MW1207-21_09_00(000).h5",1.07320236229298,1.6875,0.070182406639448,40.8244285714286,0.762,60.5844285714286,8,7,8,7.125,0.16265625,2.76872964169381,103.835714285714,0.0709151969169503,27.625,0.0346394565795359,0.000377694935659234,0,"Fungal contamination; "
"20180801","MW1207-21","C4",12,"1475817",0.3,"uM","ON_20180801_MW1207-21_12_00(000).h5",0.934741571622138,2.144,0.0414869126857915,64.4222142857143,0.613928571428571,28.4692142857143,15,14,29,10.0344827586207,0.210070470717022,11.3560929350403,28.8053571428571,0.0446755477864755,49.551724137931,0.119234451300329,0.00306106170511237,0,"Fungal contamination; "
"20180801","MW1207-21","C4",5,"1475817",0.3,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","C4",7,"1475817",0.3,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.515935143967165,0.12,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00115395068139828,3.67120545486516e-06,0,"Fungal contamination; "
"20180801","MW1207-21","C4",9,"1475817",0.3,"uM","ON_20180801_MW1207-21_09_00(000).h5",0.37111384910662,0.588,0.0428451667872011,45.7411666666667,0.339666666666667,83.222,10,6,7,10,0.10781320861678,6.002886002886,136.866666666667,0.0156119758193886,29.7142857142857,0.0464852868466028,5.21067827741889e-05,0,"Fungal contamination; "
"20180801","MW1207-21","C5",12,"1475817",1,"uM","ON_20180801_MW1207-21_12_00(000).h5",0.740445102617869,1.964,0.0432090888159831,68.7558,0.519533333333333,40.7818666666667,15,15,17,7.82352941176471,0.241439075630252,5.41106128550075,54.0625,0.0490173160916364,31.9411764705882,0.0720151807049286,0.00139103154572807,0,"Fungal contamination; "
"20180801","MW1207-21","C5",5,"1475817",1,"uM","ON_20180801_MW1207-21_05_00(000).h5",0.394545939195381,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","C5",7,"1475817",1,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.405007236129286,0.06,NA,0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,0.00186261196577993,4.92345572035424e-06,0,"Fungal contamination; "
"20180801","MW1207-21","C5",9,"1475817",1,"uM","ON_20180801_MW1207-21_09_00(000).h5",0.424077202821437,1.04666666666667,0.0411732072363491,59.587125,0.37225,81.175625,9,9,8,5.75,0.17953125,4.65998374424275,115.321428571429,0.0608151626074962,21.5,0.0288995969967106,1.09712677484608e-07,0,"Fungal contamination; "
"20180801","MW1207-21","C6",12,"1475817",3,"uM","ON_20180801_MW1207-21_12_00(000).h5",1.4802976121164,2.532,0.0376382362284503,73.3950714285714,0.796071428571429,26.2013571428571,15,14,41,6.51219512195122,0.293556910569106,5.65124057710549,21.6725,0.0763905295155182,27.609756097561,0.0565428678251701,0.00324679289770464,0,"Fungal contamination; "
"20180801","MW1207-21","C6",5,"1475817",3,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","C6",7,"1475817",3,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.134817223549209,0.28,0.0457391304347829,37.584,0.21,82.027,3,1,2,6,0.0674999999999997,3.6036036036036,234.55,0.0176776695296637,10,0.0471856589932787,0,0,"Fungal contamination; "
"20180801","MW1207-21","C6",9,"1475817",3,"uM","ON_20180801_MW1207-21_09_00(000).h5",1.09934144403021,1.428,0.0425981842658421,47.9245,0.66075,49.1655,10,9,14,6.07142857142857,0.203601190476191,4.42811755361398,66.3076923076923,0.110467345305369,31.8571428571429,0.0439434545950733,0.000615331447152248,0,"Fungal contamination; "
"20180801","MW1207-21","C7",12,"1475817",10,"uM","ON_20180801_MW1207-21_12_00(000).h5",1.35444564839613,1.772,0.0415403721742221,59.1274285714286,0.820142857142857,41.2256428571429,15,14,12,9.25,0.37421626984127,3.4052522610875,75.7,0.127164849443817,52.0833333333333,0.0590451625092693,0.00223520132826956,0,"Fungal contamination; "
"20180801","MW1207-21","C7",5,"1475817",10,"uM","ON_20180801_MW1207-21_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
"20180801","MW1207-21","C7",7,"1475817",10,"uM","ON_20180801_MW1207-21_07_00(000).h5",0.114446489221719,0.66,0.0464786206896546,66.019,0.27,75.715,1,1,0,NA,NA,0,NA,NA,NA,0,0,0,"Fungal contamination; "
