date,Plate.SN,DIV,well,wllq,wllq_notes,affected_endpoints
20211124,MW78-6217,,all,0,CTB incubation time is less than one hour,CTB
20220330,MW78-7118,,A8,0,cell debris,LDH
20220413,MW78-7205,,D7,0,cell debris,LDH
