"date","Plate.SN","DIV","well","trt","dose","units","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","file.name"
"20191113","MW70-2518","5","A1","84","0.03","uM",1.79894021864979,0.012,NA,0,NA,NA,5,0,0,NA,NA,0,NA,NA,NA,0.00270806078576338,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","A2","84","0","uM",0.253710942922608,0.04,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.0031283491283748,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","A3","84","0.1","uM",0.647796261564441,1.68,0.0841435897435899,29.989,0.394,17.277,2,1,0,NA,NA,0,NA,NA,NA,-0.000672820446041015,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","A4","84","0.3","uM",0.474457982312206,0,NA,0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,0.000293318741425214,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","A5","84","1","uM",0.277044942052717,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00250073271785646,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","A6","84","3","uM",0.590294620850959,2.025,0.0775973722627739,39.032,0.351,7.067,4,1,0,NA,NA,0,NA,NA,NA,0.00236143235079062,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","A7","84","10","uM",2.06728120864604,0.6,0.133379547511313,7.933,1.734,37.426,2,1,0,NA,NA,0,NA,NA,NA,-1.79561652537957e-05,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","B1","82","0.03","uM",0.537793122808215,0.02,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00234295045546724,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","B2","82","0","uM",0.329453844860818,0.015,NA,0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,0.000407864771908041,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","B3","82","0.1","uM",0.147781994490687,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","B4","82","0.29","uM",1.0166956763833,0.18,0.159563943661972,2.982,0.871,40.89,5,1,0,NA,NA,0,NA,NA,NA,-0.000798216073989978,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","B5","82","0.97","uM",0.236673419748243,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00234008745058121,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","B6","82","2.91","uM",0.103336281861909,0.18,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","C2","83","0","uM",0.179264374269405,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.000223653591592926,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","C3","83","0.1","uM",1.41381811872143,1.296,0.0594577777777771,33.789,0.337,9.854,5,1,0,NA,NA,0,NA,NA,NA,0.000217609228686915,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","C5","83","1","uM",0.290841632014567,0.105,NA,0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,-0.00158269911341169,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","C7","83","10","uM",0.885210443189831,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.00143891191108847,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","C8","83","30","uM",0.272970751728412,0.16,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.000715328458093711,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","D2","90","0","uM",0.462235411339292,0.27,0.0318994871794886,6.483,0.156,88.56,2,1,0,NA,NA,0,NA,NA,NA,-0.00246479561584026,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","D3","90","0.1","uM",0.351121129767347,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","D5","90","1","uM",0.110558710164086,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00110678980975434,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","D6","90","3","uM",1.41004023314799,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00254043387052501,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","D7","90","10","uM",5.82349949718565,0.18,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","D8","90","30","uM",0.236673419748243,0.33,0.0401333333333278,17.162,0.169,76.187,2,1,0,NA,NA,0,NA,NA,NA,0.00304209026488416,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","E3","88","0.04","uM",0.327787130637239,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.001542349278211,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","E4","88","0.13","uM",0.205191039969526,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.0020490268021988,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","E6","88","1.28","uM",0.158893422647882,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","E7","88","4.28","uM",0.173893850660094,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.00474424376623116,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","E8","88","12.84","uM",0.251673847760456,0.03,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00232720128773426,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","F1","89","0.03","uM",0.926137536902164,0.045,NA,0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,-0.0012351891076435,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","F2","89","0","uM",0.153337708569285,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","F3","89","0.1","uM",2.16339506220578,0.12,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","F4","89","0.3","uM",3.3812075882343,2.34,0.171657119723878,49.515,4.582,51.3085,3,2,0,NA,NA,0,NA,NA,NA,-0.00134558770685904,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","F6","89","3","uM",0.107780853124787,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","5","F7","89","10","uM",0.167412184235064,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00163639168782754,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","05","A8","84","30","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","05","B7","82","9.69","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","05","B8","82","29.08","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
"20191113","MW70-2518","05","C1","83","0.03","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191113_MW70-2518_05_00_000.h5"
