"date","Plate.SN","DIV","well","trt","dose","units","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","file.name"
"20191016","MW70-2413","9","A1","49","0.02","uM",2.67875939793516,2.22,0.112555586432366,47.115,2.727,6.227,3,1,0,NA,NA,0,NA,NA,NA,-0.00226029767406134,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","A2","49","0","uM",0.876214895241571,0.406666666666667,0.0540912649566114,24.236,0.7785,61.332,9,2,4,12.75,0.32671875,3.35718216840947,219.783333333333,0.0206998326784703,61,0.184494377138131,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","A3","49","0.08","uM",2.33042556799064,2.435,0.105700661424283,78.0565,3.77425,7.59125,12,4,4,13.75,0.411145833333333,1.47370071333386,219.216666666667,0.0662691053863242,94,0.0850718229729822,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","A4","49","0.23","uM",0.996272599956852,1.40769230769231,0.0596835494184045,59.48075,1.63825,35.27075,13,4,5,14.8,0.380404761904762,2.87878787878788,183.55,0.0561426350009743,68.4,0.208908428796234,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","A5","49","0.76","uM",2.08482951094053,1.28142857142857,0.095673371416807,72.163,7.44033333333333,26.7606666666667,14,3,5,14.8,0.363666666666667,1.69809903073108,114.5875,0.050193548998961,90.4,0.191757572751179,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","A6","49","2.27","uM",1.09579293355928,1.084,0.0310206908790155,53.2312857142857,0.557428571428571,73.9062142857143,15,14,9,15.6666666666667,0.326182359307359,5.2122908751583,90.93125,0.0195413550579375,86.8888888888889,0.163471827927702,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","A7","49","7.56","uM",0.614984336994209,0.012,NA,0,NA,NA,5,0,0,NA,NA,0,NA,NA,NA,-0.000402155393173583,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","B1","50","0.03","uM",1.69731580041228,1.33333333333333,0.0948285127418211,50.213,12.1153333333333,12.034,9,3,6,11.6666666666667,0.347103174603175,3.02274185499394,152.88,0.0236037136604363,70.6666666666667,0.204078712151504,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","B2","50","0","uM",1.79255703184608,0.769090909090909,0.0792909411506143,24.8596,4.2534,50.994,11,5,6,13.5,0.565383597883598,3.27561486710047,144.46,0.114011925870861,99,0.129938743068426,"NFA_20191016_MW70-2413_09_00_000.h5"
"20191016","MW70-2413","9","B3","50","0.1","uM",0.976857018022428,1.08923076923077,0.0395717117592884,52.422,0.8955,68.565,13,6,7,15.8571428571429,0.323582112332112,6.32532695102145,135.641666666667,0.0206207086758762,105.714285714286,0.2051778189249,"NFA_20191016_MW70-2413_09_00_000.h5"
