"date","Plate.SN","DIV","well","trt","dose","units","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","file.name"
"20191016","MW70-2416","9","A1","61","0.03","uM",2.68967822961744,5.12142857142857,0.0759151335657708,37.9163636363636,0.997272727272727,33.3468181818182,14,11,7,13.5714285714286,0.342083333333333,0.411679948245949,129.616666666667,0.0464391776652237,20,0.0120463229031767,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","A2","61","0","uM",1.82771872434758,2.55692307692308,0.0996900317011433,41.563,1.565,24.2831666666667,13,6,3,15.3333333333333,0.395252525252525,1.15944717558668,343,0.0421262759473388,83.3333333333333,0.03576742461812,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","A3","61","0.1","uM",3.28765749244161,1.1,0.0933857084084614,63.4065,18.763,21.97475,6,4,3,13.6666666666667,0.145694444444444,0.953708867819297,226.35,0.0481692217059096,57,0.0160839838910457,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","A4","61","0.3","uM",0.785892958272286,0.6,0.0431118360930363,43.7548,0.9118,59.4526,14,5,4,16,0.5875,5.62537402752843,219.866666666667,0.0270030862433661,141,0.169682037723642,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","A5","61","1","uM",0.683634145302256,1.1175,0.0810644630255589,28.3275,1.055,48.532,8,2,5,9.2,0.492833333333333,6.3181267662495,178.875,0.0424901949473836,62.6,0.276018583290389,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","A6","61","3","uM",0.568100113442491,2.1,0.0523729392446631,75.338,0.532,14.452,2,1,3,7.33333333333333,0.213333333333333,8.65298840321142,295.65,0.0656854879964619,32.3333333333333,0.184740035014104,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","A7","61","10","uM",0.200462409821504,0.06,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.00198574736359357,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","A8","61","30","uM",0.186407849723318,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","B1","62","0.0150432","uM",1.43356513001504,2.69076923076923,0.0878416074382622,46.795,0.924,41.678,13,5,4,15.25,0.336026785714286,1.98722498225692,257.866666666667,0.0362068341986297,84,0.0405799099755549,"NFA_20191016_MW70-2416_09_00_000.h5"
"20191016","MW70-2416","9","B2","62","0","uM",1.16623788634295,1.05428571428571,0.0756467025906506,27.8198,0.8984,44.128,14,5,4,16,0.430902777777778,3.96675226381944,261.816666666667,0.0396806795198936,146.75,0.099567739255432,"NFA_20191016_MW70-2416_09_00_000.h5"
