"date","plate.SN","well","treatment","dose","units","NHEERL_MEA_dev_firing_rate_mean","NHEERL_MEA_dev_burst_rate","NHEERL_MEA_dev_per_burst_interspike_interval","NHEERL_MEA_dev_per_burst_spike_percent","NHEERL_MEA_dev_burst_duration_mean","NHEERL_MEA_dev_interburst_interval_mean","NHEERL_MEA_dev_active_electrodes_number","NHEERL_MEA_dev_bursting_electrodes_number","NHEERL_MEA_dev_network_spike_number","NHEERL_MEA_dev_network_spike_peak","NHEERL_MEA_dev_spike_duration_mean","NHEERL_MEA_dev_per_network_spike_spike_percent","NHEERL_MEA_dev_per_network_spike_interspike_interval_mean","NHEERL_MEA_dev_network_spike_duration_std","NHEERL_MEA_dev_per_network_spike_spike_number_mean","NHEERL_MEA_dev_correlation_coefficient_mean","NHEERL_MEA_dev_mutual_information_norm"
"20140212","MW1007-27","D7","Loperamide","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140402","MW1007-27","D7","Loperamide","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140423","MW1007-38","D7","Loperamide","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140205","MW1007-26","E7","Mevastatin","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140212","MW1007-27","E7","Mevastatin","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140402","MW1007-27","E7","Mevastatin","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140423","MW1007-38","E7","Mevastatin","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140212","MW1007-27","F7","Sodium Orthovanadate","30.00000","uM",7.644754,17.16,0.57215,163.089167,4.099833,27.077833,28.5,12,0,0,0,0,0,0,0,0.001156,4.5e-05
"20140402","MW1007-27","F7","Sodium Orthovanadate","30.00000","uM",7.767948,22.170536,0.609793,390.502396,4.066271,202.154396,90.5,63,207,50.398504,0.749576,45.464824,86.339935,0.20558,142.084402,0.572777,0.010143
"20140423","MW1007-38","F7","Sodium Orthovanadate","30.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
