"date","Plate.SN","DIV","well","trt","dose","units","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","file.name"
"20190710","MW69-0212","5","A1","L-Glufosinate Ammonium","0.03","uM",0.112235939948216,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","A2","L-Glufosinate Ammonium","0","uM",0.225583126826612,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.00306973855204013,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","A3","L-Glufosinate Ammonium","0.1","uM",0.191134471991021,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","A4","L-Glufosinate Ammonium","0.3","uM",0.161130804876152,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","A5","L-Glufosinate Ammonium","1","uM",0.146684594783807,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","A6","L-Glufosinate Ammonium","3","uM",0.332262832123926,0.06,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","A7","L-Glufosinate Ammonium","10","uM",0.370600851215149,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.00247399192473041,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","B1","Glufosinate Ammonium","0.03","uM",0.242251830779317,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00217588975724436,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","B2","Glufosinate Ammonium","0","uM",0.176688261898677,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","B3","Glufosinate Ammonium","0.1","uM",0.0900110013446088,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","B4","Glufosinate Ammonium","0.3","uM",0.963451088466368,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","B6","Glufosinate Ammonium","3","uM",0.611185811599195,0.06,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","B8","Glufosinate Ammonium","30","uM",0.108902199157675,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","C2","Glyphosate","0","uM",0.132238384691462,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","C5","Glyphosate","1","uM",0.150018335574348,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","C6","Glyphosate","3","uM",1.62464301192368,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","C8","Glyphosate","30","uM",0.215581904454989,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","D1","Loperamide","0.03","uM",0.144462100923446,0.21,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00113857453609666,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","D2","Loperamide","0","uM",0.189282393774054,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00163217797484982,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","D3","Loperamide","0.1","uM",0.53228727955639,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","E1","3 Glufosinate-P Technical","0.03","uM",0.435608796630699,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","E2","3 Glufosinate-P Technical","0","uM",0.115569680738757,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","E3","3 Glufosinate-P Technical","0.1","uM",1.19070108568825,0.12,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00520936169803165,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","E4","3 Glufosinate-P Technical","0.3","uM",0.25003055929058,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.0019354655623912,"NFA_20190710_MW69-0212_05_00(000).h5"
"20190710","MW69-0212","5","E5","3 Glufosinate-P Technical","1","uM",0.345597795286091,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190710_MW69-0212_05_00(000).h5"
