date,Plate.SN,DIV,well,trt,dose,units,file.name,Mutual Information
20190710,MW69-0210,05,A1,L-Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,A2,L-Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,A3,L-Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,A4,L-Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,A5,L-Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0210_05_00(000).h5,7.36804162958932e-06
20190710,MW69-0210,05,A6,L-Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,A7,L-Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,A8,L-Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,B1,Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,B2,Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,B3,Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0210_05_00(000).h5,4.86823834028316e-06
20190710,MW69-0210,05,B4,Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,B5,Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,B6,Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,B7,Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,B8,Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C1,Glyphosate,0.03,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C2,Glyphosate,0,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C3,Glyphosate,0.1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C4,Glyphosate,0.3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C5,Glyphosate,1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C6,Glyphosate,3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C7,Glyphosate,10,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,C8,Glyphosate,30,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D1,Loperamide,0.03,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D2,Loperamide,0,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D3,Loperamide,0.1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D4,Loperamide,0.3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D5,Loperamide,1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D6,Loperamide,3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D7,Loperamide,10,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,D8,Loperamide,30,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E1,3 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E2,3 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E3,3 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E4,3 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E5,3 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E6,3 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E7,3 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,E8,3 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,F1,4 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,F2,4 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0210_05_00(000).h5,1.31223877233855e-06
20190710,MW69-0210,05,F3,4 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,F4,4 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,F5,4 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,F6,4 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,F7,4 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,05,F8,4 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0210_05_00(000).h5,0
20190710,MW69-0210,07,A1,L-Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,A2,L-Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0210_07_00(000).h5,2.33083715432588e-05
20190710,MW69-0210,07,A3,L-Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0210_07_00(000).h5,2.56556590014917e-06
20190710,MW69-0210,07,A4,L-Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0210_07_00(000).h5,5.245418811195e-06
20190710,MW69-0210,07,A5,L-Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0210_07_00(000).h5,2.02085719168688e-05
20190710,MW69-0210,07,A6,L-Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0210_07_00(000).h5,8.93434153613482e-06
20190710,MW69-0210,07,A7,L-Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000105099212486711
20190710,MW69-0210,07,A8,L-Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,B1,Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0210_07_00(000).h5,1.06902868410308e-06
20190710,MW69-0210,07,B2,Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0210_07_00(000).h5,8.18674961918675e-05
20190710,MW69-0210,07,B3,Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0210_07_00(000).h5,4.25469709716131e-05
20190710,MW69-0210,07,B4,Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000259222854464606
20190710,MW69-0210,07,B5,Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000400562233132586
20190710,MW69-0210,07,B6,Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0210_07_00(000).h5,4.72507394211064e-05
20190710,MW69-0210,07,B7,Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000327277188077466
20190710,MW69-0210,07,B8,Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,C1,Glyphosate,0.03,uM,NFA_20190710_MW69-0210_07_00(000).h5,3.25095736442016e-09
20190710,MW69-0210,07,C2,Glyphosate,0,uM,NFA_20190710_MW69-0210_07_00(000).h5,7.52189597654773e-05
20190710,MW69-0210,07,C3,Glyphosate,0.1,uM,NFA_20190710_MW69-0210_07_00(000).h5,1.59464096450221e-05
20190710,MW69-0210,07,C4,Glyphosate,0.3,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,C5,Glyphosate,1,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,C6,Glyphosate,3,uM,NFA_20190710_MW69-0210_07_00(000).h5,2.79514460531788e-05
20190710,MW69-0210,07,C7,Glyphosate,10,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000121124443410387
20190710,MW69-0210,07,C8,Glyphosate,30,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,D1,Loperamide,0.03,uM,NFA_20190710_MW69-0210_07_00(000).h5,1.49430385555649e-06
20190710,MW69-0210,07,D2,Loperamide,0,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,D3,Loperamide,0.1,uM,NFA_20190710_MW69-0210_07_00(000).h5,2.11920810622504e-06
20190710,MW69-0210,07,D4,Loperamide,0.3,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,D5,Loperamide,1,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,D6,Loperamide,3,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,D7,Loperamide,10,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,D8,Loperamide,30,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,E1,3 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.00012144141302275
20190710,MW69-0210,07,E2,3 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000214950290278191
20190710,MW69-0210,07,E3,3 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000196529905769356
20190710,MW69-0210,07,E4,3 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0210_07_00(000).h5,6.03737706500462e-06
20190710,MW69-0210,07,E5,3 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0210_07_00(000).h5,4.31176395259136e-05
20190710,MW69-0210,07,E6,3 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000204882603226042
20190710,MW69-0210,07,E7,3 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0210_07_00(000).h5,0.000114575994352893
20190710,MW69-0210,07,E8,3 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0210_07_00(000).h5,0
20190710,MW69-0210,07,F1,4 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0210_07_00(000).h5,3.13222386838045e-06
