date,Plate.SN,DIV,well,trt,dose,units,file.name,Mutual Information
20190710,MW69-0212,05,D2,Loperamide,0,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,D3,Loperamide,0.1,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,D4,Loperamide,0.3,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,D5,Loperamide,1,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,D6,Loperamide,3,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,D7,Loperamide,10,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,D8,Loperamide,30,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,E1,3 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,E2,3 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,E3,3 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_05_00(000).h5,2.99804041251073e-06
20190710,MW69-0212,05,E4,3 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,E5,3 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,E6,3 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,E7,3 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,E8,3 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,F1,4 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,F2,4 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,F3,4 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,F4,4 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,F5,4 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_05_00(000).h5,7.14418102656239e-06
20190710,MW69-0212,05,F6,4 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,F7,4 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,05,F8,4 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_05_00(000).h5,0
20190710,MW69-0212,07,A1,L-Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,A2,L-Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0212_07_00(000).h5,1.41280794525439e-05
20190710,MW69-0212,07,A3,L-Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0212_07_00(000).h5,1.12511408311885e-05
20190710,MW69-0212,07,A4,L-Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0212_07_00(000).h5,8.85811212650994e-06
20190710,MW69-0212,07,A5,L-Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0212_07_00(000).h5,3.23711266267401e-06
20190710,MW69-0212,07,A6,L-Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0212_07_00(000).h5,1.25745467161709e-05
20190710,MW69-0212,07,A7,L-Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000131588853121534
20190710,MW69-0212,07,A8,L-Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,B1,Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0212_07_00(000).h5,1.33491439492428e-05
20190710,MW69-0212,07,B2,Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0212_07_00(000).h5,3.40123075668886e-05
20190710,MW69-0212,07,B3,Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.00010084382632782
20190710,MW69-0212,07,B4,Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0212_07_00(000).h5,8.79540649389998e-06
20190710,MW69-0212,07,B5,Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0212_07_00(000).h5,1.49399697145364e-05
20190710,MW69-0212,07,B6,Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000104124823212502
20190710,MW69-0212,07,B7,Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000474068523348734
20190710,MW69-0212,07,B8,Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,C1,Glyphosate,0.03,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,C2,Glyphosate,0,uM,NFA_20190710_MW69-0212_07_00(000).h5,6.53834398759573e-05
20190710,MW69-0212,07,C3,Glyphosate,0.1,uM,NFA_20190710_MW69-0212_07_00(000).h5,4.76726923488356e-05
20190710,MW69-0212,07,C4,Glyphosate,0.3,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,C5,Glyphosate,1,uM,NFA_20190710_MW69-0212_07_00(000).h5,4.47385851435556e-05
20190710,MW69-0212,07,C6,Glyphosate,3,uM,NFA_20190710_MW69-0212_07_00(000).h5,6.12799894911253e-06
20190710,MW69-0212,07,C7,Glyphosate,10,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000178029813286971
20190710,MW69-0212,07,C8,Glyphosate,30,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000150552174851978
20190710,MW69-0212,07,D1,Loperamide,0.03,uM,NFA_20190710_MW69-0212_07_00(000).h5,5.04303448171928e-06
20190710,MW69-0212,07,D2,Loperamide,0,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,D3,Loperamide,0.1,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,D4,Loperamide,0.3,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,D5,Loperamide,1,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,D6,Loperamide,3,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,D7,Loperamide,10,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,D8,Loperamide,30,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,E1,3 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_07_00(000).h5,1.40441876866071e-05
20190710,MW69-0212,07,E2,3 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_07_00(000).h5,3.29269461560311e-06
20190710,MW69-0212,07,E3,3 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.00042873729713281
20190710,MW69-0212,07,E4,3 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000111330564755478
20190710,MW69-0212,07,E5,3 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000679653141891741
20190710,MW69-0212,07,E6,3 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,E7,3 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,E8,3 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_07_00(000).h5,3.79414275802903e-07
20190710,MW69-0212,07,F1,4 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_07_00(000).h5,6.77027385592721e-06
20190710,MW69-0212,07,F2,4 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000384933028960599
20190710,MW69-0212,07,F3,4 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_07_00(000).h5,8.2296059514295e-05
20190710,MW69-0212,07,F4,4 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_07_00(000).h5,0
20190710,MW69-0212,07,F5,4 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_07_00(000).h5,0.000233129616198979
20190710,MW69-0212,07,F6,4 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_07_00(000).h5,3.9922370152809e-05
20190710,MW69-0212,07,F7,4 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_07_00(000).h5,8.46474796576679e-05
20190710,MW69-0212,07,F8,4 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_07_00(000).h5,4.32576681189192e-05
20190710,MW69-0212,09,A1,L-Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.000150088989408059
20190710,MW69-0212,09,A2,L-Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00238852846341172
20190710,MW69-0212,09,A3,L-Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00159790001301434
20190710,MW69-0212,09,A4,L-Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00281449989769402
20190710,MW69-0212,09,A5,L-Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00161268966914314
20190710,MW69-0212,09,A6,L-Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00321443035349241
20190710,MW69-0212,09,A7,L-Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00492936172810568
20190710,MW69-0212,09,A8,L-Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00532601113045547
20190710,MW69-0212,09,B1,Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00213755236498077
20190710,MW69-0212,09,B2,Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00218773557812634
20190710,MW69-0212,09,B3,Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00427898580724784
20190710,MW69-0212,09,B4,Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00304819241450817
20190710,MW69-0212,09,B5,Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00516033491285097
20190710,MW69-0212,09,B6,Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.0054295777393148
20190710,MW69-0212,09,B7,Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00532040816788734
20190710,MW69-0212,09,B8,Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00321847285755255
20190710,MW69-0212,09,C1,Glyphosate,0.03,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00180942413828288
20190710,MW69-0212,09,C2,Glyphosate,0,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.005031286074873
20190710,MW69-0212,09,C3,Glyphosate,0.1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00212767250788255
20190710,MW69-0212,09,C4,Glyphosate,0.3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00153241520012947
20190710,MW69-0212,09,C5,Glyphosate,1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00140908664886036
20190710,MW69-0212,09,C6,Glyphosate,3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00339688791503301
20190710,MW69-0212,09,C7,Glyphosate,10,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00324207056021095
20190710,MW69-0212,09,C8,Glyphosate,30,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00408993578430792
20190710,MW69-0212,09,D1,Loperamide,0.03,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00162024882433368
20190710,MW69-0212,09,D2,Loperamide,0,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00139023688344422
20190710,MW69-0212,09,D3,Loperamide,0.1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.000650373073194563
20190710,MW69-0212,09,D4,Loperamide,0.3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.000460101353023719
20190710,MW69-0212,09,D5,Loperamide,1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0
20190710,MW69-0212,09,D6,Loperamide,3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0
20190710,MW69-0212,09,D7,Loperamide,10,uM,NFA_20190710_MW69-0212_09_00(000).h5,0
20190710,MW69-0212,09,D8,Loperamide,30,uM,NFA_20190710_MW69-0212_09_00(000).h5,0
20190710,MW69-0212,09,E1,3 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00519195446984561
20190710,MW69-0212,09,E2,3 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00169289532944403
20190710,MW69-0212,09,E3,3 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00371538675790538
20190710,MW69-0212,09,E4,3 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00414703715104598
20190710,MW69-0212,09,E5,3 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.0076209889631184
20190710,MW69-0212,09,E6,3 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00253708153131336
20190710,MW69-0212,09,E7,3 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.0042333137114703
20190710,MW69-0212,09,E8,3 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00204374777907904
20190710,MW69-0212,09,F1,4 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.000826616541560656
20190710,MW69-0212,09,F2,4 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00498789859490486
20190710,MW69-0212,09,F3,4 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00433194948546585
20190710,MW69-0212,09,F4,4 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00154379394095851
20190710,MW69-0212,09,F5,4 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00291572783253493
20190710,MW69-0212,09,F6,4 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00451519321329644
20190710,MW69-0212,09,F7,4 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00278556391384498
20190710,MW69-0212,09,F8,4 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_09_00(000).h5,0.00572385253427927
20190710,MW69-0212,12,A1,L-Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0130251431545199
20190710,MW69-0212,12,A2,L-Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0125578388088637
20190710,MW69-0212,12,A3,L-Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0191234257193948
20190710,MW69-0212,12,A4,L-Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0139399222499864
20190710,MW69-0212,12,A5,L-Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.015252578145693
20190710,MW69-0212,12,A6,L-Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.011797612870273
20190710,MW69-0212,12,A7,L-Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0124136924870741
20190710,MW69-0212,12,A8,L-Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0162272261209986
20190710,MW69-0212,12,B1,Glufosinate Ammonium,0.03,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0100688605895704
20190710,MW69-0212,12,B2,Glufosinate Ammonium,0,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00901335341419941
20190710,MW69-0212,12,B3,Glufosinate Ammonium,0.1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0130250664671218
20190710,MW69-0212,12,B4,Glufosinate Ammonium,0.3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0116128845214239
20190710,MW69-0212,12,B5,Glufosinate Ammonium,1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0203739889691933
20190710,MW69-0212,12,B6,Glufosinate Ammonium,3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0126563566013257
20190710,MW69-0212,12,B7,Glufosinate Ammonium,10,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.015421800823196
20190710,MW69-0212,12,B8,Glufosinate Ammonium,30,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0136145186843795
20190710,MW69-0212,12,C1,Glyphosate,0.03,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00918839234967729
20190710,MW69-0212,12,C2,Glyphosate,0,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.016587289643547
20190710,MW69-0212,12,C3,Glyphosate,0.1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00674945060772562
20190710,MW69-0212,12,C4,Glyphosate,0.3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00921432029597923
20190710,MW69-0212,12,C5,Glyphosate,1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00374116249632592
20190710,MW69-0212,12,C6,Glyphosate,3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00898801922120873
20190710,MW69-0212,12,C7,Glyphosate,10,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0108528675211872
20190710,MW69-0212,12,C8,Glyphosate,30,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0176064295626443
20190710,MW69-0212,12,D1,Loperamide,0.03,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0103383090825143
20190710,MW69-0212,12,D2,Loperamide,0,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0060523547726502
20190710,MW69-0212,12,D3,Loperamide,0.1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00275983573018263
20190710,MW69-0212,12,D4,Loperamide,0.3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00533338189732325
20190710,MW69-0212,12,D5,Loperamide,1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0
20190710,MW69-0212,12,D6,Loperamide,3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0
20190710,MW69-0212,12,D7,Loperamide,10,uM,NFA_20190710_MW69-0212_12_00(001).h5,0
20190710,MW69-0212,12,D8,Loperamide,30,uM,NFA_20190710_MW69-0212_12_00(001).h5,0
20190710,MW69-0212,12,E1,3 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0213825129831825
20190710,MW69-0212,12,E2,3 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00930120003875526
20190710,MW69-0212,12,E3,3 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0125443998170104
20190710,MW69-0212,12,E4,3 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.011281214490394
20190710,MW69-0212,12,E5,3 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0115615827422569
20190710,MW69-0212,12,E6,3 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0116379928233406
20190710,MW69-0212,12,E7,3 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00859247433650529
20190710,MW69-0212,12,E8,3 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0073625687664468
20190710,MW69-0212,12,F1,4 Glufosinate-P Technical,0.03,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0144773633945664
20190710,MW69-0212,12,F2,4 Glufosinate-P Technical,0,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0155760567046887
20190710,MW69-0212,12,F3,4 Glufosinate-P Technical,0.1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0130771587096392
20190710,MW69-0212,12,F4,4 Glufosinate-P Technical,0.3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00963544057813112
20190710,MW69-0212,12,F5,4 Glufosinate-P Technical,1,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0174903079447498
20190710,MW69-0212,12,F6,4 Glufosinate-P Technical,3,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0131529460853375
20190710,MW69-0212,12,F7,4 Glufosinate-P Technical,10,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.00932350430134738
20190710,MW69-0212,12,F8,4 Glufosinate-P Technical,30,uM,NFA_20190710_MW69-0212_12_00(001).h5,0.0149049119307236
