spid,treatment,aenm,max_med,coff,sc_hit,sc_pos,hit_count
1208990405,3612 C03,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-33.47578348,63.308,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,82.60869565,47.0176,1,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_AB_dn,8.641917044,30,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_LDH_dn,13.67717198,30,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,50.34444367,55.5246,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,73.0182645,472.59,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-44.83811639,118.434,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,24.12961237,26.6127,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_network_spike_peak_dn,-2.770270548,53.0434,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,-42.83636879,52.8475,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,42.83636879,68.4416,0,1,1
1208990407,3612 E03,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-25.04197551,63.308,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,48.57142857,47.0176,1,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_AB_dn,8.048808527,30,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_LDH_dn,13.40907934,30,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,46.73267914,55.5246,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,11.43996016,472.59,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-67.78982322,118.434,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,15.98055105,26.6127,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_network_spike_peak_dn,40.46145834,53.0434,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,4.572270996,52.8475,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-4.572270996,68.4416,0,1,1
1210313679,3361 F01,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-33.09866914,63.308,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,65.88376027,55.5246,1,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_AB_dn,-3.62705447,30,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_LDH_dn,11.01714504,30,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,-23.68421053,47.0176,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-58.13095646,472.59,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-8.240515141,118.434,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-5.844155844,26.6127,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_network_spike_peak_dn,19.68369532,53.0434,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,51.80577869,52.8475,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-51.80577869,68.4416,0,1,1
1210313694,3361 E03,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,0.380260267,63.308,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,59.39788325,55.5246,1,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_AB_dn,6.206171684,30,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_LDH_dn,14.38311551,30,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,30.23255814,47.0176,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-48.72219155,472.59,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-44.38258945,118.434,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-3.565640194,26.6127,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_network_spike_peak_dn,15.7875912,53.0434,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,36.8218778,52.8475,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-36.8218778,68.4416,0,1,1
1210313696,3361 G03,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-10.77155035,63.308,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,50.89820359,47.0176,1,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_AB_dn,12.47012076,30,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_LDH_dn,6.604717655,30,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,20.91959416,55.5246,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,99.19583074,472.59,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-49.53840174,118.434,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-13.53545394,26.6127,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_network_spike_peak_dn,-1.981618144,53.0434,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,-18.15033006,52.8475,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,18.15033006,68.4416,0,1,1
1210314349,3360 D01,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,47.26426872,63.308,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,57.37704918,47.0176,1,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_AB_dn,-3.483823919,30,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_LDH_dn,-2.722073961,30,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,43.60611456,55.5246,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-30.62569131,472.59,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-22.60014286,118.434,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,19.04914873,26.6127,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_network_spike_peak_dn,19.17856811,53.0434,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,33.18639468,52.8475,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-33.18639468,68.4416,0,1,1
1210314359,3360 F02,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-35.58557007,63.308,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_mutual_information_norm_up,140.3116531,118.434,1,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_AB_dn,10.79893804,30,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_LDH_dn,-8.406004289,30,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,-47.30538922,47.0176,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,-35.6813811,55.5246,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,89.00652628,472.59,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,9.825422465,26.6127,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_network_spike_peak_dn,3.230891648,53.0434,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,45.05503812,52.8475,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-45.05503812,68.4416,0,1,1
1210314363,3360 B03,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-0.245933385,63.308,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,200.8310276,68.4416,1,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_AB_dn,3.401290926,30,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_LDH_dn,-7.62507188,30,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,-31.03448276,47.0176,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,5.626272912,55.5246,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-20.46168509,472.59,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-14.33384082,118.434,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-14.26441352,26.6127,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_network_spike_peak_dn,4.631242947,53.0434,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,-200.8310276,52.8475,0,1,1
1210314370,3360 A04,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,32.36250968,63.308,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_mutual_information_norm_up,120.2409911,118.434,1,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_AB_dn,6.92000124,30,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_LDH_dn,1.738622129,30,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,-126.2295082,47.0176,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,-80.13287313,55.5246,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-33.01778376,472.59,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-8.293531242,26.6127,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_network_spike_peak_dn,-25.14133673,53.0434,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,3.501691485,52.8475,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-3.501691485,68.4416,0,1,1
1210314382,3360 E05,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,38.66666667,63.308,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,82.65419134,68.4416,1,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_AB_dn,6.900940614,30,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_LDH_dn,25.96511713,30,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,3.571428571,47.0176,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,-53.03457221,55.5246,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-3.159559242,472.59,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-4.717140921,118.434,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,0.265076209,26.6127,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_network_spike_peak_dn,12.99425554,53.0434,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,-82.65419134,52.8475,0,1,1
1210314394,3360 A07,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-14.96871759,63.308,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,37.0930666,26.6127,1,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_AB_dn,-2.396912303,30,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_LDH_dn,-6.068620443,30,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,12.5748503,47.0176,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,51.75063046,55.5246,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-61.68471163,472.59,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-5.453929539,118.434,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_network_spike_peak_dn,18.86541025,53.0434,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,25.7685639,52.8475,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-25.7685639,68.4416,0,1,1
1210314397,3360 D07,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-53.11192874,63.308,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_LDH_dn,34.70072436,30,1,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_AB_dn,7.069341812,30,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,27.08333333,47.0176,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,-6.803509776,55.5246,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-67.3314989,472.59,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-42.88057928,118.434,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,9.20150545,26.6127,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_network_spike_peak_dn,33.068506,53.0434,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,-19.76963911,52.8475,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,19.76963911,68.4416,0,1,1
1210314399,3360 F07,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-48.57980248,63.308,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,50.81967213,47.0176,1,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_AB_dn,-0.306853051,30,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_LDH_dn,14.44509395,30,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,-16.55872061,55.5246,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-21.56493975,472.59,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-64.91565471,118.434,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,10.10600707,26.6127,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_network_spike_peak_dn,28.47401189,53.0434,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,-3.722093399,52.8475,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,3.722093399,68.4416,0,1,1
1210314423,3360 F10,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-29.43007512,63.308,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,66.00921329,55.5246,1,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_AB_dn,-6.581092243,30,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_LDH_dn,-9.695227142,30,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,44.04761905,47.0176,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,68.87898798,472.59,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-16.05066243,118.434,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-20.0166228,26.6127,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_network_spike_peak_dn,0.29459008,53.0434,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,38.54644502,52.8475,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-38.54644502,68.4416,0,1,1
1210314426,3360 A11,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-2.157375258,63.308,0,1,1
1208990388,3612 B01,CCTE_Shafer_MEA_dev_AB_dn,1.177824628,30,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_LDH_dn,9.863069045,30,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,11.62790698,47.0176,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,38.04685295,55.5246,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-2.46475413,472.59,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-37.61109483,118.434,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-7.358184765,26.6127,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_network_spike_peak_dn,16.00481551,53.0434,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,10.30434237,52.8475,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-10.30434237,68.4416,0,0,0
1208990388,3612 B01,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-8.450810403,63.308,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_AB_dn,0.907931998,30,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_LDH_dn,21.68315245,30,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,-143.8095238,47.0176,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,-5.872588439,55.5246,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,20.70657016,472.59,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_mutual_information_norm_up,39.41378746,118.434,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,8.385093168,26.6127,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_network_spike_peak_dn,4.834580565,53.0434,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,3.43320715,52.8475,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-3.43320715,68.4416,0,0,0
1208990390,3612 D01,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,-30.83579608,63.308,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_AB_dn,5.092074692,30,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_LDH_dn,1.098940844,30,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,5.263157895,47.0176,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,41.21509462,55.5246,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-27.09709784,472.59,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_mutual_information_norm_up,11.52130742,118.434,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-1.890260384,26.6127,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_network_spike_peak_dn,42.99462603,53.0434,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,5.029675287,52.8475,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-5.029675287,68.4416,0,0,0
1208990397,3612 C02,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,3.375482047,63.308,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_AB_dn,-2.074198157,30,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_LDH_dn,12.32343157,30,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,6.976744186,47.0176,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,0.160090125,55.5246,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-34.20756354,472.59,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-16.18973207,118.434,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-2.616451933,26.6127,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_network_spike_peak_dn,24.3740241,53.0434,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,18.89322323,52.8475,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-18.89322323,68.4416,0,0,0
1208990398,3612 D02,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,24.48453608,63.308,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_AB_dn,10.19225891,30,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_LDH_dn,2.496960628,30,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,-15.94202899,47.0176,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,-12.72528008,55.5246,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,18.48418202,472.59,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_mutual_information_norm_up,23.35774022,118.434,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-10.36789298,26.6127,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_network_spike_peak_dn,-1.351351625,53.0434,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,-19.68490641,52.8475,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,19.68490641,68.4416,0,0,0
1208990400,3612 F02,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,35.26516237,63.308,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_AB_dn,6.358443378,30,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_LDH_dn,13.68952054,30,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,27.90697674,47.0176,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,43.69452432,55.5246,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,5.405217575,472.59,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-34.04954911,118.434,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,9.183673469,26.6127,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_network_spike_peak_dn,22.54603924,53.0434,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,25.1479581,52.8475,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-25.1479581,68.4416,0,0,0
1208990403,3612 A03,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,17.46031746,63.308,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_AB_dn,-0.316959813,30,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_LDH_dn,9.337633012,30,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,10.47619048,47.0176,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,14.16676747,55.5246,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_up,-9.730141319,472.59,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_mutual_information_norm_up,-34.95260448,118.434,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_network_spike_peak_DIV12_dn,-1.13452188,26.6127,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_network_spike_peak_dn,10.84092203,53.0434,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_dn,18.59501365,52.8475,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12_up,-18.59501365,68.4416,0,0,0
1208990404,3612 B03,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12_up,8.834700919,63.308,0,0,0
1208990411,3612 A04,CCTE_Shafer_MEA_dev_AB_dn,0.402358312,30,0,0,0
1208990411,3612 A04,CCTE_Shafer_MEA_dev_LDH_dn,11.01500768,30,0,0,0
1208990411,3612 A04,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,31.42857143,47.0176,0,0,0
1208990411,3612 A04,CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12_dn,17.62145413,55.5246,0,0,0
