date,Plate.SN,DIV,well,trt,dose,units,Mutual Information
20160720,MW1139-25,9,B1,Isodecyl diphenyl phosphate,3,uM,0.016685173
20160720,MW1139-25,9,B2,Isodecyl diphenyl phosphate,10,uM,0.010246049
20160720,MW1139-25,9,B3,Isodecyl diphenyl phosphate,20,uM,0.008589906
20160720,MW1139-25,9,B4,Isodecyl diphenyl phosphate,0,uM,0.019321938
20160720,MW1139-25,9,B5,Isodecyl diphenyl phosphate,0.03,uM,0.013225034
20160720,MW1139-25,9,B6,Isodecyl diphenyl phosphate,0.1,uM,0.011467012
20160720,MW1139-25,9,B7,Isodecyl diphenyl phosphate,0.3,uM,0.018156287
20160720,MW1139-25,9,B8,Isodecyl diphenyl phosphate,1,uM,0.016478743
20160720,MW1139-25,9,C1,Phenol isopropylated phosphate,3,uM,0.012348447
20160720,MW1139-25,9,C2,Phenol isopropylated phosphate,10,uM,0.005349382
20160720,MW1139-25,9,C3,Phenol isopropylated phosphate,20,uM,2.70E-06
20160720,MW1139-25,9,C4,Phenol isopropylated phosphate,0,uM,0.007049484
20160720,MW1139-25,9,C5,Phenol isopropylated phosphate,0.03,uM,0.019780368
20160720,MW1139-25,9,C6,Phenol isopropylated phosphate,0.1,uM,0.010355649
20160720,MW1139-25,9,C7,Phenol isopropylated phosphate,0.3,uM,0.013522293
20160720,MW1139-25,9,C8,Phenol isopropylated phosphate,1,uM,0.01625352
20160720,MW1139-25,9,D1,tert-Butylphenyl diphenyl phosphate,3,uM,0.014394633
20160720,MW1139-25,9,D2,tert-Butylphenyl diphenyl phosphate,10,uM,0.016078498
20160720,MW1139-25,9,D3,tert-Butylphenyl diphenyl phosphate,20,uM,3.61E-05
20160720,MW1139-25,9,D4,tert-Butylphenyl diphenyl phosphate,0,uM,0.012598671
20160720,MW1139-25,9,D5,tert-Butylphenyl diphenyl phosphate,0.03,uM,0.024095855
20160720,MW1139-25,9,D6,tert-Butylphenyl diphenyl phosphate,0.1,uM,0.013304032
20160720,MW1139-25,9,D7,tert-Butylphenyl diphenyl phosphate,0.3,uM,0.012323389
20160720,MW1139-25,9,D8,tert-Butylphenyl diphenyl phosphate,1,uM,0.013525186
20160720,MW1139-25,9,E1,Tricresyl phosphate,3,uM,0.015733109
20160720,MW1139-25,9,E2,Tricresyl phosphate,10,uM,0.003504269
20160720,MW1139-25,9,E3,Tricresyl phosphate,20,uM,0.007848375
20160720,MW1139-25,9,E4,Tricresyl phosphate,0,uM,0.016029064
20160720,MW1139-25,9,E5,Tricresyl phosphate,0.03,uM,0.018196893
20160720,MW1139-25,9,E6,Tricresyl phosphate,0.1,uM,0.014284048
20160720,MW1139-25,9,E7,Tricresyl phosphate,0.3,uM,0.014936203
20160720,MW1139-25,9,E8,Tricresyl phosphate,1,uM,0.018292428
20160720,MW1139-25,9,F1,Tris(2-chloroisopropyl) phosphate,3,uM,0.014796696
20160720,MW1139-25,9,F2,Tris(2-chloroisopropyl) phosphate,10,uM,0.015011778
20160720,MW1139-25,9,F3,Tris(2-chloroisopropyl) phosphate,20,uM,0.011977177
20160720,MW1139-25,9,F4,Tris(2-chloroisopropyl) phosphate,0,uM,0.018387535
20160720,MW1139-25,9,F5,Tris(2-chloroisopropyl) phosphate,0.03,uM,0.016541598
20160720,MW1139-25,9,F6,Tris(2-chloroisopropyl) phosphate,0.1,uM,0.015288949
20160720,MW1139-25,9,F7,Tris(2-chloroisopropyl) phosphate,0.3,uM,0.01828394
20160720,MW1139-25,9,F8,Tris(2-chloroisopropyl) phosphate,1,uM,0.010388654
20160720,MW1139-25,12,A1,Firemaster 550,3,uM,0.02946586
20160720,MW1139-25,12,A2,Firemaster 550,10,uM,0.019985691
20160720,MW1139-25,12,A3,Firemaster 550,20,uM,0.012140179
20160720,MW1139-25,12,A4,Firemaster 550,0,uM,0.030646011
20160720,MW1139-25,12,A5,Firemaster 550,0.03,uM,0.032826324
20160720,MW1139-25,12,A6,Firemaster 550,0.1,uM,0.035892803
20160720,MW1139-25,12,A7,Firemaster 550,0.3,uM,0.043191668
20160720,MW1139-25,12,A8,Firemaster 550,1,uM,0.058203954
20160720,MW1139-25,12,B1,Isodecyl diphenyl phosphate,3,uM,0.044200199
20160720,MW1139-25,12,B2,Isodecyl diphenyl phosphate,10,uM,0.032500222
20160720,MW1139-25,12,B3,Isodecyl diphenyl phosphate,20,uM,0.031048793
20160720,MW1139-25,12,B4,Isodecyl diphenyl phosphate,0,uM,0.038399299
20160720,MW1139-25,12,B5,Isodecyl diphenyl phosphate,0.03,uM,0.036781487
20160720,MW1139-25,12,B6,Isodecyl diphenyl phosphate,0.1,uM,0.030816867
20160720,MW1139-25,12,B7,Isodecyl diphenyl phosphate,0.3,uM,0.035709584
20160720,MW1139-25,12,B8,Isodecyl diphenyl phosphate,1,uM,0.041522042
20160720,MW1139-25,12,C1,Phenol isopropylated phosphate,3,uM,0.039223556
20160720,MW1139-25,12,C2,Phenol isopropylated phosphate,10,uM,0.019276652
20160720,MW1139-25,12,C3,Phenol isopropylated phosphate,20,uM,0.003936563
20160720,MW1139-25,12,C4,Phenol isopropylated phosphate,0,uM,0.01029111
20160720,MW1139-25,12,C5,Phenol isopropylated phosphate,0.03,uM,0.032168689
20160720,MW1139-25,12,C6,Phenol isopropylated phosphate,0.1,uM,0.028867239
20160720,MW1139-25,12,C7,Phenol isopropylated phosphate,0.3,uM,0.023284245
20160720,MW1139-25,12,C8,Phenol isopropylated phosphate,1,uM,0.049095254
20160720,MW1139-25,12,D1,tert-Butylphenyl diphenyl phosphate,3,uM,0.026955783
20160720,MW1139-25,12,D2,tert-Butylphenyl diphenyl phosphate,10,uM,0.022822253
20160720,MW1139-25,12,D3,tert-Butylphenyl diphenyl phosphate,20,uM,0.002187285
20160720,MW1139-25,12,D4,tert-Butylphenyl diphenyl phosphate,0,uM,0.023540053
20160720,MW1139-25,12,D5,tert-Butylphenyl diphenyl phosphate,0.03,uM,0.035546314
20160720,MW1139-25,12,D6,tert-Butylphenyl diphenyl phosphate,0.1,uM,0.024857311
20160720,MW1139-25,12,D7,tert-Butylphenyl diphenyl phosphate,0.3,uM,0.023113633
20160720,MW1139-25,12,D8,tert-Butylphenyl diphenyl phosphate,1,uM,0.028803423
20160720,MW1139-25,12,E1,Tricresyl phosphate,3,uM,0.050402087
20160720,MW1139-25,12,E2,Tricresyl phosphate,10,uM,0.00808575
20160720,MW1139-25,12,E3,Tricresyl phosphate,20,uM,0.025681345
20160720,MW1139-25,12,E4,Tricresyl phosphate,0,uM,0.031798734
20160720,MW1139-25,12,E5,Tricresyl phosphate,0.03,uM,0.040109921
20160720,MW1139-25,12,E6,Tricresyl phosphate,0.1,uM,0.02803296
20160720,MW1139-25,12,E7,Tricresyl phosphate,0.3,uM,0.038563448
20160720,MW1139-25,12,E8,Tricresyl phosphate,1,uM,0.057556303
20160720,MW1139-25,12,F1,Tris(2-chloroisopropyl) phosphate,3,uM,0.043141248
20160720,MW1139-25,12,F2,Tris(2-chloroisopropyl) phosphate,10,uM,0.036465721
20160720,MW1139-25,12,F3,Tris(2-chloroisopropyl) phosphate,20,uM,0.037408853
20160720,MW1139-25,12,F4,Tris(2-chloroisopropyl) phosphate,0,uM,0.035882937
20160720,MW1139-25,12,F5,Tris(2-chloroisopropyl) phosphate,0.03,uM,0.040890125
20160720,MW1139-25,12,F6,Tris(2-chloroisopropyl) phosphate,0.1,uM,0.036732472
20160720,MW1139-25,12,F7,Tris(2-chloroisopropyl) phosphate,0.3,uM,0.040205864
20160720,MW1139-25,12,F8,Tris(2-chloroisopropyl) phosphate,1,uM,0.032326806
20160803,MW1139-27,5,A1,"4-H-Cyclopenta(d,e,f)phenanthrene",20,uM,0
20160803,MW1139-27,5,A2,"4-H-Cyclopenta(d,e,f)phenanthrene",0,uM,0
20160803,MW1139-27,5,A3,"4-H-Cyclopenta(d,e,f)phenanthrene",0.03,uM,0
20160803,MW1139-27,5,A4,"4-H-Cyclopenta(d,e,f)phenanthrene",0.1,uM,0
20160803,MW1139-27,5,A5,"4-H-Cyclopenta(d,e,f)phenanthrene",0.3,uM,0
20160803,MW1139-27,5,A6,"4-H-Cyclopenta(d,e,f)phenanthrene",1,uM,0
20160803,MW1139-27,5,A7,"4-H-Cyclopenta(d,e,f)phenanthrene",3,uM,0
20160803,MW1139-27,5,A8,"4-H-Cyclopenta(d,e,f)phenanthrene",10,uM,0
20160803,MW1139-27,5,B1,Anthracene,20,uM,0
20160803,MW1139-27,5,B2,Anthracene,0,uM,5.98E-07
20160803,MW1139-27,5,B3,Anthracene,0.03,uM,0
20160803,MW1139-27,5,B4,Anthracene,0.1,uM,0
20160803,MW1139-27,5,B5,Anthracene,0.3,uM,0
20160803,MW1139-27,5,B6,Anthracene,1,uM,0
20160803,MW1139-27,5,B7,Anthracene,3,uM,0
20160803,MW1139-27,5,B8,Anthracene,10,uM,0
20160803,MW1139-27,5,C1,Benzo(a)pyrene,20,uM,0
20160803,MW1139-27,5,C2,Benzo(a)pyrene,0,uM,8.55E-06
20160803,MW1139-27,5,C3,Benzo(a)pyrene,0.03,uM,0
20160803,MW1139-27,5,C4,Benzo(a)pyrene,0.1,uM,1.51E-06
20160803,MW1139-27,5,C5,Benzo(a)pyrene,0.3,uM,0
20160803,MW1139-27,5,C6,Benzo(a)pyrene,1,uM,4.49E-08
20160803,MW1139-27,5,C7,Benzo(a)pyrene,3,uM,0
20160803,MW1139-27,5,C8,Benzo(a)pyrene,10,uM,0
20160803,MW1139-27,5,D1,Benzo(e)pyrene,20,uM,0
20160803,MW1139-27,5,D2,Benzo(e)pyrene,0,uM,0
20160803,MW1139-27,5,D3,Benzo(e)pyrene,0.03,uM,6.95E-10
20160803,MW1139-27,5,D4,Benzo(e)pyrene,0.1,uM,3.30E-06
20160803,MW1139-27,5,D5,Benzo(e)pyrene,0.3,uM,0
20160803,MW1139-27,5,D6,Benzo(e)pyrene,1,uM,0
20160803,MW1139-27,5,D7,Benzo(e)pyrene,3,uM,0
20160803,MW1139-27,5,D8,Benzo(e)pyrene,10,uM,0
20160803,MW1139-27,5,E1,Benzo(k)fluoranthene,20,uM,0
20160803,MW1139-27,5,E2,Benzo(k)fluoranthene,0,uM,3.98E-06
20160803,MW1139-27,5,E3,Benzo(k)fluoranthene,0.03,uM,0
20160803,MW1139-27,5,E4,Benzo(k)fluoranthene,0.1,uM,0
20160803,MW1139-27,5,E5,Benzo(k)fluoranthene,0.3,uM,0
20160803,MW1139-27,5,E6,Benzo(k)fluoranthene,1,uM,0
20160803,MW1139-27,5,E7,Benzo(k)fluoranthene,3,uM,0
20160803,MW1139-27,5,E8,Benzo(k)fluoranthene,10,uM,0
20160803,MW1139-27,5,F1,"Benzo[g,h,i]perylene",0.8,uM,0
20160803,MW1139-27,5,F2,"Benzo[g,h,i]perylene",0,uM,0
20160803,MW1139-27,5,F3,"Benzo[g,h,i]perylene",0.0012,uM,0
20160803,MW1139-27,5,F4,"Benzo[g,h,i]perylene",0.004,uM,0
20160803,MW1139-27,5,F5,"Benzo[g,h,i]perylene",0.012,uM,0
20160803,MW1139-27,5,F6,"Benzo[g,h,i]perylene",0.04,uM,0
20160803,MW1139-27,5,F7,"Benzo[g,h,i]perylene",0.12,uM,0
20160803,MW1139-27,5,F8,"Benzo[g,h,i]perylene",0.4,uM,0
20160803,MW1139-27,7,A1,"4-H-Cyclopenta(d,e,f)phenanthrene",20,uM,5.56E-05
20160803,MW1139-27,7,A2,"4-H-Cyclopenta(d,e,f)phenanthrene",0,uM,0.000404016
20160803,MW1139-27,7,A3,"4-H-Cyclopenta(d,e,f)phenanthrene",0.03,uM,0.000295045
20160803,MW1139-27,7,A4,"4-H-Cyclopenta(d,e,f)phenanthrene",0.1,uM,0
20160803,MW1139-27,7,A5,"4-H-Cyclopenta(d,e,f)phenanthrene",0.3,uM,0.000440868
20160803,MW1139-27,7,A6,"4-H-Cyclopenta(d,e,f)phenanthrene",1,uM,6.20E-05
20160803,MW1139-27,7,A7,"4-H-Cyclopenta(d,e,f)phenanthrene",3,uM,0.000176813
20160803,MW1139-27,7,A8,"4-H-Cyclopenta(d,e,f)phenanthrene",10,uM,9.50E-07
20160803,MW1139-27,7,B1,Anthracene,20,uM,0.001200965
20160803,MW1139-27,7,B2,Anthracene,0,uM,0.000891602
20160803,MW1139-27,7,B3,Anthracene,0.03,uM,0.003611323
20160803,MW1139-27,7,B4,Anthracene,0.1,uM,0.000952377
20160803,MW1139-27,7,B5,Anthracene,0.3,uM,0.000500252
20160803,MW1139-27,7,B6,Anthracene,1,uM,0.000162257
20160803,MW1139-27,7,B7,Anthracene,3,uM,5.72E-05
20160803,MW1139-27,7,B8,Anthracene,10,uM,0
20160803,MW1139-27,7,C1,Benzo(a)pyrene,20,uM,5.69E-06
20160803,MW1139-27,7,C2,Benzo(a)pyrene,0,uM,0.001891606
20160803,MW1139-27,7,C3,Benzo(a)pyrene,0.03,uM,0.001131828
20160803,MW1139-27,7,C4,Benzo(a)pyrene,0.1,uM,0.000534551
20160803,MW1139-27,7,C5,Benzo(a)pyrene,0.3,uM,6.95E-05
20160803,MW1139-27,7,C6,Benzo(a)pyrene,1,uM,0.00040748
20160803,MW1139-27,7,C7,Benzo(a)pyrene,3,uM,3.31E-07
20160803,MW1139-27,7,C8,Benzo(a)pyrene,10,uM,0
20160803,MW1139-27,7,D1,Benzo(e)pyrene,20,uM,4.09E-06
20160803,MW1139-27,7,D2,Benzo(e)pyrene,0,uM,0.00215808
20160803,MW1139-27,7,D3,Benzo(e)pyrene,0.03,uM,0.000417073
20160803,MW1139-27,7,D4,Benzo(e)pyrene,0.1,uM,0.001097024
20160803,MW1139-27,7,D5,Benzo(e)pyrene,0.3,uM,2.21E-05
20160803,MW1139-27,7,D6,Benzo(e)pyrene,1,uM,0.000100491
20160803,MW1139-27,7,D7,Benzo(e)pyrene,3,uM,0
20160803,MW1139-27,7,D8,Benzo(e)pyrene,10,uM,0
20160803,MW1139-27,7,E1,Benzo(k)fluoranthene,20,uM,1.90E-05
20160803,MW1139-27,7,E2,Benzo(k)fluoranthene,0,uM,0.001164616
20160803,MW1139-27,7,E3,Benzo(k)fluoranthene,0.03,uM,8.38E-05
20160803,MW1139-27,7,E4,Benzo(k)fluoranthene,0.1,uM,3.46E-05
20160803,MW1139-27,7,E5,Benzo(k)fluoranthene,0.3,uM,7.07E-05
20160803,MW1139-27,7,E6,Benzo(k)fluoranthene,1,uM,0
20160803,MW1139-27,7,E7,Benzo(k)fluoranthene,3,uM,0
20160803,MW1139-27,7,E8,Benzo(k)fluoranthene,10,uM,0
20160803,MW1139-27,7,F1,"Benzo[g,h,i]perylene",0.8,uM,4.45E-05
20160803,MW1139-27,7,F2,"Benzo[g,h,i]perylene",0,uM,0
20160803,MW1139-27,7,F3,"Benzo[g,h,i]perylene",0.0012,uM,4.98E-05
20160803,MW1139-27,7,F4,"Benzo[g,h,i]perylene",0.004,uM,1.66E-05
20160803,MW1139-27,7,F5,"Benzo[g,h,i]perylene",0.012,uM,0
20160803,MW1139-27,7,F6,"Benzo[g,h,i]perylene",0.04,uM,1.54E-06
20160803,MW1139-27,7,F7,"Benzo[g,h,i]perylene",0.12,uM,0
20160803,MW1139-27,7,F8,"Benzo[g,h,i]perylene",0.4,uM,1.10E-06
20160803,MW1139-27,9,A1,"4-H-Cyclopenta(d,e,f)phenanthrene",20,uM,0.001345187
20160803,MW1139-27,9,A2,"4-H-Cyclopenta(d,e,f)phenanthrene",0,uM,0.00366621
20160803,MW1139-27,9,A3,"4-H-Cyclopenta(d,e,f)phenanthrene",0.03,uM,0.002406389
20160803,MW1139-27,9,A4,"4-H-Cyclopenta(d,e,f)phenanthrene",0.1,uM,0.000467555
20160803,MW1139-27,9,A5,"4-H-Cyclopenta(d,e,f)phenanthrene",0.3,uM,0.003375967
20160803,MW1139-27,9,A6,"4-H-Cyclopenta(d,e,f)phenanthrene",1,uM,0.002659626
20160803,MW1139-27,9,A7,"4-H-Cyclopenta(d,e,f)phenanthrene",3,uM,0.002154522
20160803,MW1139-27,9,A8,"4-H-Cyclopenta(d,e,f)phenanthrene",10,uM,0.001361029
20160803,MW1139-27,9,B1,Anthracene,20,uM,0.00838767
20160803,MW1139-27,9,B2,Anthracene,0,uM,0.007289291
20160803,MW1139-27,9,B3,Anthracene,0.03,uM,0.00516157
20160803,MW1139-27,9,B4,Anthracene,0.1,uM,0.00570935
20160803,MW1139-27,9,B5,Anthracene,0.3,uM,0.003906584
20160803,MW1139-27,9,B6,Anthracene,1,uM,0.004596414
20160803,MW1139-27,9,B7,Anthracene,3,uM,0.003211585
20160803,MW1139-27,9,B8,Anthracene,10,uM,0.000978156
20160803,MW1139-27,9,C1,Benzo(a)pyrene,20,uM,0.00104721
20160803,MW1139-27,9,C2,Benzo(a)pyrene,0,uM,0.008713317
20160803,MW1139-27,9,C3,Benzo(a)pyrene,0.03,uM,0.00399836
20160803,MW1139-27,9,C4,Benzo(a)pyrene,0.1,uM,0.002899043
20160803,MW1139-27,9,C5,Benzo(a)pyrene,0.3,uM,0.001807526
20160803,MW1139-27,9,C6,Benzo(a)pyrene,1,uM,0.001721575
20160803,MW1139-27,9,C7,Benzo(a)pyrene,3,uM,0.003437089
20160803,MW1139-27,9,C8,Benzo(a)pyrene,10,uM,2.12E-05
20160803,MW1139-27,9,D1,Benzo(e)pyrene,20,uM,0.002507406
20160803,MW1139-27,9,D2,Benzo(e)pyrene,0,uM,0.006534928
20160803,MW1139-27,9,D3,Benzo(e)pyrene,0.03,uM,0.003198049
20160803,MW1139-27,9,D4,Benzo(e)pyrene,0.1,uM,0.003277001
20160803,MW1139-27,9,D5,Benzo(e)pyrene,0.3,uM,0.001807439
20160803,MW1139-27,9,D6,Benzo(e)pyrene,1,uM,0.002272274
20160803,MW1139-27,9,D7,Benzo(e)pyrene,3,uM,0.001346182
20160803,MW1139-27,9,D8,Benzo(e)pyrene,10,uM,0.000741951
20160803,MW1139-27,9,E1,Benzo(k)fluoranthene,20,uM,0.001575969
20160803,MW1139-27,9,E2,Benzo(k)fluoranthene,0,uM,0.005658531
20160803,MW1139-27,9,E3,Benzo(k)fluoranthene,0.03,uM,0.002700287
20160803,MW1139-27,9,E4,Benzo(k)fluoranthene,0.1,uM,0.001696636
20160803,MW1139-27,9,E5,Benzo(k)fluoranthene,0.3,uM,0.002296603
20160803,MW1139-27,9,E6,Benzo(k)fluoranthene,1,uM,0.000969861
20160803,MW1139-27,9,E7,Benzo(k)fluoranthene,3,uM,0.002314985
20160803,MW1139-27,9,E8,Benzo(k)fluoranthene,10,uM,0.000175367
20160803,MW1139-27,9,F1,"Benzo[g,h,i]perylene",0.8,uM,0.002049312
20160803,MW1139-27,9,F2,"Benzo[g,h,i]perylene",0,uM,0.001742256
20160803,MW1139-27,9,F3,"Benzo[g,h,i]perylene",0.0012,uM,0.00298081
20160803,MW1139-27,9,F4,"Benzo[g,h,i]perylene",0.004,uM,0.00128923
20160803,MW1139-27,9,F5,"Benzo[g,h,i]perylene",0.012,uM,0.001016283
20160803,MW1139-27,9,F6,"Benzo[g,h,i]perylene",0.04,uM,0.000252115
20160803,MW1139-27,9,F7,"Benzo[g,h,i]perylene",0.12,uM,0.000439418
20160803,MW1139-27,9,F8,"Benzo[g,h,i]perylene",0.4,uM,0.000264838
20160803,MW1139-27,12,A1,"4-H-Cyclopenta(d,e,f)phenanthrene",20,uM,0.018063587
20160803,MW1139-27,12,A2,"4-H-Cyclopenta(d,e,f)phenanthrene",0,uM,0.015186495
20160803,MW1139-27,12,A3,"4-H-Cyclopenta(d,e,f)phenanthrene",0.03,uM,0.011716241
20160803,MW1139-27,12,A4,"4-H-Cyclopenta(d,e,f)phenanthrene",0.1,uM,0.00894842
20160803,MW1139-27,12,A5,"4-H-Cyclopenta(d,e,f)phenanthrene",0.3,uM,0.0137419
20160803,MW1139-27,12,A6,"4-H-Cyclopenta(d,e,f)phenanthrene",1,uM,0.017030484
20160803,MW1139-27,12,A7,"4-H-Cyclopenta(d,e,f)phenanthrene",3,uM,0.013614225
20160803,MW1139-27,12,A8,"4-H-Cyclopenta(d,e,f)phenanthrene",10,uM,0.014199868
20160803,MW1139-27,12,B1,Anthracene,20,uM,0.021815003
20160803,MW1139-27,12,B2,Anthracene,0,uM,0.015459951
20160803,MW1139-27,12,B3,Anthracene,0.03,uM,0.008029201
20160803,MW1139-27,12,B4,Anthracene,0.1,uM,0.00812874
20160803,MW1139-27,12,B5,Anthracene,0.3,uM,0.011379399
20160803,MW1139-27,12,B6,Anthracene,1,uM,0.009082579
20160803,MW1139-27,12,B7,Anthracene,3,uM,0.012011682
20160803,MW1139-27,12,B8,Anthracene,10,uM,0.0137128
20160803,MW1139-27,12,C1,Benzo(a)pyrene,20,uM,0.012718444
20160803,MW1139-27,12,C2,Benzo(a)pyrene,0,uM,0.01316899
20160803,MW1139-27,12,C3,Benzo(a)pyrene,0.03,uM,0.010465858
20160803,MW1139-27,12,C4,Benzo(a)pyrene,0.1,uM,0.009209371
20160803,MW1139-27,12,C5,Benzo(a)pyrene,0.3,uM,0.005624034
20160803,MW1139-27,12,C6,Benzo(a)pyrene,1,uM,0.00771646
20160803,MW1139-27,12,C7,Benzo(a)pyrene,3,uM,0.013973408
20160803,MW1139-27,12,C8,Benzo(a)pyrene,10,uM,0.005019805
20160803,MW1139-27,12,D1,Benzo(e)pyrene,20,uM,0.012726828
20160803,MW1139-27,12,D2,Benzo(e)pyrene,0,uM,0.010900958
20160803,MW1139-27,12,D3,Benzo(e)pyrene,0.03,uM,0.008284055
20160803,MW1139-27,12,D4,Benzo(e)pyrene,0.1,uM,0.007944552
20160803,MW1139-27,12,D5,Benzo(e)pyrene,0.3,uM,0.009204783
20160803,MW1139-27,12,D6,Benzo(e)pyrene,1,uM,0.008484197
20160803,MW1139-27,12,D7,Benzo(e)pyrene,3,uM,0.006201761
20160803,MW1139-27,12,D8,Benzo(e)pyrene,10,uM,0.008706584
20160803,MW1139-27,12,E1,Benzo(k)fluoranthene,20,uM,0.017846183
20160803,MW1139-27,12,E2,Benzo(k)fluoranthene,0,uM,0.018733071
20160803,MW1139-27,12,E3,Benzo(k)fluoranthene,0.03,uM,0.005512175
20160803,MW1139-27,12,E4,Benzo(k)fluoranthene,0.1,uM,0.009380207
20160803,MW1139-27,12,E5,Benzo(k)fluoranthene,0.3,uM,0.00976328
20160803,MW1139-27,12,E6,Benzo(k)fluoranthene,1,uM,0.004545004
20160803,MW1139-27,12,E7,Benzo(k)fluoranthene,3,uM,0.014013809
20160803,MW1139-27,12,E8,Benzo(k)fluoranthene,10,uM,0.004268615
20160803,MW1139-27,12,F1,"Benzo[g,h,i]perylene",0.8,uM,0.010950198
20160803,MW1139-27,12,F2,"Benzo[g,h,i]perylene",0,uM,0.009692441
20160803,MW1139-27,12,F3,"Benzo[g,h,i]perylene",0.0012,uM,0.011236644
20160803,MW1139-27,12,F4,"Benzo[g,h,i]perylene",0.004,uM,0.012836384
20160803,MW1139-27,12,F5,"Benzo[g,h,i]perylene",0.012,uM,0.008738884
20160803,MW1139-27,12,F6,"Benzo[g,h,i]perylene",0.04,uM,0.008473731
20160803,MW1139-27,12,F7,"Benzo[g,h,i]perylene",0.12,uM,0.009182454
20160803,MW1139-27,12,F8,"Benzo[g,h,i]perylene",0.4,uM,0.008013293
20160803,MW1139-28,5,A1,"4-H-Cyclopenta(d,e,f)phenanthrene",10,uM,0
20160803,MW1139-28,5,A2,"4-H-Cyclopenta(d,e,f)phenanthrene",20,uM,0
20160803,MW1139-28,5,A3,"4-H-Cyclopenta(d,e,f)phenanthrene",0,uM,0
20160803,MW1139-28,5,A4,"4-H-Cyclopenta(d,e,f)phenanthrene",0.03,uM,0
20160803,MW1139-28,5,A5,"4-H-Cyclopenta(d,e,f)phenanthrene",0.1,uM,0
20160803,MW1139-28,5,A6,"4-H-Cyclopenta(d,e,f)phenanthrene",0.3,uM,0
20160803,MW1139-28,5,A7,"4-H-Cyclopenta(d,e,f)phenanthrene",1,uM,0
20160803,MW1139-28,5,A8,"4-H-Cyclopenta(d,e,f)phenanthrene",3,uM,0
20160803,MW1139-28,5,B1,Anthracene,10,uM,0
20160803,MW1139-28,5,B2,Anthracene,20,uM,6.81E-06
20160803,MW1139-28,5,B3,Anthracene,0,uM,0
20160803,MW1139-28,5,B4,Anthracene,0.03,uM,0
20160803,MW1139-28,5,B5,Anthracene,0.1,uM,0
20160803,MW1139-28,5,B6,Anthracene,0.3,uM,2.92E-05
20160803,MW1139-28,5,B7,Anthracene,1,uM,0
20160803,MW1139-28,5,B8,Anthracene,3,uM,0
20160803,MW1139-28,5,C1,Benzo(a)pyrene,10,uM,0
20160803,MW1139-28,5,C2,Benzo(a)pyrene,20,uM,2.88E-09
20160803,MW1139-28,5,C3,Benzo(a)pyrene,0,uM,0
20160803,MW1139-28,5,C4,Benzo(a)pyrene,0.03,uM,0
20160803,MW1139-28,5,C5,Benzo(a)pyrene,0.1,uM,0
20160803,MW1139-28,5,C6,Benzo(a)pyrene,0.3,uM,0
20160803,MW1139-28,5,C7,Benzo(a)pyrene,1,uM,0
20160803,MW1139-28,5,C8,Benzo(a)pyrene,3,uM,0
20160803,MW1139-28,5,D1,Benzo(e)pyrene,10,uM,0
20160803,MW1139-28,5,D2,Benzo(e)pyrene,20,uM,0
20160803,MW1139-28,5,D3,Benzo(e)pyrene,0,uM,0
20160803,MW1139-28,5,D4,Benzo(e)pyrene,0.03,uM,0
20160803,MW1139-28,5,D5,Benzo(e)pyrene,0.1,uM,0
20160803,MW1139-28,5,D6,Benzo(e)pyrene,0.3,uM,0
20160803,MW1139-28,5,D7,Benzo(e)pyrene,1,uM,0
20160803,MW1139-28,5,D8,Benzo(e)pyrene,3,uM,0
20160803,MW1139-28,5,E1,Benzo(k)fluoranthene,10,uM,0
20160803,MW1139-28,5,E2,Benzo(k)fluoranthene,20,uM,0
20160803,MW1139-28,5,E3,Benzo(k)fluoranthene,0,uM,0
20160803,MW1139-28,5,E4,Benzo(k)fluoranthene,0.03,uM,0
20160803,MW1139-28,5,E5,Benzo(k)fluoranthene,0.1,uM,0
20160803,MW1139-28,5,E6,Benzo(k)fluoranthene,0.3,uM,0
20160803,MW1139-28,5,E7,Benzo(k)fluoranthene,1,uM,0
20160803,MW1139-28,5,E8,Benzo(k)fluoranthene,3,uM,0
20160803,MW1139-28,5,F1,"Benzo[g,h,i]perylene",0.4,uM,0
20160803,MW1139-28,5,F2,"Benzo[g,h,i]perylene",0.8,uM,0
20160803,MW1139-28,5,F3,"Benzo[g,h,i]perylene",0,uM,0
20160803,MW1139-28,5,F4,"Benzo[g,h,i]perylene",0.0012,uM,0
20160803,MW1139-28,5,F5,"Benzo[g,h,i]perylene",0.004,uM,0
20160803,MW1139-28,5,F6,"Benzo[g,h,i]perylene",0.012,uM,0
20160803,MW1139-28,5,F7,"Benzo[g,h,i]perylene",0.04,uM,0
20160803,MW1139-28,5,F8,"Benzo[g,h,i]perylene",0.12,uM,0
20160803,MW1139-28,7,A1,"4-H-Cyclopenta(d,e,f)phenanthrene",10,uM,2.14E-05
20160803,MW1139-28,7,A2,"4-H-Cyclopenta(d,e,f)phenanthrene",20,uM,6.64E-05
20160803,MW1139-28,7,A3,"4-H-Cyclopenta(d,e,f)phenanthrene",0,uM,0.000170373
20160803,MW1139-28,7,A4,"4-H-Cyclopenta(d,e,f)phenanthrene",0.03,uM,0.001002325
20160803,MW1139-28,7,A5,"4-H-Cyclopenta(d,e,f)phenanthrene",0.1,uM,0.000704033
20160803,MW1139-28,7,A6,"4-H-Cyclopenta(d,e,f)phenanthrene",0.3,uM,0.000364264
20160803,MW1139-28,7,A7,"4-H-Cyclopenta(d,e,f)phenanthrene",1,uM,0.000248336
